数据,目标,字段,名次,背景,Δ
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,4,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.3211391568183899
PJM-load,metered_load_mw,da_as_total_mw_synchronized_reserve,5,rmccp + da_as_total_mw_thirty_minutes_reserve,0.319639652967453
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.34235379099845886
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.3359036147594452
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,3,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.323405921459198
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,4,total_pjm_self_sched_reg + da_as_total_mw_primary_reserve,0.3089563250541687
PJM-load,metered_load_mw,da_as_total_mw_thirty_minutes_reserve,5,da_as_as_req_mw_primary_reserve + da_as_as_req_mw_thirty_minutes_reserve,0.30839166045188904
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,1,∅,0.9742300510406494
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,2,total_pjm_self_sched_reg,0.9623348116874695
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,3,total_pjm_assigned_reg,0.9573230147361755
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,4,rmccp,0.92876797914505
PJM-gen/ic,total_gen,forecast_load_mw_latest_available,5,rmccp + total_pjm_self_sched_reg,0.9176570177078247
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,1,∅,0.9679668545722961
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,2,total_pjm_self_sched_reg,0.9566517472267151
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,3,total_pjm_assigned_reg,0.9512503743171692
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,4,rmccp,0.9225143790245056
PJM-gen/ic,total_gen,forecast_load_mw_day_ahead,5,rmccp + total_pjm_self_sched_reg,0.9115692973136902
PJM-gen/ic,total_gen,rmccp,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.14066198468208313
PJM-gen/ic,total_gen,rmccp,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.11169472336769104
PJM-gen/ic,total_gen,rmccp,3,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.10833394527435303
PJM-gen/ic,total_gen,rmccp,4,total_pjm_assigned_reg + da_as_as_req_mw_thirty_minutes_reserve,0.09897127747535706
PJM-gen/ic,total_gen,rmccp,5,rmpcp + da_as_as_req_mw_thirty_minutes_reserve,0.097015380859375
PJM-gen/ic,total_gen,rmpcp,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.1637120544910431
PJM-gen/ic,total_gen,rmpcp,2,rmccp + total_pjm_self_sched_reg,0.11535894870758057
PJM-gen/ic,total_gen,rmpcp,3,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.10646682977676392
PJM-gen/ic,total_gen,rmpcp,4,da_as_ss_mw_primary_reserve + system_energy_price_da,0.10390779376029968
PJM-gen/ic,total_gen,rmpcp,5,total_pjm_assigned_reg + congestion_price_rt,0.10241396725177765
PJM-gen/ic,total_gen,total_pjm_reg_purchases,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.21029983460903168
PJM-gen/ic,total_gen,total_pjm_reg_purchases,2,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.1551782488822937
PJM-gen/ic,total_gen,total_pjm_reg_purchases,3,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.15504133701324463
PJM-gen/ic,total_gen,total_pjm_reg_purchases,4,da_as_total_mw_thirty_minutes_reserve,0.1531415581703186
PJM-gen/ic,total_gen,total_pjm_reg_purchases,5,rmccp + total_pjm_self_sched_reg,0.15276169776916504
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.13703744113445282
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.11158156394958496
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,3,total_pjm_assigned_reg + da_as_mcp_primary_reserve,0.09875036776065826
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,4,total_pjm_assigned_reg + da_as_mcp_synchronized_reserve,0.08765965700149536
PJM-gen/ic,total_gen,total_pjm_self_sched_reg,5,total_pjm_assigned_reg + gross_sched_interchange_mw,0.08185243606567383
PJM-gen/ic,total_gen,total_pjm_assigned_reg,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.14850230515003204
PJM-gen/ic,total_gen,total_pjm_assigned_reg,2,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.11912687122821808
PJM-gen/ic,total_gen,total_pjm_assigned_reg,3,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.10259276628494263
PJM-gen/ic,total_gen,total_pjm_assigned_reg,4,total_pjm_self_sched_reg + marginal_loss_price_rt,0.10168975591659546
PJM-gen/ic,total_gen,total_pjm_assigned_reg,5,total_pjm_self_sched_reg + total_lmp_da,0.0990908145904541
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,1,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.1489109992980957
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,2,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.14262497425079346
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,3,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.14125564694404602
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,4,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.13661780953407288
PJM-gen/ic,total_gen,da_as_mcp_primary_reserve,5,total_pjm_assigned_reg + gross_sched_interchange_mw,0.12956589460372925
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,1,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.1661612093448639
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.16210633516311646
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,3,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.1594972014427185
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,4,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.15859699249267578
PJM-gen/ic,total_gen,da_as_mcp_synchronized_reserve,5,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.15692517161369324
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.4035465121269226
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,2,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.3938690423965454
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,3,rmccp + da_as_total_mw_thirty_minutes_reserve,0.38778603076934814
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,4,da_as_ss_mw_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.3823296129703522
PJM-gen/ic,total_gen,da_as_as_req_mw_primary_reserve,5,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.3813169002532959
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,1,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.3356921076774597
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,2,da_as_total_mw_thirty_minutes_reserve,0.3336182236671448
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,3,da_as_ss_mw_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.32111939787864685
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,4,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.31833982467651367
PJM-gen/ic,total_gen,da_as_as_req_mw_thirty_minutes_reserve,5,rmccp + da_as_total_mw_thirty_minutes_reserve,0.31270378828048706
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,1,rmccp + total_pjm_self_sched_reg,0.13310736417770386
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.1199798583984375
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,3,da_as_as_req_mw_thirty_minutes_reserve,0.11885970830917358
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,4,rmccp + total_pjm_reg_purchases,0.11543390154838562
PJM-gen/ic,total_gen,da_as_ss_mw_primary_reserve,5,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.11417001485824585
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.4537307620048523
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,2,∅,0.41533318161964417
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,3,total_pjm_self_sched_reg,0.40304794907569885
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,4,da_as_mcp_synchronized_reserve,0.4001450538635254
PJM-gen/ic,total_gen,da_as_nsr_mw_primary_reserve,5,total_pjm_assigned_reg,0.39652177691459656
PJM-gen/ic,total_gen,system_energy_price_da,1,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.46808600425720215
PJM-gen/ic,total_gen,system_energy_price_da,2,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.4400620460510254
PJM-gen/ic,total_gen,system_energy_price_da,3,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.43069642782211304
PJM-gen/ic,total_gen,system_energy_price_da,4,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.4235427677631378
PJM-gen/ic,total_gen,system_energy_price_da,5,da_as_total_mw_thirty_minutes_reserve,0.4208422899246216
PJM-gen/ic,total_gen,total_lmp_rt,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.3225454092025757
PJM-gen/ic,total_gen,total_lmp_rt,2,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.3123761713504791
PJM-gen/ic,total_gen,total_lmp_rt,3,rmccp + total_pjm_self_sched_reg,0.30905681848526
PJM-gen/ic,total_gen,total_lmp_rt,4,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.3032405376434326
PJM-gen/ic,total_gen,total_lmp_rt,5,da_as_as_req_mw_thirty_minutes_reserve,0.30311086773872375
PJM-gen/ic,total_gen,marginal_loss_price_rt,1,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.36019957065582275
PJM-gen/ic,total_gen,marginal_loss_price_rt,2,total_pjm_assigned_reg,0.3535165786743164
PJM-gen/ic,total_gen,marginal_loss_price_rt,3,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.34313148260116577
PJM-gen/ic,total_gen,marginal_loss_price_rt,4,rmccp,0.34271442890167236
PJM-gen/ic,total_gen,marginal_loss_price_rt,5,rmccp + total_pjm_self_sched_reg,0.3422667980194092
PJM-gen/ic,total_gen,gross_sched_interchange_mw,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.16524581611156464
PJM-gen/ic,total_gen,gross_sched_interchange_mw,2,rmpcp + da_as_total_mw_thirty_minutes_reserve,0.1341421753168106
PJM-gen/ic,total_gen,gross_sched_interchange_mw,3,da_as_total_mw_thirty_minutes_reserve,0.12324190139770508
PJM-gen/ic,total_gen,gross_sched_interchange_mw,4,congestion_price_rt + da_as_total_mw_thirty_minutes_reserve,0.1149115264415741
PJM-gen/ic,total_gen,gross_sched_interchange_mw,5,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.11420471966266632
PJM-gen/ic,total_gen,congestion_price_da,1,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.2503454089164734
PJM-gen/ic,total_gen,congestion_price_da,2,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.2497844696044922
PJM-gen/ic,total_gen,congestion_price_da,3,total_pjm_self_sched_reg + total_pjm_assigned_reg,0.2457471489906311
PJM-gen/ic,total_gen,congestion_price_da,4,total_pjm_assigned_reg + gross_sched_interchange_mw,0.24149543046951294
PJM-gen/ic,total_gen,congestion_price_da,5,total_pjm_assigned_reg,0.24063515663146973
PJM-gen/ic,total_gen,marginal_loss_price_da,1,total_pjm_self_sched_reg,0.3146287798881531
PJM-gen/ic,total_gen,marginal_loss_price_da,2,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.31405359506607056
PJM-gen/ic,total_gen,marginal_loss_price_da,3,total_pjm_assigned_reg + gross_sched_interchange_mw,0.31050729751586914
PJM-gen/ic,total_gen,marginal_loss_price_da,4,gross_sched_interchange_mw,0.30483752489089966
PJM-gen/ic,total_gen,marginal_loss_price_da,5,total_pjm_assigned_reg,0.3010212779045105
PJM-gen/ic,total_gen,total_lmp_da,1,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.48906588554382324
PJM-gen/ic,total_gen,total_lmp_da,2,da_as_total_mw_thirty_minutes_reserve,0.45973116159439087
PJM-gen/ic,total_gen,total_lmp_da,3,da_as_mcp_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.45913612842559814
PJM-gen/ic,total_gen,total_lmp_da,4,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.45738738775253296
PJM-gen/ic,total_gen,total_lmp_da,5,da_as_mcp_synchronized_reserve + da_as_total_mw_thirty_minutes_reserve,0.4569842219352722
PJM-gen/ic,total_gen,congestion_price_rt,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.16182780265808105
PJM-gen/ic,total_gen,congestion_price_rt,2,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.1613764464855194
PJM-gen/ic,total_gen,congestion_price_rt,3,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.15943503379821777
PJM-gen/ic,total_gen,congestion_price_rt,4,da_as_as_req_mw_thirty_minutes_reserve,0.15020331740379333
PJM-gen/ic,total_gen,congestion_price_rt,5,da_as_as_req_mw_thirty_minutes_reserve + gross_sched_interchange_mw,0.1478104591369629
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,1,da_as_total_mw_thirty_minutes_reserve,0.38998061418533325
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,2,total_pjm_self_sched_reg + da_as_total_mw_thirty_minutes_reserve,0.377419650554657
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,3,rmccp + da_as_total_mw_thirty_minutes_reserve,0.37732547521591187
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,4,da_as_ss_mw_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.3729396164417267
PJM-gen/ic,total_gen,da_as_total_mw_primary_reserve,5,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.3724750280380249
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,1,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.42238491773605347
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,2,total_pjm_assigned_reg + da_as_total_mw_thirty_minutes_reserve,0.35569870471954346
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,3,da_as_total_mw_thirty_minutes_reserve,0.3539038598537445
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,4,rmccp + da_as_total_mw_thirty_minutes_reserve,0.34641873836517334
PJM-gen/ic,total_gen,da_as_total_mw_synchronized_reserve,5,da_as_mcp_primary_reserve + da_as_total_mw_thirty_minutes_reserve,0.34441906213760376
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,1,total_pjm_self_sched_reg + da_as_as_req_mw_thirty_minutes_reserve,0.31804728507995605
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,2,total_pjm_self_sched_reg + da_as_as_req_mw_primary_reserve,0.30500736832618713
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,3,da_as_as_req_mw_primary_reserve + gross_sched_interchange_mw,0.28301113843917847
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,4,da_as_as_req_mw_thirty_minutes_reserve,0.28172382712364197
PJM-gen/ic,total_gen,da_as_total_mw_thirty_minutes_reserve,5,da_as_as_req_mw_primary_reserve,0.28129690885543823
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,1,system_energy_price_da + marginal_loss_price_da,0.29361313581466675
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,2,marginal_loss_price_da + total_lmp_da,0.2614137530326843
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,3,da_as_mcp_synchronized_reserve + system_energy_price_da,0.24664832651615143
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,4,da_as_mcp_primary_reserve + system_energy_price_da,0.24016979336738586
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_latest_available,5,system_energy_price_da + marginal_loss_price_rt,0.23356562852859497
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,1,system_energy_price_da + marginal_loss_price_da,0.29446250200271606
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,2,marginal_loss_price_da + total_lmp_da,0.27544966340065
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,3,da_as_mcp_synchronized_reserve + system_energy_price_da,0.2509766221046448
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,4,system_energy_price_da + marginal_loss_price_rt,0.2390037178993225
PJM-gen/ic,net_actual_interchange_mw,forecast_load_mw_day_ahead,5,da_as_ss_mw_primary_reserve + total_lmp_da,0.2381698489189148
PJM-gen/ic,net_actual_interchange_mw,rmccp,1,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.07019060850143433
PJM-gen/ic,net_actual_interchange_mw,rmccp,2,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.06979721784591675
PJM-gen/ic,net_actual_interchange_mw,rmccp,3,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.06819631159305573
PJM-gen/ic,net_actual_interchange_mw,rmccp,4,forecast_load_mw_latest_available + da_as_ss_mw_primary_reserve,0.06549684703350067
PJM-gen/ic,net_actual_interchange_mw,rmccp,5,forecast_load_mw_latest_available + total_pjm_self_sched_reg,0.059123456478118896
PJM-gen/ic,net_actual_interchange_mw,rmpcp,1,da_as_ss_mw_primary_reserve + total_lmp_da,0.11551716923713684
PJM-gen/ic,net_actual_interchange_mw,rmpcp,2,da_as_ss_mw_primary_reserve + marginal_loss_price_da,0.1101040169596672
PJM-gen/ic,net_actual_interchange_mw,rmpcp,3,da_as_ss_mw_primary_reserve + system_energy_price_da,0.10613343119621277
PJM-gen/ic,net_actual_interchange_mw,rmpcp,4,da_as_ss_mw_primary_reserve + gross_sched_interchange_mw,0.10075941681861877
PJM-gen/ic,net_actual_interchange_mw,rmpcp,5,da_as_ss_mw_primary_reserve + total_lmp_rt,0.09654835611581802
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,1,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.24582350254058838
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,2,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.22737908363342285
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,3,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.22570788860321045
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,4,da_as_mcp_primary_reserve + gross_sched_interchange_mw,0.22435712814331055
PJM-gen/ic,net_actual_interchange_mw,total_pjm_reg_purchases,5,gross_sched_interchange_mw,0.22172844409942627
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,1,total_pjm_assigned_reg + da_as_mcp_synchronized_reserve,0.17740057408809662
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,2,total_pjm_assigned_reg + gross_sched_interchange_mw,0.16815775632858276
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,3,rmccp + total_pjm_assigned_reg,0.1636015772819519
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,4,total_pjm_assigned_reg + da_as_mcp_primary_reserve,0.16137564182281494
PJM-gen/ic,net_actual_interchange_mw,total_pjm_self_sched_reg,5,total_pjm_assigned_reg + total_lmp_da,0.1553945541381836
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,1,total_pjm_self_sched_reg + gross_sched_interchange_mw,0.27710163593292236
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,2,total_pjm_self_sched_reg + da_as_mcp_synchronized_reserve,0.23126104474067688
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,3,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.2232716977596283
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,4,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.22113710641860962
PJM-gen/ic,net_actual_interchange_mw,total_pjm_assigned_reg,5,forecast_load_mw_latest_available + total_pjm_self_sched_reg,0.21516895294189453
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,1,da_as_total_mw_synchronized_reserve,0.09554189443588257
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,2,total_pjm_self_sched_reg + da_as_total_mw_synchronized_reserve,0.09173531830310822
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,3,gross_sched_interchange_mw + da_as_total_mw_synchronized_reserve,0.08349481225013733
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,4,rmccp + da_as_total_mw_synchronized_reserve,0.07643674314022064
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_primary_reserve,5,forecast_load_mw_latest_available + da_as_total_mw_synchronized_reserve,0.07635101675987244
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,1,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.1174299567937851
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,2,forecast_load_mw_latest_available + da_as_ss_mw_primary_reserve,0.11678975820541382
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,3,forecast_load_mw_latest_available + da_as_total_mw_synchronized_reserve,0.09227824211120605
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,4,da_as_total_mw_synchronized_reserve,0.08695802092552185
PJM-gen/ic,net_actual_interchange_mw,da_as_mcp_synchronized_reserve,5,gross_sched_interchange_mw + da_as_total_mw_synchronized_reserve,0.08686321973800659
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,1,da_as_mcp_synchronized_reserve,0.43365219235420227
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,2,da_as_mcp_primary_reserve + da_as_mcp_synchronized_reserve,0.4233566224575043
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,3,rmccp + da_as_mcp_synchronized_reserve,0.4233335852622986
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,4,marginal_loss_price_da,0.42160069942474365
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_primary_reserve,5,da_as_mcp_synchronized_reserve + marginal_loss_price_da,0.42059749364852905
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,1,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve,0.29301801323890686
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,2,da_as_ss_mw_primary_reserve,0.29217004776000977
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,3,da_as_mcp_synchronized_reserve,0.2905588150024414
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,4,da_as_ss_mw_primary_reserve + marginal_loss_price_da,0.2904515266418457
PJM-gen/ic,net_actual_interchange_mw,da_as_as_req_mw_thirty_minutes_reserve,5,rmccp + da_as_mcp_synchronized_reserve,0.28363344073295593
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,1,forecast_load_mw_latest_available + da_as_mcp_synchronized_reserve,0.10174456238746643
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,2,total_pjm_self_sched_reg + da_as_mcp_primary_reserve,0.10143892467021942
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,3,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.10074079036712646
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,4,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.10050976276397705
PJM-gen/ic,net_actual_interchange_mw,da_as_ss_mw_primary_reserve,5,rmpcp + gross_sched_interchange_mw,0.09869059920310974
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,1,da_as_mcp_synchronized_reserve + da_as_ss_mw_primary_reserve,0.2437509000301361
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,2,da_as_mcp_synchronized_reserve + system_energy_price_da,0.23758365213871002
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,3,da_as_mcp_primary_reserve + da_as_ss_mw_primary_reserve,0.2352026104927063
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,4,da_as_ss_mw_primary_reserve + total_lmp_da,0.23291084170341492
PJM-gen/ic,net_actual_interchange_mw,da_as_nsr_mw_primary_reserve,5,marginal_loss_price_da + total_lmp_da,0.23283621668815613
PJM-gen/ic,net_actual_interchange_mw,system_energy_price_da,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.2921810746192932
PJM-gen/ic,net_actual_interchange_mw,system_energy_price_da,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.2855949401855469
PJM-gen/ic,net_actual_interchange_mw,system_energy_price_da,3,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.2596926689147949
PJM-gen/ic,net_actual_interchange_mw,system_energy_price_da,4,forecast_load_mw_latest_available,0.25944697856903076
PJM-gen/ic,net_actual_interchange_mw,system_energy_price_da,5,forecast_load_mw_day_ahead,0.25908398628234863
PJM-gen/ic,net_actual_interchange_mw,total_lmp_rt,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.14844924211502075
PJM-gen/ic,net_actual_interchange_mw,total_lmp_rt,2,forecast_load_mw_latest_available + gross_sched_interchange_mw,0.144270658493042
PJM-gen/ic,net_actual_interchange_mw,total_lmp_rt,3,forecast_load_mw_day_ahead + da_as_ss_mw_primary_reserve,0.12047819793224335
PJM-gen/ic,net_actual_interchange_mw,total_lmp_rt,4,forecast_load_mw_day_ahead + total_pjm_self_sched_reg,0.11755543947219849
PJM-gen/ic,net_actual_interchange_mw,total_lmp_rt,5,forecast_load_mw_day_ahead,0.11737328767776489
PJM-gen/ic,net_actual_interchange_mw,marginal_loss_price_rt,1,forecast_load_mw_day_ahead + gross_sched_interchange_mw,0.20731830596923828
