i,j,conf,band,method,v_pair,syn,truth
39,40,total_losses,strong,ft25,0.2868229099259043,0.04043318111320582,0.2431753277778625
39,40,total_losses,strong,ft25+L0,0.44490330045245186,0.22547728320462523,0.2431753277778625
39,40,total_losses,strong,ft50,0.35970231491737936,0.11584927194230576,0.2431753277778625
39,40,total_losses,strong,ft50+L0,0.46635808112356025,0.2448753705399218,0.2431753277778625
1,3,net_actual_interchange_mw,strong,oracle,0.3150466395716466,0.19900115682888253,0.2418553829193115
1,3,net_actual_interchange_mw,strong,L0,0.36410935959765134,0.24386461637028967,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft5,0.3328179919762564,0.21330209736509853,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft5+L0,0.35635869798254816,0.24055423301807632,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft25,0.33344728551942615,0.23302168171629223,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft25+L0,0.35675888543415446,0.23822941379220341,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft50,0.3318531192867039,0.21525470341262654,0.2418553829193115
1,3,net_actual_interchange_mw,strong,ft50+L0,0.36452560980781945,0.24606320914655144,0.2418553829193115
1,40,net_actual_interchange_mw,strong,oracle,0.32207134031509843,0.20602585757233438,0.2383822798728943
1,40,net_actual_interchange_mw,strong,L0,0.3553685822913092,0.23512383906394752,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft5,0.3324099586529834,0.21289406404182554,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft5+L0,0.3560860993158813,0.24028163435140948,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft25,0.33327091937701614,0.23284531557388222,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft25+L0,0.3582001936840339,0.23967072204208284,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft50,0.34468133552707114,0.22808291965299377,0.2383822798728943
1,40,net_actual_interchange_mw,strong,ft50+L0,0.361296090048144,0.242833689386876,0.2383822798728943
4,13,total_lmp_da,strong,oracle,0.11282895288759565,0.022244773704909626,0.2318678498268127
4,13,total_lmp_da,strong,L0,0.24850581438924368,0.10370839269058918,0.2318678498268127
4,13,total_lmp_da,strong,ft5,0.14061414428193542,0.03798317583591948,0.2318678498268127
4,13,total_lmp_da,strong,ft5+L0,0.26092727725393483,0.1207905708326551,0.2318678498268127
4,13,total_lmp_da,strong,ft25,0.1763085643217236,0.07182958357758051,0.2318678498268127
4,13,total_lmp_da,strong,ft25+L0,0.2922123956253364,0.13771370850240106,0.2318678498268127
4,13,total_lmp_da,strong,ft50,0.19456773402334748,0.08877600380524298,0.2318678498268127
4,13,total_lmp_da,strong,ft50+L0,0.3205512986642858,0.1764293549069138,0.2318678498268127
10,15,metered_load_mw,strong,oracle,0.6259070259796916,0.21699581491326358,0.2290111184120178
10,15,metered_load_mw,strong,L0,0.6777767194082958,0.2367402710509997,0.2290111184120178
10,15,metered_load_mw,strong,ft5,0.6234117855718349,0.20423682704113766,0.2290111184120178
10,15,metered_load_mw,strong,ft5+L0,0.6748401185705132,0.23606133059408718,0.2290111184120178
10,15,metered_load_mw,strong,ft25,0.6340267992042428,0.2126805397605912,0.2290111184120178
10,15,metered_load_mw,strong,ft25+L0,0.6853073761069071,0.2455847125868128,0.2290111184120178
10,15,metered_load_mw,strong,ft50,0.6531411101310707,0.22523216100432675,0.2290111184120178
10,15,metered_load_mw,strong,ft50+L0,0.6832653027517485,0.2445520848303926,0.2290111184120178
0,2,total_lmp_da,strong,oracle,0.409043611480691,0.10922005938783474,0.2243592739105224
0,2,total_lmp_da,strong,L0,0.6070834935513072,0.24695711230798956,0.2243592739105224
0,2,total_lmp_da,strong,ft5,0.4480325534360474,0.11597040166014816,0.2243592739105224
0,2,total_lmp_da,strong,ft5+L0,0.5935587145415817,0.2356994875335492,0.2243592739105224
0,2,total_lmp_da,strong,ft25,0.47890336346853946,0.13549386990630974,0.2243592739105224
0,2,total_lmp_da,strong,ft25+L0,0.5800381166170745,0.2161342495314389,0.2243592739105224
0,2,total_lmp_da,strong,ft50,0.4868079101874474,0.147431408836858,0.2243592739105224
0,2,total_lmp_da,strong,ft50+L0,0.5927135736851039,0.2328374903150181,0.2243592739105224
13,21,total_lmp_da,mid,oracle,0.31160401992812414,0.030979183930995635,0.0931498408317565
13,21,total_lmp_da,mid,L0,0.32492839187720257,0.02767272913177865,0.0931498408317565
13,21,total_lmp_da,mid,ft5,0.33223392501021776,0.0408043833356333,0.0931498408317565
13,21,total_lmp_da,mid,ft5+L0,0.34234998427494523,0.04454082676744453,0.0931498408317565
13,21,total_lmp_da,mid,ft25,0.3466368244845738,0.042732769727702236,0.0931498408317565
13,21,total_lmp_da,mid,ft25+L0,0.34696971561429735,0.045507499375699645,0.0931498408317565
13,21,total_lmp_da,mid,ft50,0.3237814136526991,0.03711564052092864,0.0931498408317565
13,21,total_lmp_da,mid,ft50+L0,0.35050239791885063,0.08315516884924234,0.0931498408317565
15,24,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.25804869893913396,0.0325115588389665,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.3325211658937336,0.09286599772382953,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.26473030977257783,0.03804964166089886,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.33557206919774596,0.09462664851435854,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.2796594828509047,0.04605449252212601,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.33982664366655935,0.09895137102952345,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.2893641055333006,0.05267580425051088,0.0925930142402648
15,24,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.34125517009048967,0.0987770242561965,0.0925930142402648
13,27,total_lmp_da,mid,oracle,0.2918461508902994,0.020552328878065018,0.0925240516662597
13,27,total_lmp_da,mid,L0,0.28676545007079535,0.01508828989247335,0.0925240516662597
13,27,total_lmp_da,mid,ft5,0.3343352351358553,0.030448467124540857,0.0925240516662597
13,27,total_lmp_da,mid,ft5+L0,0.3173216896169303,0.051969334299336034,0.0925240516662597
13,27,total_lmp_da,mid,ft25,0.3559075757247575,0.04095064310049956,0.0925240516662597
13,27,total_lmp_da,mid,ft25+L0,0.35496898683639755,0.10779783885518157,0.0925240516662597
13,27,total_lmp_da,mid,ft50,0.3333399351232378,0.03087821790398293,0.0925240516662597
13,27,total_lmp_da,mid,ft50+L0,0.3472470396856582,0.08568329357405835,0.0925240516662597
21,32,metered_load_mw,mid,oracle,0.1645011050205034,0.06777958999969336,0.0921703577041626
21,32,metered_load_mw,mid,L0,0.22134350912641998,0.05498618323991156,0.0921703577041626
21,32,metered_load_mw,mid,ft5,0.1778739843000755,0.09398118270333378,0.0921703577041626
21,32,metered_load_mw,mid,ft5+L0,0.23022802765370254,0.06776155133495809,0.0921703577041626
21,32,metered_load_mw,mid,ft25,0.18672285238820896,0.09444409851846969,0.0921703577041626
21,32,metered_load_mw,mid,ft25+L0,0.23738582576392586,0.0776149083845713,0.0921703577041626
21,32,metered_load_mw,mid,ft50,0.18611053280899958,0.0882937056025106,0.0921703577041626
21,32,metered_load_mw,mid,ft50+L0,0.2475467129753417,0.08667245867712337,0.0921703577041626
1,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.3631767917846427,0.06962307924648736,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.41531596131700366,0.08917226698791991,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.3778504160681806,0.07146662478197385,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.41308826991780323,0.0868766792250022,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.3963520532431528,0.07985950873965153,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.41410863746854853,0.08879375427853953,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.3906571250679963,0.07644650070124903,0.091608703136444
1,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.41664163124166653,0.09131409434840476,0.091608703136444
13,28,total_gen,mid,oracle,0.049896337228856,0.003124986778019534,0.0912705063819885
13,28,total_gen,mid,L0,0.1388315152264068,0.03844825559432241,0.0912705063819885
13,28,total_gen,mid,ft5,0.06033353875417591,0.0013590631295106181,0.0912705063819885
13,28,total_gen,mid,ft5+L0,0.10926314591455177,-0.00013597679253507522,0.0912705063819885
13,28,total_gen,mid,ft25,0.05783243579394015,-0.009071496998274475,0.0912705063819885
13,28,total_gen,mid,ft25+L0,0.12323264344332652,0.027508364849827216,0.0912705063819885
13,28,total_gen,mid,ft50,0.06581368509472807,-0.0013494533556321908,0.0912705063819885
13,28,total_gen,mid,ft50+L0,0.09953718408417678,-0.0037874592325124468,0.0912705063819885
9,38,total_losses,mid,oracle,0.2459396901598342,0.05750351484125882,0.0908969640731811
9,38,total_losses,mid,L0,0.27419542921253326,0.07260891251560486,0.0908969640731811
9,38,total_losses,mid,ft5,0.25822841042320344,0.06398303509437009,0.0908969640731811
9,38,total_losses,mid,ft5+L0,0.26769287114116735,0.06779658574996417,0.0908969640731811
9,38,total_losses,mid,ft25,0.2757166931401074,0.07195654322795142,0.0908969640731811
9,38,total_losses,mid,ft25+L0,0.27405142252423276,0.07305233041093928,0.0908969640731811
9,38,total_losses,mid,ft50,0.27004689330881604,0.07036908825676758,0.0908969640731811
9,38,total_losses,mid,ft50+L0,0.2704542720128754,0.06861828875602427,0.0908969640731811
28,40,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.23650370007576538,0.08487793800739729,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.2679496479408148,0.09640426065373942,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.2368861059170284,0.11496427003464427,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.2446057671028914,0.07143552945906673,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.2523535731328971,0.09143222505930215,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.25939516317478073,0.08762757045784852,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.26444847912811975,0.09543424194163508,0.0906099081039428
28,40,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.2561026106490579,0.08456641408155363,0.0906099081039428
2,42,total_gen,mid,oracle,0.30072059428968767,0.07354345973991538,0.0905721187591552
2,42,total_gen,mid,L0,0.35597131162148643,0.06513154065771909,0.0905721187591552
2,42,total_gen,mid,ft5,0.3144561548228094,0.06416423726398135,0.0905721187591552
2,42,total_gen,mid,ft5+L0,0.360825484975246,0.06956765112293739,0.0905721187591552
2,42,total_gen,mid,ft25,0.32558220408179506,0.0729246200354201,0.0905721187591552
2,42,total_gen,mid,ft25+L0,0.3578607276729894,0.06842757284250367,0.0905721187591552
2,42,total_gen,mid,ft50,0.340560705983072,0.07139512032025808,0.0905721187591552
2,42,total_gen,mid,ft50+L0,0.3552020577202174,0.06563070245655522,0.0905721187591552
5,22,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.2751032209291594,0.06703341816942976,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.29621606092816966,0.08414307250381658,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.2857017753860286,0.07384671481494043,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.2976254945405825,0.08509872088274384,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.28979588464259054,0.07815226143895282,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.29803243717993533,0.08707050196891641,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.28922701360912695,0.07327947375544075,0.0905102491378784
5,22,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.29785149440280556,0.08326617308237405,0.0905102491378784
4,43,marginal_loss_price_da,mid,oracle,0.002896085984881336,-0.02270678094334988,0.0899056792259216
4,43,marginal_loss_price_da,mid,L0,0.046671040613513015,-0.10281387617169813,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft5,0.05517776262752416,0.028043217464470582,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft5+L0,0.08187887788412307,-0.05313295437145493,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft25,0.0,-0.009591525894191988,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft25+L0,0.0814738149262445,-0.07145718992016292,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft50,0.0,-0.02403108490281458,0.0899056792259216
4,43,marginal_loss_price_da,mid,ft50+L0,0.07661296528038464,-0.06680982337888774,0.0899056792259216
11,17,metered_load_mw,mid,oracle,0.23082952269333878,0.049844198397999806,0.0897073745727539
11,17,metered_load_mw,mid,L0,0.3144655853467956,0.10164087598777105,0.0897073745727539
11,17,metered_load_mw,mid,ft5,0.266500307850402,0.08569735541716528,0.0897073745727539
11,17,metered_load_mw,mid,ft5+L0,0.3150822568570212,0.10496516186369453,0.0897073745727539
11,17,metered_load_mw,mid,ft25,0.28548140258592025,0.07384820694435001,0.0897073745727539
11,17,metered_load_mw,mid,ft25+L0,0.31145046036702717,0.0989526456019818,0.0897073745727539
11,17,metered_load_mw,mid,ft50,0.2953782720193444,0.08227182500908647,0.0897073745727539
11,17,metered_load_mw,mid,ft50+L0,0.3089605199699622,0.09727652348126081,0.0897073745727539
7,40,gross_actual_interchange_mw,mid,oracle,0.15626729208780943,0.06936555900346864,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,L0,0.18167485442251585,0.07378537803363827,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft5,0.13810217829655336,0.05905318463330467,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft5+L0,0.18296884748967857,0.07543438094718025,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft25,0.1630013152305475,0.0608556200367536,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft25+L0,0.18201332418169835,0.07425913057592182,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft50,0.17151509730047232,0.06815923973659244,0.0894761085510253
7,40,gross_actual_interchange_mw,mid,ft50+L0,0.18304907591465025,0.07467121557562872,0.0894761085510253
9,12,total_gen,mid,oracle,0.1255311842651694,0.06624957187711988,0.0894713997840881
9,12,total_gen,mid,L0,0.2349507528978273,0.0960112251357651,0.0894713997840881
9,12,total_gen,mid,ft5,0.16649653254433838,0.08747415775627343,0.0894713997840881
9,12,total_gen,mid,ft5+L0,0.23612722891123938,0.09631876123514915,0.0894713997840881
9,12,total_gen,mid,ft25,0.1782522344261397,0.08770910232973228,0.0894713997840881
9,12,total_gen,mid,ft25+L0,0.23268799116655114,0.09160860029008089,0.0894713997840881
9,12,total_gen,mid,ft50,0.19265730695700622,0.08585264377830426,0.0894713997840881
9,12,total_gen,mid,ft50+L0,0.23445434307041813,0.09642880424749312,0.0894713997840881
0,26,gross_actual_interchange_mw,mid,oracle,0.17868024010473926,0.07293024528463687,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,L0,0.2062816045644228,0.09639377104110425,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft5,0.16909768191866714,0.059314783829594764,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft5+L0,0.21288204885858752,0.1023121947547656,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft25,0.18579138274063722,0.07472308461838739,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft25+L0,0.20353874760235457,0.09437621568161114,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft50,0.1801390924406192,0.0726301807429458,0.0892373323440551
0,26,gross_actual_interchange_mw,mid,ft50+L0,0.2004229524976625,0.0890871765842538,0.0892373323440551
4,8,total_lmp_da,mid,oracle,0.10292953734137034,-0.00343898691947242,0.0888277292251586
4,8,total_lmp_da,mid,L0,0.2665451850302524,0.12174776333159787,0.0888277292251586
4,8,total_lmp_da,mid,ft5,0.1151374982627732,0.0035667018357423697,0.0888277292251586
4,8,total_lmp_da,mid,ft5+L0,0.2513126930916647,0.11117598667038497,0.0888277292251586
4,8,total_lmp_da,mid,ft25,0.11743318240115241,0.002237586020536808,0.0888277292251586
4,8,total_lmp_da,mid,ft25+L0,0.2548059504675805,0.10030726334464513,0.0888277292251586
4,8,total_lmp_da,mid,ft50,0.13481031187877457,0.01353033464229858,0.0888277292251586
4,8,total_lmp_da,mid,ft50+L0,0.28388676299127447,0.1397648192339025,0.0888277292251586
1,10,marginal_loss_price_da,mid,oracle,0.19619783056092788,0.007334779345971487,0.0884604454040527
1,10,marginal_loss_price_da,mid,L0,0.25277311953769,0.03503252500103948,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft5,0.22857359799197519,0.028419105718754167,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft5+L0,0.23751240732088696,0.014219920870140124,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft25,0.2254696708914723,0.01823922434993619,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft25+L0,0.25442048060298605,0.03589402445053835,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft50,0.2156539365042267,0.0131300101926205,0.0884604454040527
1,10,marginal_loss_price_da,mid,ft50+L0,0.24273414367845225,0.02233576190767328,0.0884604454040527
2,38,total_gen,mid,oracle,0.4093399736769473,0.051413999737681904,0.0884590148925781
2,38,total_gen,mid,L0,0.4615596855528684,0.0781465991819168,0.0884590148925781
2,38,total_gen,mid,ft5,0.4232689000137494,0.03992818036380352,0.0884590148925781
2,38,total_gen,mid,ft5+L0,0.45842565653318024,0.07078606956099354,0.0884590148925781
2,38,total_gen,mid,ft25,0.4381077120727114,0.05300894412835766,0.0884590148925781
2,38,total_gen,mid,ft25+L0,0.4615058537326753,0.07684373786232757,0.0884590148925781
2,38,total_gen,mid,ft50,0.4405156071172256,0.05565074564265926,0.0884590148925781
2,38,total_gen,mid,ft50+L0,0.46123478237018145,0.07550899981384929,0.0884590148925781
3,27,total_lmp_da,mid,oracle,0.35523330370462103,0.08393948169238663,0.0883527994155883
3,27,total_lmp_da,mid,L0,0.4533533082945639,0.14503297620510458,0.0883527994155883
3,27,total_lmp_da,mid,ft5,0.39242841983968335,0.08854165182836893,0.0883527994155883
3,27,total_lmp_da,mid,ft5+L0,0.4392376802478125,0.11693283589605208,0.0883527994155883
3,27,total_lmp_da,mid,ft25,0.41165212750822444,0.0966951948839665,0.0883527994155883
3,27,total_lmp_da,mid,ft25+L0,0.4467978701601565,0.13893687064038607,0.0883527994155883
3,27,total_lmp_da,mid,ft50,0.39982266748382844,0.09736095026457359,0.0883527994155883
3,27,total_lmp_da,mid,ft50+L0,0.44639946591633783,0.128947926266318,0.0883527994155883
27,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.17657153257232117,0.08531883233880377,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.21338881993802827,0.09601132433314186,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.20221210220739438,0.09627469906364605,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.2190395671747376,0.09714368725775357,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.21072860157871054,0.0979456651420817,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.21718286358690342,0.09995532547447905,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.21267783046427235,0.09799766679732103,0.0882372260093689
27,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.21908665952528272,0.10010309366740688,0.0882372260093689
10,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.14265747665885953,0.051404776425342136,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.208180078698891,0.09080258309400457,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.16253085819015045,0.05659345504640212,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.21528580743402215,0.09338992751703812,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.17296258018662514,0.06017964374999629,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.2100021432924295,0.09277460518000513,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.18655223031397683,0.0718720666470255,0.08791184425354
10,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.20569206594568734,0.0867085000878115,0.08791184425354
2,24,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.11604686174408751,0.024709061899258367,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.29253922359285744,0.12058747533868464,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.16791627582053403,0.06293124172539166,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.2932450075478966,0.11573508599017102,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.19400173304229418,0.062462116618730246,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.2921699670793021,0.11721395855622385,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.1962500005035116,0.05966394921856688,0.0878815054893493
2,24,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.28274325739557415,0.11516565534137646,0.0878815054893493
7,10,total_gen,mid,oracle,0.4871188369702354,0.06311141111408558,0.0878136157989502
7,10,total_gen,mid,L0,0.5602288494526502,0.10514806977640223,0.0878136157989502
7,10,total_gen,mid,ft5,0.5176464160642261,0.08323966441245712,0.0878136157989502
7,10,total_gen,mid,ft5+L0,0.560410617966846,0.10747203632520919,0.0878136157989502
7,10,total_gen,mid,ft25,0.5274898374096677,0.0880469393004536,0.0878136157989502
7,10,total_gen,mid,ft25+L0,0.555465210769583,0.10179411095032409,0.0878136157989502
7,10,total_gen,mid,ft50,0.5373695236056544,0.09430515068449519,0.0878136157989502
7,10,total_gen,mid,ft50+L0,0.5642149088136613,0.11114587695748812,0.0878136157989502
3,30,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.37672880351479276,0.06829489933993482,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.43663843915975953,0.09076291069196618,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.40897776679123876,0.07958420882423423,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.43632958804629374,0.0867457269475761,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.412694662226885,0.07415266333290316,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.43951490439601715,0.08967885760906125,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.42008125681768194,0.07886589477010586,0.0877907276153564
3,30,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.4394548835797165,0.09277728164358079,0.0877907276153564
13,23,total_lmp_da,mid,oracle,0.15668091048558097,0.06609673130289495,0.0873685479164123
13,23,total_lmp_da,mid,L0,0.16675077943131988,0.04038144672087762,0.0873685479164123
13,23,total_lmp_da,mid,ft5,0.14717876322364198,0.04454779477762605,0.0873685479164123
13,23,total_lmp_da,mid,ft5+L0,0.16530371519543685,0.03858131891270722,0.0873685479164123
13,23,total_lmp_da,mid,ft25,0.14576203099220475,0.04128305024806167,0.0873685479164123
13,23,total_lmp_da,mid,ft25+L0,0.14447201906877927,0.017610612137334947,0.0873685479164123
13,23,total_lmp_da,mid,ft50,0.17565158119405444,0.06985985097594993,0.0873685479164123
13,23,total_lmp_da,mid,ft50+L0,0.11688618715031451,-0.009260483502563033,0.0873685479164123
0,16,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.12074148263344275,0.05625998848958069,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.24939517355963348,0.15282565761751532,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.1528150352463592,0.0882387213575675,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.2537299159594313,0.15508348685147755,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.1908009926220452,0.10583813593561231,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.24246181099260777,0.1420224339379197,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.19807766323254117,0.10025611612081997,0.0870073437690734
0,16,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.2536586278901024,0.1525352258925997,0.0870073437690734
5,28,da_as_total_mw_thirty_minutes_reserve,mid,oracle,0.28809871460410064,0.080028911844371,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,L0,0.3103978841346553,0.09832489571030223,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5,0.28634051476505096,0.0744854541939628,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft5+L0,0.3093783613960589,0.09685158773822022,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25,0.2946303143564921,0.0829866911528544,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft25+L0,0.3064859454581491,0.0955240102471302,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50,0.29940908181674064,0.08346154196305444,0.0868292450904846
5,28,da_as_total_mw_thirty_minutes_reserve,mid,ft50+L0,0.307692869734421,0.0931075484139895,0.0868292450904846
12,42,total_gen,mid,oracle,0.13654715169800524,0.06893121282133319,0.086584985256195
12,42,total_gen,mid,L0,0.18628993598868915,0.04735040822662695,0.086584985256195
12,42,total_gen,mid,ft5,0.13930759716106367,0.060285222372998715,0.086584985256195
12,42,total_gen,mid,ft5+L0,0.19123709551906742,0.05142862784297719,0.086584985256195
12,42,total_gen,mid,ft25,0.15050842397048192,0.05996529187407451,0.086584985256195
12,42,total_gen,mid,ft25+L0,0.1911374086228873,0.05005801774641705,0.086584985256195
12,42,total_gen,mid,ft50,0.16362664610909028,0.056821982930388315,0.086584985256195
12,42,total_gen,mid,ft50+L0,0.19119691076818013,0.05317137194525512,0.086584985256195
17,40,gross_actual_interchange_mw,mid,oracle,0.17346961020651563,0.05499757179728426,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,L0,0.20394279682297978,0.07292408433041309,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,ft5,0.16717559047535757,0.04967862476880791,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,ft5+L0,0.20271000065524558,0.07297788787757564,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,ft25,0.18280297282376357,0.057939498673022394,0.0864940881729126
17,40,gross_actual_interchange_mw,mid,ft25+L0,0.20630050844623649,0.07681076537511256,0.0864940881729126
