field,conf,M0,M1,M2,M3,W1,W2,W3
actual_renewable_generation__mw__sp15__wind,dam_schedule__mw__generation__caiso_totals,0.0032518506050109863,0.06746035814285278,0.11261969804763794,0.12485682964324951,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd","dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__sp15__wind,dam_schedule__mw__import__caiso_totals,0.015688002109527588,0.03494083881378174,0.06515341997146606,0.08575844764709473,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_load_forecast__mw__sce_tac,actual_load__mw__bpat","actual_load__mw__azps,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
actual_renewable_generation__mw__sp15__wind,dam_schedule__mw__export__caiso_totals,0.020164132118225098,0.07620227336883545,0.12886500358581543,0.18593072891235352,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd","dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__sp15__wind,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.008371412754058838,0.047118306159973145,0.0815286636352539,0.0815286636352539,dam_renewable_forecast__mw__sp15__solar,"actual_load__mw__nevp,actual_renewable_generation__mw__sp15__solar","actual_load__mw__nevp,actual_renewable_generation__mw__sp15__solar"
actual_renewable_generation__mw__sp15__wind,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.009089112281799316,0.03627711534500122,0.06568706035614014,0.07159161567687988,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"actual_load__mw__nevp,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
actual_renewable_generation__mw__sp15__wind,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.003983736038208008,0.03478807210922241,0.05661243200302124,0.0706358551979065,dam_load_forecast__mw__sdge_tac,"actual_load__mw__nevp,actual_renewable_generation__mw__sp15__solar","actual_renewable_generation__mw__np15__solar,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__sp15__wind,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0044345855712890625,0.01649528741836548,0.05300319194793701,0.10436862707138062,dam_renewable_forecast__mw__sp15__wind,"dam_renewable_forecast__mw__np15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd","dam_renewable_forecast__mw__np15__solar,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
actual_renewable_generation__mw__sp15__wind,dam_as_total_procured__mw__ru__as_caiso,0.014171063899993896,0.061333298683166504,0.10431116819381714,0.10431116819381714,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_load_forecast__mw__sce_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_load_forecast__mw__sce_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
actual_renewable_generation__mw__sp15__wind,dam_as_total_procured__mw__rd__as_caiso,0.016549885272979736,0.06349396705627441,0.09798979759216309,0.10223156213760376,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_schedule__mw__load__tac_ecntr","dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_schedule__mw__load__tac_ecntr,rtpd_eim_transfer__mw__import__nevp__eldorado230"
actual_renewable_generation__mw__sp15__wind,dam_as_total_procured__mw__sr__as_caiso,-0.0013282299041748047,0.013593137264251709,0.03126966953277588,0.061987996101379395,actual_load__mw__nevp,"dam_load_forecast__mw__sdge_tac,actual_load__mw__bpat","dam_load_forecast__mw__pge_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd"
actual_renewable_generation__mw__sp15__wind,dam_as_total_procured__mw__nr__as_caiso,0.017970621585845947,0.04988175630569458,0.05844801664352417,0.06951171159744263,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_renewable_forecast__mw__zp26__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd","dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_requirement__mw__as_caiso__regulation_up__minimum"
actual_renewable_generation__mw__zp26__solar,actual_load__mw__ca_iso_tac,0.1532524824142456,0.38986968994140625,0.394228458404541,0.394228458404541,dam_schedule__mw__load__tac_south,"dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__load__tac_south","dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__load__tac_south"
actual_renewable_generation__mw__zp26__solar,dam_schedule__mw__generation__caiso_totals,0.17683923244476318,0.4344066381454468,0.4761834144592285,0.4761834144592285,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
actual_renewable_generation__mw__zp26__solar,dam_schedule__mw__import__caiso_totals,0.2609570622444153,0.34667253494262695,0.34667253494262695,0.34667253494262695,actual_load__mw__pace,actual_load__mw__pace,actual_load__mw__pace
actual_renewable_generation__mw__zp26__solar,dam_schedule__mw__export__caiso_totals,0.24845421314239502,0.32753634452819824,0.3854385018348694,0.3854385018348694,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
actual_renewable_generation__mw__zp26__solar,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4953012466430664,0.649307131767273,0.6962867379188538,0.6962867379188538,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind"
actual_renewable_generation__mw__zp26__solar,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.371997594833374,0.4210636019706726,0.43455231189727783,0.43455231189727783,actual_load__mw__nevp,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
actual_renewable_generation__mw__zp26__solar,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.07977432012557983,0.16272926330566406,0.19236153364181519,0.21414333581924438,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"actual_load__mw__pace,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__pace,dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd"
actual_renewable_generation__mw__zp26__solar,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.23534679412841797,0.2656749486923218,0.3045765161514282,0.3121160864830017,actual_load__mw__nevp,"actual_load__mw__nevp,rtpd_eim_transfer__mw__export__banc__ranchoseco","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind,rtpd_eim_transfer__mw__export__banc__ranchoseco"
actual_renewable_generation__mw__zp26__solar,dam_as_total_procured__mw__ru__as_caiso,0.3586648106575012,0.3789178729057312,0.38415998220443726,0.39147841930389404,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
actual_renewable_generation__mw__zp26__solar,dam_as_total_procured__mw__rd__as_caiso,0.7231003046035767,0.7462857365608215,0.7462857365608215,0.7462857365608215,actual_load__mw__nevp,actual_load__mw__nevp,actual_load__mw__nevp
actual_renewable_generation__mw__zp26__solar,dam_as_total_procured__mw__sr__as_caiso,0.10705912113189697,0.12407106161117554,0.15627002716064453,0.15627002716064453,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"actual_load__mw__bpat,dam_schedule__mw__load__tac_north","actual_load__mw__bpat,dam_schedule__mw__load__tac_north"
actual_renewable_generation__mw__zp26__solar,dam_as_total_procured__mw__nr__as_caiso,0.011197924613952637,0.04745393991470337,0.06256687641143799,0.0731194019317627,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__np15__wind","actual_load__mw__pace,dam_renewable_forecast__mw__np15__wind,actual_load__mw__bpat"
actual_renewable_generation__mw__zp26__wind,actual_load__mw__ca_iso_tac,0.0036733150482177734,0.029315292835235596,0.045758187770843506,0.06514352560043335,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_renewable_forecast__mw__zp26__wind,actual_load__mw__bpat","dam_renewable_forecast__mw__zp26__wind,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat"
actual_renewable_generation__mw__zp26__wind,dam_schedule__mw__generation__caiso_totals,0.003863036632537842,0.022522032260894775,0.05397766828536987,0.065929114818573,actual_renewable_generation__mw__sp15__wind,"dam_renewable_forecast__mw__zp26__wind,actual_load__mw__bpat","dam_renewable_forecast__mw__zp26__wind,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat"
actual_renewable_generation__mw__zp26__wind,dam_schedule__mw__import__caiso_totals,0.017109155654907227,0.0326724648475647,0.04531782865524292,0.056359171867370605,dam_renewable_forecast__mw__zp26__wind,"dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","actual_renewable_generation__mw__sp15__wind,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
actual_renewable_generation__mw__zp26__wind,dam_schedule__mw__export__caiso_totals,-0.0007746219635009766,0.022949039936065674,0.040305912494659424,0.07058548927307129,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"actual_renewable_generation__mw__np15__wind,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd","dam_renewable_forecast__mw__np15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__zp26__wind,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.005632936954498291,0.045007944107055664,0.04851937294006348,0.05280870199203491,dam_renewable_forecast__mw__sp15__solar,"dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__sp15__solar","dam_renewable_forecast__mw__sp15__solar,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__pge__malin500"
actual_renewable_generation__mw__zp26__wind,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0,0.014622986316680908,0.040183842182159424,0.0724133849143982,dam_schedule__mw__load__tac_ecntr,"actual_load__mw__pace,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd","dam_renewable_forecast__mw__zp26__solar,actual_load__mw__bpat,rtpd_eim_transfer__mw__export__banc__ranchoseco"
actual_renewable_generation__mw__zp26__wind,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.004976332187652588,0.026708364486694336,0.04142051935195923,0.05150580406188965,actual_renewable_generation__mw__sp15__solar,"actual_renewable_generation__mw__sp15__solar,dam_as_requirement__mw__as_caiso__regulation_up__minimum","actual_renewable_generation__mw__np15__solar,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__zp26__wind,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.002260148525238037,0.017992734909057617,0.03654754161834717,0.11891520023345947,dam_schedule__mw__load__tac_ecntr,"actual_load__mw__bpat,rtpd_eim_transfer__mw__export__bcha__malin500","dam_load_forecast__mw__sce_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso__regulation_up__minimum"
actual_renewable_generation__mw__zp26__wind,dam_as_total_procured__mw__ru__as_caiso,0.002840101718902588,0.029554009437561035,0.04461854696273804,0.04931187629699707,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_schedule__mw__load__tac_ecntr","dam_load_forecast__mw__sce_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
actual_renewable_generation__mw__zp26__wind,dam_as_total_procured__mw__rd__as_caiso,0.005498945713043213,0.02465587854385376,0.03928959369659424,0.051300048828125,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__load__tac_ecntr","dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__wind"
actual_renewable_generation__mw__zp26__wind,dam_as_total_procured__mw__sr__as_caiso,0.00651174783706665,0.012997806072235107,0.0221291184425354,0.047074317932128906,dam_renewable_forecast__mw__np15__wind,"actual_renewable_generation__mw__np15__wind,rtpd_eim_transfer__mw__export__banc__ranchoseco","rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__bpat"
actual_renewable_generation__mw__zp26__wind,dam_as_total_procured__mw__nr__as_caiso,0.003734290599822998,0.015915513038635254,0.02279055118560791,0.0378989577293396,actual_load__mw__bpat,"actual_load__mw__bpat,dam_as_requirement__mw__as_caiso__regulation_down__minimum","actual_renewable_generation__mw__np15__solar,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum"
dam_renewable_forecast__mw__np15__solar,actual_load__mw__ca_iso_tac,0.11157208681106567,0.3921249508857727,0.3921249508857727,0.3921249508857727,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd
dam_renewable_forecast__mw__np15__solar,dam_schedule__mw__generation__caiso_totals,0.1483054757118225,0.465853214263916,0.4953036904335022,0.4953036904335022,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
dam_renewable_forecast__mw__np15__solar,dam_schedule__mw__import__caiso_totals,0.30313795804977417,0.38483554124832153,0.38483554124832153,0.38483554124832153,actual_load__mw__pace,actual_load__mw__pace,actual_load__mw__pace
dam_renewable_forecast__mw__np15__solar,dam_schedule__mw__export__caiso_totals,0.2753435969352722,0.3653719425201416,0.4080169200897217,0.4081389307975769,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rtpd_eim_transfer__mw__import__ladwp__sylmar"
dam_renewable_forecast__mw__np15__solar,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5287824869155884,0.6919987201690674,0.7358790636062622,0.7358790636062622,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind","actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind"
dam_renewable_forecast__mw__np15__solar,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.39310312271118164,0.4541827440261841,0.4704771041870117,0.4704771041870117,actual_load__mw__nevp,"actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind"
dam_renewable_forecast__mw__np15__solar,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.1632978320121765,0.24428433179855347,0.2653294801712036,0.2797527313232422,actual_load__mw__pace,"actual_load__mw__pace,dam_renewable_forecast__mw__zp26__wind","actual_renewable_generation__mw__np15__wind,dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
dam_renewable_forecast__mw__np15__solar,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.23970067501068115,0.29180169105529785,0.3325231075286865,0.36108076572418213,actual_load__mw__nevp,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd"
dam_renewable_forecast__mw__np15__solar,dam_as_total_procured__mw__ru__as_caiso,0.34313249588012695,0.3772889971733093,0.38840365409851074,0.39619970321655273,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
dam_renewable_forecast__mw__np15__solar,dam_as_total_procured__mw__rd__as_caiso,0.7145974636077881,0.7472029328346252,0.7472029328346252,0.7472029328346252,actual_load__mw__nevp,actual_load__mw__nevp,actual_load__mw__nevp
dam_renewable_forecast__mw__np15__solar,dam_as_total_procured__mw__sr__as_caiso,0.099842369556427,0.12340450286865234,0.15384620428085327,0.15384620428085327,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"actual_load__mw__bpat,dam_schedule__mw__load__tac_north","actual_load__mw__bpat,dam_schedule__mw__load__tac_north"
dam_renewable_forecast__mw__np15__solar,dam_as_total_procured__mw__nr__as_caiso,0.02298903465270996,0.05924630165100098,0.0749698281288147,0.08518493175506592,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,"actual_load__mw__pace,actual_renewable_generation__mw__np15__wind","actual_load__mw__pace,actual_renewable_generation__mw__np15__wind,actual_load__mw__bpat"
dam_renewable_forecast__mw__np15__wind,actual_load__mw__ca_iso_tac,0.04301542043685913,0.12125569581985474,0.1747039556503296,0.21583551168441772,actual_load__mw__bpat,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__bpat","dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat"
dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__generation__caiso_totals,0.051571428775787354,0.17036443948745728,0.2053336501121521,0.22984111309051514,actual_load__mw__bpat,"actual_renewable_generation__mw__zp26__wind,actual_load__mw__bpat","dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat"
dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__import__caiso_totals,0.006283462047576904,0.03124147653579712,0.08384448289871216,0.11070293188095093,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"actual_renewable_generation__mw__np15__solar,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd","dam_load_forecast__mw__ca_iso_tac,actual_renewable_generation__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd"
dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__export__caiso_totals,0.05102717876434326,0.2305225133895874,0.2644711136817932,0.274671733379364,actual_load__mw__bpat,"actual_renewable_generation__mw__zp26__wind,actual_load__mw__bpat","actual_renewable_generation__mw__zp26__wind,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__bpat"
dam_renewable_forecast__mw__np15__wind,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.01522362232208252,0.03792518377304077,0.07907760143280029,0.08565014600753784,dam_as_requirement__mw__as_caiso__regulation_up__minimum,"actual_load__mw__pace,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","actual_load__mw__pace,dam_renewable_forecast__mw__zp26__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
dam_renewable_forecast__mw__np15__wind,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.04967719316482544,0.08705377578735352,0.10803806781768799,0.13039660453796387,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__sp15__wind,actual_load__mw__bpat"
dam_renewable_forecast__mw__np15__wind,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.009354889392852783,0.07412189245223999,0.09827780723571777,0.1172742247581482,dam_load_forecast__mw__pge_tac,"dam_load_forecast__mw__ca_iso_tac,actual_renewable_generation__mw__np15__solar","actual_renewable_generation__mw__np15__solar,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,rtpd_eim_transfer__mw__import__ladwp__sylmar"
dam_renewable_forecast__mw__np15__wind,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.018074214458465576,0.05219751596450806,0.07961899042129517,0.12574869394302368,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_renewable_forecast__mw__np15__solar,actual_load__mw__bpat","dam_load_forecast__mw__sce_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,rtpd_eim_transfer__mw__export__bcha__malin500"
dam_renewable_forecast__mw__np15__wind,dam_as_total_procured__mw__ru__as_caiso,0.023343682289123535,0.05964022874832153,0.09207189083099365,0.09343826770782471,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__load__tac_ecntr","dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__load__tac_north,rtpd_eim_transfer__mw__export__pge__malin500"
dam_renewable_forecast__mw__np15__wind,dam_as_total_procured__mw__rd__as_caiso,0.024330198764801025,0.04625415802001953,0.09640413522720337,0.09640413522720337,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__load__tac_ecntr","dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_schedule__mw__load__tac_ecntr"
dam_renewable_forecast__mw__np15__wind,dam_as_total_procured__mw__sr__as_caiso,0.006377756595611572,0.021615922451019287,0.036640286445617676,0.060526490211486816,dam_as_requirement__mw__as_caiso__regulation_down__minimum,"rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum","dam_load_forecast__mw__pge_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd"
dam_renewable_forecast__mw__np15__wind,dam_as_total_procured__mw__nr__as_caiso,0.025253653526306152,0.07382041215896606,0.09289181232452393,0.09319955110549927,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,"dam_renewable_forecast__mw__np15__solar,actual_load__mw__bpat","dam_renewable_forecast__mw__zp26__solar,actual_load__mw__bpat,dam_as_requirement__mw__as_caiso__regulation_up__minimum"
dam_renewable_forecast__mw__sp15__solar,actual_load__mw__ca_iso_tac,0.07879239320755005,0.4020003080368042,0.414639949798584,0.414639949798584,dam_schedule__mw__load__tac_south,"dam_renewable_forecast__mw__np15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__np15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
dam_renewable_forecast__mw__sp15__solar,dam_schedule__mw__generation__caiso_totals,0.10923933982849121,0.4095034599304199,0.46445322036743164,0.46445322036743164,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
dam_renewable_forecast__mw__sp15__solar,dam_schedule__mw__import__caiso_totals,0.29101115465164185,0.3520413041114807,0.3520413041114807,0.3520413041114807,actual_load__mw__pace,actual_load__mw__pace,actual_load__mw__pace
dam_renewable_forecast__mw__sp15__solar,dam_schedule__mw__export__caiso_totals,0.22583603858947754,0.30723273754119873,0.3685169816017151,0.3703330159187317,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,"dam_renewable_forecast__mw__np15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd","actual_renewable_generation__mw__np15__wind,dam_renewable_forecast__mw__np15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd"
dam_renewable_forecast__mw__sp15__solar,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5911037921905518,0.7288364171981812,0.7799255847930908,0.7799255847930908,actual_load__mw__pace,"actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind","actual_load__mw__pace,actual_renewable_generation__mw__sp15__wind"
dam_renewable_forecast__mw__sp15__solar,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4309738278388977,0.47052568197250366,0.4963034391403198,0.5072231888771057,actual_load__mw__nevp,"actual_load__mw__nevp,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd","actual_load__mw__nevp,dam_renewable_forecast__mw__sp15__wind,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd"
dam_renewable_forecast__mw__sp15__solar,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.16896164417266846,0.23958492279052734,0.2740728259086609,0.29649025201797485,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,"actual_renewable_generation__mw__np15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum","actual_renewable_generation__mw__np15__wind,actual_renewable_generation__mw__sp15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum"
