arch,K,cohort,reference,n_subsets,n_entries,mae_per_conf,bias_per_conf,mean_est_r2,mean_truth_r2,subset_mean_spearman,median_per_conf_spearman,top20_subset_overlap,mean_time_per_subset
mlp,10,wide_9-16,best_struct_audit,10,120,0.11322484562794367,-0.11322484562794367,0.6257442330320676,0.7389690786600113,0.3939393939393939,0.7757575757575756,,0.020925617218017577
mlp,10,wide_17-32,best_struct_audit,10,120,0.07568428466717401,-0.07568428466717401,0.7466852679848671,0.8223695526520411,0.9878787878787878,0.812121212121212,,0.021388554573059083
mlp,10,wide_33-44,best_struct_audit,10,120,0.0423201784491539,-0.0423201784491539,0.8265182157357533,0.8688383941849073,0.6606060606060605,0.23636363636363636,,0.021159720420837403
mlp,50,all,best_struct_audit,62,744,0.06102713974573279,-0.06065865614080942,0.552070135310773,0.6127287914515823,0.9926341900284458,0.9742259604655354,1.0,0.10305212390038275
mlp,50,wide_all,best_struct_audit,50,600,0.05135920186837514,-0.050887821118036906,0.5987301886081695,0.6496180097262064,0.9924129651860745,0.9638895558223289,1.0,0.09980897426605224
mlp,50,pair,best_struct_audit,9,108,0.05122501265119623,-0.051128439881183485,0.17605797891263608,0.22718641879381957,0.9958246164193105,0.912141875543738,,0.12028553750779894
mlp,50,triple_all,best_struct_audit,9,108,0.09286522699726953,-0.09286522699726953,0.3407969816967293,0.43366220869399885,0.8833333333333333,0.8499999999999999,,0.10078093740675184
mlp,50,triple_top,best_struct_audit,6,72,0.10779644714461432,-0.10779644714461432,0.3706737102733718,0.47847015741798615,0.8285714285714287,0.5714285714285714,,0.0979163646697998
mlp,50,triple_rand,best_struct_audit,3,36,0.06300278670257992,-0.06300278670257992,0.28104352454344433,0.34404631124602425,1.0,1.0,,0.10651008288065593
mlp,50,wide_1-4,best_struct_audit,10,120,0.027006484071413674,-0.02684726317723592,0.21157951653003693,0.23842677970727286,0.9393939393939393,0.9515151515151514,,0.10161778926849366
mlp,50,wide_5-8,best_struct_audit,10,120,0.0859694297115008,-0.0859694297115008,0.493516813715299,0.5794862434267998,0.9515151515151514,0.915151515151515,,0.09792435169219971
mlp,50,wide_9-16,best_struct_audit,10,120,0.07373969256877899,-0.07373969256877899,0.6652293860912323,0.7389690786600113,0.6242424242424242,0.8484848484848484,,0.0994189977645874
mlp,50,wide_17-32,best_struct_audit,10,120,0.04896312654018402,-0.04896312654018402,0.7734064261118571,0.8223695526520411,0.9515151515151514,0.7696969696969697,,0.10004515647888183
mlp,50,wide_33-44,best_struct_audit,10,120,0.02111727644999822,-0.018919593592484792,0.8499188005924225,0.8688383941849073,0.8787878787878788,0.2909090909090909,,0.10003857612609864
mlp,200,all,best_struct_audit,62,744,0.03809055389576061,-0.0374765518692232,0.5752522395823592,0.6127287914515823,0.9943465834761583,0.9801186085061935,1.0,0.39680352134089314
mlp,200,wide_all,best_struct_audit,50,600,0.03495438804229101,-0.03420302540063858,0.6154149843255678,0.6496180097262064,0.9927010804321729,0.9655702280912364,1.0,0.39212926864624026
mlp,200,pair,best_struct_audit,9,108,0.02425134402734262,-0.02416972871179934,0.20301669008202022,0.22718641879381957,0.9958246164193105,0.9874563423317533,,0.4200438658396403
mlp,200,triple_all,best_struct_audit,9,108,0.05162944451526359,-0.05162944451526359,0.3820327641787352,0.43366220869399885,0.9833333333333333,0.9166666666666666,,0.3905903763241238
mlp,200,triple_top,best_struct_audit,6,72,0.05459812449084388,-0.05459812449084388,0.42387203292714226,0.47847015741798615,0.942857142857143,0.8285714285714287,,0.3779983917872111
mlp,200,triple_rand,best_struct_audit,3,36,0.04569208456410302,-0.04569208456410302,0.29835422668192124,0.34404631124602425,1.0,1.0,,0.4157743453979492
mlp,200,wide_1-4,best_struct_audit,10,120,0.02236211895942688,-0.02230847179889679,0.21611830790837605,0.23842677970727286,0.9515151515151514,0.9515151515151514,,0.393380331993103
mlp,200,wide_5-8,best_struct_audit,10,120,0.0650041088461876,-0.0650041088461876,0.5144821345806122,0.5794862434267998,0.9636363636363635,0.9272727272727272,,0.383800745010376
mlp,200,wide_9-16,best_struct_audit,10,120,0.045845360060532886,-0.045845360060532886,0.6931237185994784,0.7389690786600113,0.5878787878787878,0.8484848484848484,,0.3914920806884766
mlp,200,wide_17-32,best_struct_audit,10,120,0.02971459776163101,-0.029036873082319895,0.7933326795697212,0.8223695526520411,0.9878787878787878,0.793939393939394,,0.3962437391281128
mlp,200,wide_33-44,best_struct_audit,10,120,0.011845754583676656,-0.008820313215255737,0.8600180809696515,0.8688383941849073,0.9030303030303028,0.35757575757575755,,0.39572944641113283
