key,K,ret,band,recall_all,recall_test,n,n_test
S5_minus_meanpair,5,0.1,>0.20,0.047309906168686106,0.2,15,5
S5_minus_meanpair,5,0.2,0.10-0.12,0.22668109889267787,0.25907097204217255,89,31
S5_minus_meanpair,5,0.2,0.12-0.15,0.18498153424264133,0.24752338019189254,127,56
S5_minus_meanpair,5,0.2,0.15-0.20,0.248861688203956,0.2585806793820585,96,38
S5_minus_meanpair,5,0.2,>0.20,0.18923962467474442,0.6,15,5
S5_minus_meanpair,5,0.3,0.10-0.12,0.33743534235028166,0.36792263654824336,89,31
S5_minus_meanpair,5,0.3,0.12-0.15,0.3127936440670546,0.41225368071268437,127,56
S5_minus_meanpair,5,0.3,0.15-0.20,0.373292532305934,0.4177072513094791,96,38
S5_minus_meanpair,5,0.3,>0.20,0.18923962467474442,0.6,15,5
S5_minus_meanpair,5,0.6,0.10-0.12,0.615064753438829,0.5907097204217256,89,31
S5_minus_meanpair,5,0.6,0.12-0.15,0.667428995704457,0.664302371110087,127,56
S5_minus_meanpair,5,0.6,0.15-0.20,0.7239755193835604,0.7187990364002034,96,38
S5_minus_meanpair,5,0.6,>0.20,0.5269009383131391,0.6,15,5
S5_minus_meanpair,10,0.1,0.10-0.12,0.13881470554427372,0.18650319570479199,89,31
S5_minus_meanpair,10,0.1,0.12-0.15,0.054017374797962384,0.06322613730470307,127,56
S5_minus_meanpair,10,0.1,0.15-0.20,0.13272623370877654,0.11934492894556546,96,38
S5_minus_meanpair,10,0.1,>0.20,0.047309906168686106,0.2,15,5
S5_minus_meanpair,10,0.2,0.10-0.12,0.23898712594352275,0.25907097204217255,89,31
S5_minus_meanpair,10,0.2,0.12-0.15,0.2106304624582135,0.29203843395160756,127,56
S5_minus_meanpair,10,0.2,0.15-0.20,0.248861688203956,0.2585806793820585,96,38
S5_minus_meanpair,10,0.2,>0.20,0.18923962467474442,0.6,15,5
S5_minus_meanpair,10,0.3,0.10-0.12,0.3251293152994368,0.36792263654824336,89,31
S5_minus_meanpair,10,0.3,0.12-0.15,0.33844257228262686,0.4184907085610137,127,56
S5_minus_meanpair,10,0.3,0.15-0.20,0.3981787011263296,0.4177072513094791,96,38
S5_minus_meanpair,10,0.3,>0.20,0.18923962467474442,0.6,15,5
S5_minus_meanpair,10,0.6,0.10-0.12,0.615064753438829,0.5907097204217256,89,31
S5_minus_meanpair,10,0.6,0.12-0.15,0.6962299735402947,0.7088174248698021,127,56
S5_minus_meanpair,10,0.6,0.15-0.20,0.7239755193835604,0.7187990364002034,96,38
S5_minus_meanpair,10,0.6,>0.20,0.5742108444818251,0.6,15,5
S5_minus_meanpair,25,0.1,0.10-0.12,0.13881470554427372,0.18650319570479199,89,31
S5_minus_meanpair,25,0.1,0.12-0.15,0.07651425339326899,0.10774119106441811,127,56
S5_minus_meanpair,25,0.1,0.15-0.20,0.14102162331557505,0.11934492894556546,96,38
S5_minus_meanpair,25,0.1,>0.20,0.047309906168686106,0.2,15,5
S5_minus_meanpair,25,0.2,0.10-0.12,0.23898712594352275,0.25907097204217255,89,31
S5_minus_meanpair,25,0.2,0.12-0.15,0.2137825120784791,0.29827546179993697,127,56
S5_minus_meanpair,25,0.2,0.15-0.20,0.29033863623794864,0.3182531438548412,96,38
S5_minus_meanpair,25,0.2,>0.20,0.14192971850605832,0.4,15,5
S5_minus_meanpair,25,0.3,0.10-0.12,0.3251293152994368,0.36792263654824336,89,31
S5_minus_meanpair,25,0.3,0.12-0.15,0.3766996989792613,0.43720179210600174,127,56
S5_minus_meanpair,25,0.3,0.15-0.20,0.4562464283739193,0.4177072513094791,96,38
S5_minus_meanpair,25,0.3,>0.20,0.28385943701211663,0.6,15,5
S5_minus_meanpair,25,0.6,0.10-0.12,0.6010345223954944,0.5907097204217256,89,31
S5_minus_meanpair,25,0.6,0.12-0.15,0.7569839788322358,0.7275285084147901,127,56
S5_minus_meanpair,25,0.6,0.15-0.20,0.7903386362379486,0.7784715008729861,96,38
S5_minus_meanpair,25,0.6,>0.20,0.3311693431808027,0.6,15,5
S5_minus_meanpair,50,0.1,0.10-0.12,0.12478447450093873,0.14513555267476114,89,31
S5_minus_meanpair,50,0.1,0.12-0.15,0.05716942441822796,0.06946316515303241,127,56
S5_minus_meanpair,50,0.1,0.15-0.20,0.2748861688203956,0.3209826065816518,96,38
S5_minus_meanpair,50,0.1,>0.20,0.3311693431808027,0.6,15,5
S5_minus_meanpair,50,0.2,0.10-0.12,0.23898712594352275,0.2953548602108628,89,31
S5_minus_meanpair,50,0.2,0.12-0.15,0.20074178234396922,0.25999743588855123,127,56
S5_minus_meanpair,50,0.2,0.15-0.20,0.4668184415728059,0.46021835701814484,96,38
S5_minus_meanpair,50,0.2,>0.20,0.4257891555181749,1.0,15,5
S5_minus_meanpair,50,0.3,0.10-0.12,0.3251293152994368,0.36792263654824336,89,31
S5_minus_meanpair,50,0.3,0.12-0.15,0.34116209064944486,0.43720179210600174,127,56
S5_minus_meanpair,50,0.3,0.15-0.20,0.6659077921359706,0.6591265719274206,96,38
S5_minus_meanpair,50,0.3,>0.20,0.473099061686861,1.0,15,5
S5_minus_meanpair,50,0.6,0.10-0.12,0.6273707804896739,0.6632774967591062,89,31
S5_minus_meanpair,50,0.6,0.12-0.15,0.7632880780727671,0.7337655362631195,127,56
S5_minus_meanpair,50,0.6,0.15-0.20,0.9336368831456118,0.9602183570181448,96,38
S5_minus_meanpair,50,0.6,>0.20,0.473099061686861,1.0,15,5
S6_rankfuse,0,0.1,0.10-0.12,0.37262921951032607,0.4404904128856239,89,31
S6_rankfuse,0,0.1,0.12-0.15,0.37268258685210065,0.3918308795248771,127,56
S6_rankfuse,0,0.1,0.15-0.20,0.29033863623794864,0.21879903640020334,96,38
S6_rankfuse,0,0.1,>0.20,0.047309906168686106,0.2,15,5
S6_rankfuse,0,0.2,0.10-0.12,0.523749952105445,0.626993608590416,89,31
S6_rankfuse,0,0.2,0.12-0.15,0.5099508455373107,0.6197873173503721,127,56
S6_rankfuse,0,0.2,0.15-0.20,0.5060187660147105,0.47737971578226185,96,38
S6_rankfuse,0,0.2,>0.20,0.14192971850605832,0.4,15,5
S6_rankfuse,0,0.3,0.10-0.12,0.6502586305988736,0.772129161265177,89,31
S6_rankfuse,0,0.3,0.12-0.15,0.7210138392489719,0.7587136476564368,127,56
S6_rankfuse,0,0.3,0.15-0.20,0.623292532305934,0.6790173934183482,96,38
S6_rankfuse,0,0.3,>0.20,0.2365495308434305,0.6,15,5
S6_rankfuse,0,0.6,0.10-0.12,0.8523276753898619,0.8911483354939291,89,31
S6_rankfuse,0,0.6,0.12-0.15,0.9230532153532838,0.9047328646322406,127,56
S6_rankfuse,0,0.6,0.15-0.20,0.765452467417553,0.7983623223639137,96,38
S6_rankfuse,0,0.6,>0.20,0.4257891555181749,0.8,15,5
S6_rankfuse,5,0.1,0.10-0.12,0.36032319245948125,0.4404904128856239,89,31
S6_rankfuse,5,0.1,0.12-0.15,0.4365886417643074,0.48086098704430713,127,56
S6_rankfuse,5,0.1,0.15-0.20,0.36499714269913547,0.29836232236391363,96,38
S6_rankfuse,5,0.1,>0.20,0.14192971850605832,0.2,15,5
S6_rankfuse,5,0.2,0.10-0.12,0.5114439250546,0.5907097204217256,89,31
S6_rankfuse,5,0.2,0.12-0.15,0.522559044018373,0.6260243451987013,127,56
S6_rankfuse,5,0.2,0.15-0.20,0.48942798680111343,0.45748889429133427,96,38
S6_rankfuse,5,0.2,>0.20,0.28385943701211663,0.4,15,5
S6_rankfuse,5,0.3,0.10-0.12,0.6748706847005634,0.7772129161265178,89,31
S6_rankfuse,5,0.3,0.12-0.15,0.6629793523238487,0.7649506755047661,127,56
S6_rankfuse,5,0.3,0.15-0.20,0.639883311519531,0.6989082149092758,96,38
S6_rankfuse,5,0.3,>0.20,0.28385943701211663,0.4,15,5
S6_rankfuse,5,0.6,0.10-0.12,0.9015517835932412,0.8911483354939291,89,31
S6_rankfuse,5,0.6,0.12-0.15,0.9262052649735492,0.9047328646322406,127,56
S6_rankfuse,5,0.6,0.15-0.20,0.8080677272475897,0.9204367140362897,96,38
S6_rankfuse,5,0.6,>0.20,0.5204089678555471,0.8,15,5
S6_rankfuse,10,0.1,0.10-0.12,0.34801716540863636,0.40420652471693364,89,31
S6_rankfuse,10,0.1,0.12-0.15,0.43974069138457295,0.4870980148926365,127,56
S6_rankfuse,10,0.1,0.15-0.20,0.34011097387873984,0.2585806793820585,96,38
S6_rankfuse,10,0.1,>0.20,0.18923962467474442,0.4,15,5
S6_rankfuse,10,0.2,0.10-0.12,0.5360559791562899,0.626993608590416,89,31
S6_rankfuse,10,0.2,0.12-0.15,0.538319292119701,0.6322613730470307,127,56
S6_rankfuse,10,0.2,0.15-0.20,0.497723376407912,0.47737971578226185,96,38
S6_rankfuse,10,0.2,>0.20,0.18923962467474442,0.4,15,5
S6_rankfuse,10,0.3,0.10-0.12,0.7012069427947434,0.7772129161265178,89,31
S6_rankfuse,10,0.3,0.12-0.15,0.7111251591347275,0.7649506755047661,127,56
S6_rankfuse,10,0.3,0.15-0.20,0.6315879219127325,0.6790173934183482,96,38
S6_rankfuse,10,0.3,>0.20,0.2365495308434305,0.4,15,5
S6_rankfuse,10,0.6,0.10-0.12,0.9015517835932412,0.8911483354939291,89,31
S6_rankfuse,10,0.6,0.12-0.15,0.9293573145938149,0.9047328646322406,127,56
S6_rankfuse,10,0.6,0.15-0.20,0.8827262337087766,1.0,96,38
S6_rankfuse,10,0.6,>0.20,0.5204089678555471,0.8,15,5
S6_rankfuse,25,0.1,0.10-0.12,0.3110990842561018,0.40420652471693364,89,31
S6_rankfuse,25,0.1,0.12-0.15,0.4393081601311254,0.45505701682958016,127,56
S6_rankfuse,25,0.1,0.15-0.20,0.373292532305934,0.3182531438548412,96,38
S6_rankfuse,25,0.1,>0.20,0.37847924934948884,0.8,15,5
S6_rankfuse,25,0.2,0.10-0.12,0.5114439250546,0.626993608590416,89,31
S6_rankfuse,25,0.2,0.12-0.15,0.5545120714744763,0.6705393989584164,127,56
S6_rankfuse,25,0.2,0.15-0.20,0.5557911036555017,0.5370521802550445,96,38
S6_rankfuse,25,0.2,>0.20,0.37847924934948884,0.8,15,5
S6_rankfuse,25,0.3,0.10-0.12,0.7135129698455879,0.7772129161265178,89,31
S6_rankfuse,25,0.3,0.12-0.15,0.7592709659456063,0.8539807830241962,127,56
S6_rankfuse,25,0.3,0.15-0.20,0.7571570778107545,0.7585806793820585,96,38
S6_rankfuse,25,0.3,>0.20,0.37847924934948884,0.8,15,5
S6_rankfuse,25,0.6,0.10-0.12,0.9015517835932412,0.8911483354939291,89,31
S6_rankfuse,25,0.6,0.12-0.15,0.955006242809387,0.955484946240285,127,56
S6_rankfuse,25,0.6,0.15-0.20,0.8484063634855384,0.8381439653457688,96,38
S6_rankfuse,25,0.6,>0.20,0.6623386863616054,1.0,15,5
S6_rankfuse,50,0.1,0.10-0.12,0.3110990842561018,0.36792263654824336,89,31
S6_rankfuse,50,0.1,0.12-0.15,0.4393081601311254,0.45505701682958016,127,56
S6_rankfuse,50,0.1,0.15-0.20,0.38988331151953104,0.3381439653457688,96,38
S6_rankfuse,50,0.1,>0.20,0.37847924934948884,0.8,15,5
S6_rankfuse,50,0.2,0.10-0.12,0.49913789800375513,0.626993608590416,89,31
S6_rankfuse,50,0.2,0.12-0.15,0.5833130493103141,0.7212914805664608,127,56
S6_rankfuse,50,0.2,0.15-0.20,0.6304496101166885,0.6365062877096824,96,38
S6_rankfuse,50,0.2,>0.20,0.473099061686861,1.0,15,5
S6_rankfuse,50,0.3,0.10-0.12,0.6765948886930535,0.7772129161265178,89,31
S6_rankfuse,50,0.3,0.12-0.15,0.688628280539421,0.7649506755047661,127,56
S6_rankfuse,50,0.3,0.15-0.20,0.7974957140487032,0.8381439653457688,96,38
S6_rankfuse,50,0.3,>0.20,0.5204089678555471,1.0,15,5
S6_rankfuse,50,0.6,0.10-0.12,0.9507758917966208,0.9637161118313097,89,31
S6_rankfuse,50,0.6,0.12-0.15,0.955006242809387,0.955484946240285,127,56
S6_rankfuse,50,0.6,0.15-0.20,0.9407939609563662,0.8580347868366964,96,38
S6_rankfuse,50,0.6,>0.20,0.6623386863616054,1.0,15,5
