i,j,k,conf,v_triple_k25,syn3_k25_mixed,syn3_k25_consistent
10,12,21,total_gen,0.5727322101593018,0.051071763038635254,0.012291491031646729
10,12,21,metered_load_mw,0.5727939605712891,0.052917659282684326,0.017727971076965332
10,12,21,total_losses,0.4935383796691894,0.028403103351593018,0.012854993343353216
10,12,21,congestion_price_da,0.1537820696830749,0.06062430143356319,0.0387536883354187
10,12,21,congestion_price_rt,0.168637216091156,0.00737446546554571,-0.00916647911071769
10,12,21,marginal_loss_price_da,0.3474025726318359,0.11086988449096677,0.08686858415603638
10,12,21,total_lmp_da,0.4820979833602905,0.18281018733978271,0.13623356819152832
10,12,21,da_as_total_mw_primary_reserve,0.1676945090293884,0.027812361717224093,0.011783242225647
10,12,21,da_as_total_mw_synchronized_reserve,0.1572275161743164,0.01569157838821411,0.008668661117553711
10,12,21,da_as_total_mw_thirty_minutes_reserve,0.2746661305427551,0.09838747978210452,0.06474745273590093
3,19,30,net_actual_interchange_mw,0.2493055462837219,0.07472747564315799,0.038876652717590304
3,19,30,gross_actual_interchange_mw,0.1777361035346985,0.003852128982543973,0.009472370147705078
3,19,30,total_gen,0.9738929271697998,0.013668477535247803,-0.0010506510734558105
3,19,30,metered_load_mw,0.9866819381713868,0.014068901538848988,-0.0019811391830443226
3,19,30,total_losses,0.4970659613609314,0.03867185115814209,0.01617366075515747
3,19,30,congestion_price_da,0.169508695602417,0.009379267692566001,0.004605352878570584
3,19,30,congestion_price_rt,0.1553413271903991,0.021222054958343478,0.007743239402770996
3,19,30,marginal_loss_price_da,0.521111249923706,0.04189950227737427,0.008855044841766357
3,19,30,total_lmp_da,0.820621132850647,0.034033119678497314,0.006183207035064697
3,19,30,da_as_total_mw_primary_reserve,0.2312058806419372,0.0795469880104065,0.05753183364868161
3,19,30,da_as_total_mw_synchronized_reserve,0.1437963247299194,0.0504419207572937,0.0310759544372559
3,19,30,da_as_total_mw_thirty_minutes_reserve,0.5495820045471191,0.15016275644302374,0.11357885599136353
3,19,31,net_actual_interchange_mw,0.3414906859397888,0.08980590105056763,0.09213638305664062
3,19,31,gross_actual_interchange_mw,0.18195241689682,0.0080684423446655,0.013688683509826605
3,19,31,total_gen,0.9756885766983032,0.016072630882263184,0.0007449984550476074
3,19,31,metered_load_mw,0.987673282623291,0.016115784645080566,-0.0010426640510557972
3,19,31,total_losses,0.5027559995651245,0.044361889362335205,0.021863698959350586
3,19,31,congestion_price_da,0.1773452758789062,0.010341465473174993,0.007085084915161105
3,19,31,congestion_price_rt,0.1685851216316223,0.03446584939956668,0.020987033843994196
3,19,31,marginal_loss_price_da,0.3870030045509338,0.03766506910324097,0.008093833923339788
3,19,31,total_lmp_da,0.5715353488922119,0.07086396217346191,0.011023521423339844
3,19,31,da_as_total_mw_primary_reserve,0.494206964969635,0.019593656063079834,0.013567149639129694
3,19,31,da_as_total_mw_synchronized_reserve,0.5432252883911133,0.014969468116760254,0.0024040937423706055
3,19,31,da_as_total_mw_thirty_minutes_reserve,0.5476316213607788,0.1691023707389832,0.1116284728050232
2,33,37,net_actual_interchange_mw,0.2475615739822387,0.03863835334777829,0.025972425937652588
2,33,37,gross_actual_interchange_mw,0.0540679693222045,0.0444734096527099,0.010828733444213798
2,33,37,total_gen,0.4265038967132568,0.09018349647521967,0.05553030967712397
2,33,37,metered_load_mw,0.4015219807624817,0.085162103176117,0.051354050636291504
2,33,37,total_losses,0.1566479802131652,0.0735766291618347,0.051418185234069796
2,33,37,congestion_price_da,0.1155987977981567,0.007752537727355999,-0.0005568861961365024
2,33,37,congestion_price_rt,0.0623111724853515,0.0048300623893738,-0.0025718808174132954
2,33,37,marginal_loss_price_da,0.1608114242553711,0.03491479158401489,0.003338754177093506
2,33,37,total_lmp_da,0.2834928631782532,0.058728933334350586,0.011554598808288574
2,33,37,da_as_total_mw_primary_reserve,0.9435423612594604,0.007140755653381237,0.0012023448944092907
2,33,37,da_as_total_mw_synchronized_reserve,0.9005755186080933,0.008895158767700195,0.00041544437408447266
2,33,37,da_as_total_mw_thirty_minutes_reserve,0.3862414360046386,0.16042280197143552,0.11477166414260864
0,2,37,net_actual_interchange_mw,0.2112621665000915,0.0493134260177612,0.01168924570083621
0,2,37,gross_actual_interchange_mw,0.1602205038070678,0.024982213973998996,0.006941318511962891
0,2,37,total_gen,0.8405963182449341,0.027576327323913574,0.013456583023071289
0,2,37,metered_load_mw,0.831336498260498,0.02733790874481201,0.010322034358978271
0,2,37,total_losses,0.5335073471069336,0.035042405128479004,0.01438373327255249
0,2,37,congestion_price_da,0.1406325101852417,0.028931796550750802,0.00041401386260989104
0,2,37,congestion_price_rt,0.0667155385017395,0.0219032764434815,0.004875242710113602
0,2,37,marginal_loss_price_da,0.3527351021766662,0.05611205101013178,-0.0005773305892944891
0,2,37,total_lmp_da,0.5121031403541565,0.09490096569061279,0.025818526744842585
0,2,37,da_as_total_mw_primary_reserve,0.6798578500747681,0.018605589866638184,0.007879137992858887
0,2,37,da_as_total_mw_synchronized_reserve,0.4364519715309143,0.02196550369262701,0.013940513134002686
0,2,37,da_as_total_mw_thirty_minutes_reserve,0.390496015548706,0.1758190989494324,0.1355625987052917
3,20,30,net_actual_interchange_mw,0.250032901763916,0.06854182481765753,0.03784316778182992
3,20,30,gross_actual_interchange_mw,0.1655589938163757,0.013945817947387695,0.006160795688629206
3,20,30,total_gen,0.9668160676956176,0.014878034591674805,-0.001316845417022816
3,20,30,metered_load_mw,0.9777962565422058,0.01537996530532837,-0.002222001552581787
3,20,30,total_losses,0.4837765693664551,0.035276532173156794,0.014497280120849665
3,20,30,congestion_price_da,0.1671856641769409,0.007392168045044001,0.007543623447418185
3,20,30,congestion_price_rt,0.1525154113769531,0.024557173252105685,0.005536437034606906
3,20,30,marginal_loss_price_da,0.5143136382102966,0.036844432353973444,0.010206162929534912
3,20,30,total_lmp_da,0.8199623823165894,0.03392845392227173,0.007715165615081787
3,20,30,da_as_total_mw_primary_reserve,0.2292618155479431,0.08253926038742068,0.05496865510940549
3,20,30,da_as_total_mw_synchronized_reserve,0.1457697749137878,0.04389619827270509,0.028759360313415486
3,20,30,da_as_total_mw_thirty_minutes_reserve,0.5442315340042114,0.1463162899017334,0.10948216915130615
10,12,27,net_actual_interchange_mw,0.2417042851448059,0.0344657897949219,0.0011861920356751043
10,12,27,gross_actual_interchange_mw,0.1580575108528137,0.015976250171661405,0.005954921245575007
10,12,27,total_gen,0.5698349475860596,0.048174500465393066,0.009394228458404541
10,12,27,metered_load_mw,0.5685290694236755,0.0486527681350708,0.013463079929351807
10,12,27,total_losses,0.492301344871521,0.027166068553924616,0.011118113994598389
10,12,27,congestion_price_da,0.1531432867050171,0.059985518455505385,0.03855240345001229
10,12,27,congestion_price_rt,0.1616395711898803,0.01145017147064209,-0.005105435848236112
10,12,27,marginal_loss_price_da,0.3482105731964111,0.11525458097457889,0.08275938034057617
10,12,27,total_lmp_da,0.4820042252540588,0.19497418403625488,0.13225150108337397
10,12,27,da_as_total_mw_primary_reserve,0.1709830164909362,0.03110086917877189,0.015071749687194796
10,12,27,da_as_total_mw_synchronized_reserve,0.1610464453697204,0.01951050758361811,0.012487590312957708
10,12,27,da_as_total_mw_thirty_minutes_reserve,0.2719151973724365,0.09563654661178592,0.06199651956558233
6,14,32,net_actual_interchange_mw,0.3288221359252929,0.06855618953704834,0.050041794776916504
6,14,32,gross_actual_interchange_mw,0.138636827468872,0.03839915990829469,0.007723808288574191
6,14,32,total_gen,0.909922420978546,0.034235477447509655,0.012080013751983532
6,14,32,metered_load_mw,0.8974491953849792,0.031207382678985596,0.005114614963531494
6,14,32,total_losses,0.3592199683189392,0.08308428525924683,0.0363078117370606
6,14,32,congestion_price_da,0.1624127030372619,0.0392131805419922,0.015557408332824707
6,14,32,congestion_price_rt,0.1267874240875244,0.03338789939880368,0.023154556751251193
6,14,32,marginal_loss_price_da,0.2961256504058838,0.06929880380630499,0.01593178510665899
6,14,32,total_lmp_da,0.4825021028518677,0.07938563823699957,0.009702563285827692
6,14,32,da_as_total_mw_primary_reserve,0.4889773726463318,0.016948103904724177,0.012361288070678711
6,14,32,da_as_total_mw_synchronized_reserve,0.541229248046875,0.011775732040405273,0.004138350486755371
6,14,32,da_as_total_mw_thirty_minutes_reserve,0.4991700649261474,0.1696147322654724,0.13540047407150263
1,13,42,net_actual_interchange_mw,0.4919401407241821,0.14402902126312256,0.1287255883216858
1,13,42,gross_actual_interchange_mw,0.3297101259231567,0.04383271932601929,0.024461507797241155
1,13,42,total_gen,0.8746796250343323,0.012470245361328125,-0.0014333128929138184
1,13,42,metered_load_mw,0.8471529483795166,0.014968633651733398,-9.60230827331543e-05
1,13,42,total_losses,0.3103902339935303,0.050672054290771484,0.02090060710906988
1,13,42,congestion_price_da,0.148266851902008,0.026833057403564398,0.017957091331481906
1,13,42,congestion_price_rt,0.1358653306961059,0.016713917255401597,0.0027508735656738004
1,13,42,marginal_loss_price_da,0.2679908275604248,0.060710608959198,0.017376005649566706
1,13,42,total_lmp_da,0.4750468134880066,0.07567834854125977,0.02229166030883789
1,13,42,da_as_total_mw_primary_reserve,0.2652222514152527,0.040198802947998075,-0.0013569593429564875
1,13,42,da_as_total_mw_synchronized_reserve,0.164178729057312,0.018606483936309814,-0.0009469389915465753
1,13,42,da_as_total_mw_thirty_minutes_reserve,0.5385972261428833,0.05548888444900513,0.0046883225440979
6,30,31,net_actual_interchange_mw,0.2892356514930725,0.027768850326538086,0.01882994174957281
6,30,31,gross_actual_interchange_mw,0.0890620350837707,0.030785262584686293,0.008352816104888902
6,30,31,total_gen,0.441073477268219,0.15986782312393188,0.1357764601707459
6,30,31,metered_load_mw,0.4142776727676391,0.1469656229019165,0.12509030103683472
6,30,31,total_losses,0.2113464474678039,0.03912204504013059,0.013091862201690702
6,30,31,congestion_price_da,0.1568096876144409,0.030401766300201388,0.023958384990692194
6,30,31,congestion_price_rt,0.1133875846862793,0.039372324943542494,0.024896264076232993
6,30,31,marginal_loss_price_da,0.4141630530357361,0.0346024632453919,0.009486734867096003
6,30,31,total_lmp_da,0.7376796007156372,0.0555495023727417,0.026555538177490234
6,30,31,da_as_total_mw_primary_reserve,0.5175888538360596,0.02334642410278326,0.01954638957977295
6,30,31,da_as_total_mw_synchronized_reserve,0.5773220062255859,0.004073977470397949,-0.0002493858337402344
6,30,31,da_as_total_mw_thirty_minutes_reserve,0.5212464332580566,0.08056575059890753,0.06789797544479376
6,14,33,net_actual_interchange_mw,0.3498017787933349,0.07068133354187012,0.05731630325317383
6,14,33,gross_actual_interchange_mw,0.1419931054115295,0.04175543785095222,0.011080086231231717
6,14,33,total_gen,0.9103480577468872,0.03466111421585083,0.012505650520324707
6,14,33,metered_load_mw,0.8985738754272461,0.03233206272125244,0.00623929500579834
6,14,33,total_losses,0.3605223298072815,0.08438664674758911,0.03761017322540289
6,14,33,congestion_price_da,0.1607732772827148,0.03928369283676149,0.017792046070098877
6,14,33,congestion_price_rt,0.1370617747306823,0.03649365901947019,0.024716377258300795
6,14,33,marginal_loss_price_da,0.3015848994255066,0.07475805282592779,0.014523029327392578
6,14,33,total_lmp_da,0.4882667660713196,0.07800537347793579,0.006252706050872803
6,14,33,da_as_total_mw_primary_reserve,0.4809702038764953,0.01824450492858881,0.013687431812286321
6,14,33,da_as_total_mw_synchronized_reserve,0.5396692752838135,0.01543891429901123,0.005883574485778809
6,14,33,da_as_total_mw_thirty_minutes_reserve,0.4925645589828491,0.18114256858825684,0.13392192125320435
16,38,42,net_actual_interchange_mw,0.5081520080566406,0.15546172857284551,0.13935661315917974
16,38,42,gross_actual_interchange_mw,0.2872031927108764,0.0173376202583313,0.005252659320831299
16,38,42,total_gen,0.6804481744766235,0.08548092842102051,0.03836870193481445
16,38,42,metered_load_mw,0.6935983300209045,0.0716199278831482,0.019821226596832275
16,38,42,total_losses,0.3168907165527344,0.07081532478332528,0.055412828922271784
16,38,42,congestion_price_da,0.1858522295951843,0.0886090993881226,0.04346233606338501
16,38,42,congestion_price_rt,0.1636744141578674,0.0392134189605713,-0.0031880736351012906
16,38,42,marginal_loss_price_da,0.6614001989364624,0.005225419998168945,0.0013426542282104492
16,38,42,total_lmp_da,0.9764010310173036,0.01287376880645763,-0.0028246045112608753
16,38,42,da_as_total_mw_primary_reserve,0.1771661639213562,0.0870087146759034,0.0599947571754456
16,38,42,da_as_total_mw_synchronized_reserve,0.2065237760543823,0.06924229860305789,0.037431955337524386
16,38,42,da_as_total_mw_thirty_minutes_reserve,0.4392650723457336,0.044167399406433105,0.04310572147369379
1,9,10,net_actual_interchange_mw,0.2668665051460266,0.05437040328979492,0.026331305503845215
1,9,10,gross_actual_interchange_mw,0.2193153500556945,0.03564614057540891,0.024435341358184787
1,9,10,total_gen,0.9308601021766664,0.029011070728302002,0.023920059204101562
1,9,10,metered_load_mw,0.9138600826263428,0.036196112632751465,0.025542140007019043
1,9,10,total_losses,0.6914596557617188,0.1386258602142334,0.13246595859527588
1,9,10,congestion_price_da,0.160550057888031,0.026919841766357505,0.013602793216705406
1,9,10,congestion_price_rt,0.0835794806480407,0.005297839641571003,0.0007292032241821012
1,9,10,marginal_loss_price_da,0.3673276901245117,0.10588639974594122,0.02808678150177002
1,9,10,total_lmp_da,0.5134260654449463,0.11272275447845459,0.023207068443298395
1,9,10,da_as_total_mw_primary_reserve,0.1844263076782226,0.0228772163391113,0.01848822832107541
1,9,10,da_as_total_mw_synchronized_reserve,0.1776705980300903,0.014293551445007296,0.004070401191711398
1,9,10,da_as_total_mw_thirty_minutes_reserve,0.390156090259552,0.055840909481048584,0.019512236118316706
0,12,31,net_actual_interchange_mw,0.3062503933906555,0.017192363739013727,-0.013869047164916992
0,12,31,gross_actual_interchange_mw,0.1543962359428405,0.013935685157775796,0.0037200450897215964
0,12,31,total_gen,0.8258180618286133,0.029316186904907227,0.024936556816101074
0,12,31,metered_load_mw,0.8135846257209778,0.023582756519317627,0.0170896053314209
0,12,31,total_losses,0.5225206613540649,0.03347682952880865,0.008971691131591797
0,12,31,congestion_price_da,0.1560992002487182,0.0352349281311035,0.021298170089721707
0,12,31,congestion_price_rt,0.0838138461112976,0.04418289661407469,0.028699278831481996
0,12,31,marginal_loss_price_da,0.3571459650993347,0.056333184242248535,0.008878707885742243
0,12,31,total_lmp_da,0.4773374795913696,0.059880614280700684,0.015648365020751898
0,12,31,da_as_total_mw_primary_reserve,0.546497106552124,0.025859057903289795,0.023720383644104004
0,12,31,da_as_total_mw_synchronized_reserve,0.5977486371994019,0.0096588134765625,0.0002576112747192383
0,12,31,da_as_total_mw_thirty_minutes_reserve,0.3491990566253662,0.16306561231613162,0.12848061323165902
20,29,32,net_actual_interchange_mw,0.2685479521751404,0.028852820396423368,0.02976375818252569
20,29,32,gross_actual_interchange_mw,0.1431906223297119,0.011077284812927274,-0.0005574226379394254
20,29,32,total_gen,0.9659246206283568,0.009332060813903587,-0.001734614372253529
20,29,32,metered_load_mw,0.9771414399147034,0.011790454387664795,-0.0022913813591002308
20,29,32,total_losses,0.4453913569450378,0.021101593971252386,0.009520411491393987
20,29,32,congestion_price_da,0.1779447793960571,0.014833033084869413,0.014277279376983615
20,29,32,congestion_price_rt,0.1337383985519409,0.028098940849304185,0.015745937824249295
20,29,32,marginal_loss_price_da,0.4791152477264404,0.021023988723754883,0.010746479034423773
20,29,32,total_lmp_da,0.7755986452102661,0.01817631721496582,0.006255924701690674
20,29,32,da_as_total_mw_primary_reserve,0.5625308156013489,0.015589654445648193,0.009763240814208984
20,29,32,da_as_total_mw_synchronized_reserve,0.6219255328178406,0.022416889667510986,0.007719814777374268
20,29,32,da_as_total_mw_thirty_minutes_reserve,0.5464867949485779,0.13332432508468628,0.12258660793304449
15,19,32,net_actual_interchange_mw,0.3009845614433288,0.0769088864326477,0.05173665285110471
15,19,32,gross_actual_interchange_mw,0.1638380885124206,0.01841223239898679,0.009647488594055204
15,19,32,total_gen,0.9735023975372314,0.013160467147827037,-0.001429438591003307
