i,j,k,conf,v_triple_k25,syn3_k25_mixed,syn3_k25_consistent
7,11,16,da_as_total_mw_thirty_minutes_reserve,0.1877053380012512,0.0778638124465943,0.022613584995269803
6,29,31,net_actual_interchange_mw,0.292115569114685,0.03064876794815058,0.021709859371185303
6,29,31,gross_actual_interchange_mw,0.0902790427207946,0.03200227022171019,0.0095698237419128
6,29,31,total_gen,0.4060758948326111,0.1369981765747071,0.1280591487884522
6,29,31,metered_load_mw,0.3768758773803711,0.1262431144714356,0.11877107620239258
6,29,31,total_losses,0.2045915126800537,0.0323671102523804,0.006336927413940513
6,29,31,congestion_price_da,0.1517082452774047,0.031534373760223305,0.025372803211212103
6,29,31,congestion_price_rt,0.1124677062034607,0.038376867771148696,0.025315344333648696
6,29,31,marginal_loss_price_da,0.3509929776191711,0.02283120155334467,0.01814532279968256
6,29,31,total_lmp_da,0.6425649523735046,0.03218209743499756,0.027696549892425537
6,29,31,da_as_total_mw_primary_reserve,0.5755411386489868,0.027975261211395264,0.02140665054321289
6,29,31,da_as_total_mw_synchronized_reserve,0.6139724254608154,0.018138408660888672,-0.0004654526710510254
6,29,31,da_as_total_mw_thirty_minutes_reserve,0.503496527671814,0.09066593647003174,0.07743746042251587
4,9,39,net_actual_interchange_mw,0.3271910548210144,0.07336324453353882,0.04244494438171392
4,9,39,gross_actual_interchange_mw,0.2052462100982666,0.0224151611328125,0.004653573036193903
4,9,39,total_gen,0.7170816659927368,0.06913411617279053,0.005536913871765137
4,9,39,metered_load_mw,0.7089152336120605,0.06602084636688232,0.0032415390014648438
4,9,39,total_losses,0.6655621528625488,0.13207685947418213,0.10705626010894775
4,9,39,congestion_price_da,0.2009132504463195,0.016265332698821994,0.0069438219070434015
4,9,39,congestion_price_rt,0.4686810970306396,0.007932484149932806,0.006804227828979492
4,9,39,marginal_loss_price_da,0.5230501890182495,0.058426678180694636,-0.0010589957237243652
4,9,39,total_lmp_da,0.5943245887756348,0.08649802207946777,-0.004665672779083252
4,9,39,da_as_total_mw_primary_reserve,0.2312974333763122,0.011440515518188504,0.0004410743713378906
4,9,39,da_as_total_mw_synchronized_reserve,0.1294254064559936,0.033629655838012695,0.008234977722167997
4,9,39,da_as_total_mw_thirty_minutes_reserve,0.5430986881256104,0.05084955692291265,0.02104651927947998
2,32,37,net_actual_interchange_mw,0.212805688381195,0.024185836315155,0.030094385147094727
2,32,37,gross_actual_interchange_mw,0.0513747930526733,0.0356464385986328,0.0097442269325256
2,32,37,total_gen,0.4307305812835693,0.08841335773468018,0.0541959404945373
2,32,37,metered_load_mw,0.404504656791687,0.08342581987380981,0.05001258850097662
2,32,37,total_losses,0.1525272727012634,0.0657333135604859,0.047297477722167997
2,32,37,congestion_price_da,0.1222469806671142,0.009717404842376709,0.00018709897994989566
2,32,37,congestion_price_rt,0.0613669157028198,0.013888657093048103,-0.0012044906616211007
2,32,37,marginal_loss_price_da,0.1590163111686706,0.036303579807281494,0.007947087287902804
2,32,37,total_lmp_da,0.2800943255424499,0.05533039569854731,0.0127380490303039
2,32,37,da_as_total_mw_primary_reserve,0.9470229148864746,0.006624817848205566,0.0005037188529968262
2,32,37,da_as_total_mw_synchronized_reserve,0.9083754420280457,0.0059853196144104,0.0032213330268860974
2,32,37,da_as_total_mw_thirty_minutes_reserve,0.3892197608947754,0.1427948474884034,0.1111204624176026
10,14,37,net_actual_interchange_mw,0.2535648941993713,0.06247979402542109,0.026105225086212186
10,14,37,gross_actual_interchange_mw,0.1711976528167724,0.034870684146881104,0.0233201384544372
10,14,37,total_gen,0.9012003540992736,0.032189249992370494,0.01850980520248402
10,14,37,metered_load_mw,0.8971168398857117,0.033436715602874756,0.015182077884674072
10,14,37,total_losses,0.5292778015136719,0.05342459678649908,0.0398854017257691
10,14,37,congestion_price_da,0.1337489485740661,0.03542101383209231,-0.0002747774124146063
10,14,37,congestion_price_rt,0.0900174975395202,0.021600544452667195,0.004030942916870089
10,14,37,marginal_loss_price_da,0.3118085265159607,0.07708871364593509,0.005416274070739802
10,14,37,total_lmp_da,0.5046297311782837,0.09232920408248901,0.02701389789581299
10,14,37,da_as_total_mw_primary_reserve,0.6821432113647461,0.03360486030578613,0.007622480392456055
10,14,37,da_as_total_mw_synchronized_reserve,0.4507125616073608,0.06380569934844971,0.03388023376464838
10,14,37,da_as_total_mw_thirty_minutes_reserve,0.4363830089569092,0.14512217044830328,0.1122165322303772
32,38,43,net_actual_interchange_mw,0.3663622736930847,0.12427788972854623,0.1042482852935791
32,38,43,gross_actual_interchange_mw,0.643112301826477,0.02216196060180664,0.009299874305725098
32,38,43,total_gen,0.6104298830032349,0.06448781490325928,0.045531630516052246
32,38,43,metered_load_mw,0.6358456611633301,0.055585384368896484,0.03386116027832031
32,38,43,total_losses,0.3557047247886657,0.06229311227798462,0.059013426303863525
32,38,43,congestion_price_da,0.2920315861701965,0.10677736997604367,0.07939934730529788
32,38,43,congestion_price_rt,0.1874075531959533,0.03385841846466062,0.01366192102432251
32,38,43,marginal_loss_price_da,0.6640169620513916,0.012856483459472656,0.0095595121383667
32,38,43,total_lmp_da,0.9807700514793396,0.019125759601593018,-0.0002496242523192249
32,38,43,da_as_total_mw_primary_reserve,0.4810173511505127,0.01596206426620489,0.009061396121978815
32,38,43,da_as_total_mw_synchronized_reserve,0.5621959567070007,0.015275895595550537,0.005075633525848389
32,38,43,da_as_total_mw_thirty_minutes_reserve,0.4921472072601318,0.046260893344879095,0.04263424873352051
19,29,33,net_actual_interchange_mw,0.3027338981628418,0.061252951622009305,0.029265165328979492
19,29,33,gross_actual_interchange_mw,0.1597694158554077,0.009343981742858887,0.0022221207618713934
19,29,33,total_gen,0.9731703996658324,0.008432984352111594,-2.3722648620827513e-05
19,29,33,metered_load_mw,0.9860536456108092,0.011155426502227561,-0.0014103055000306286
19,29,33,total_losses,0.4629026651382446,0.03328037261962885,0.01925349235534668
19,29,33,congestion_price_da,0.1796369552612304,0.013995230197906522,0.009326040744781522
19,29,33,congestion_price_rt,0.1440519094467163,0.02250623703002931,0.01136314868927002
19,29,33,marginal_loss_price_da,0.4814653992652893,0.0364831686019898,0.012708246707916315
19,29,33,total_lmp_da,0.7785447835922241,0.03575563430786133,0.010912954807281494
19,29,33,da_as_total_mw_primary_reserve,0.5503432750701904,0.009942054748535156,0.0014834403991699219
19,29,33,da_as_total_mw_synchronized_reserve,0.6176900267601013,0.028961598873138428,0.007573604583740234
19,29,33,da_as_total_mw_thirty_minutes_reserve,0.5422711372375488,0.13856220245361334,0.11386752128601074
15,19,31,net_actual_interchange_mw,0.2970753908157348,0.07447940111160281,0.047721087932586614
15,19,31,gross_actual_interchange_mw,0.1648385524749755,0.019412696361541693,0.010525584220886203
15,19,31,total_gen,0.97278892993927,0.01317298412322998,-0.0017578601837158203
15,19,31,metered_load_mw,0.9843035340309144,0.012746036052703968,-0.004412412643432395
15,19,31,total_losses,0.5025314092636108,0.06928938627243042,0.013572752475738525
15,19,31,congestion_price_da,0.2022252678871154,0.035221457481384194,0.010575115680694497
15,19,31,congestion_price_rt,0.1548673510551452,0.03621184825897211,0.02366584539413452
15,19,31,marginal_loss_price_da,0.527807354927063,0.0736576914787293,0.013226866722106934
15,19,31,total_lmp_da,0.7187991142272949,0.0798807144165039,0.012258768081665039
15,19,31,da_as_total_mw_primary_reserve,0.4742603302001953,0.016254782676696833,0.011783242225647028
15,19,31,da_as_total_mw_synchronized_reserve,0.5402320027351379,0.011976182460784912,-0.0005891919136047363
15,19,31,da_as_total_mw_thirty_minutes_reserve,0.5160504579544067,0.13064140081405645,0.10145479440689092
14,18,43,net_actual_interchange_mw,0.1495708227157592,0.019148051738738986,0.019072592258453286
14,18,43,gross_actual_interchange_mw,0.6530510187149048,0.020380258560180664,0.005828142166137695
14,18,43,total_gen,0.8718941807746887,0.02978980541229248,0.009180665016174316
14,18,43,metered_load_mw,0.8743391633033752,0.034881651401519775,0.00977182388305664
14,18,43,total_losses,0.450590968132019,0.1393876671791076,0.07677710056304926
14,18,43,congestion_price_da,0.1723728775978088,0.05926871299743651,0.006506741046905518
14,18,43,congestion_price_rt,0.0796599984169006,-0.002742946147918701,-0.0021959543228149137
14,18,43,marginal_loss_price_da,0.2980382442474365,0.037194967269897516,-0.04105722904205317
14,18,43,total_lmp_da,0.4941640496253967,0.08643805980682367,0.006739616394042969
14,18,43,da_as_total_mw_primary_reserve,0.0324720740318298,0.011789083480834999,0.0022035241127013987
14,18,43,da_as_total_mw_synchronized_reserve,0.1011372804641723,0.006766617298126193,-0.00021141767501831055
14,18,43,da_as_total_mw_thirty_minutes_reserve,0.2215334773063659,0.05052387714385981,0.01564782857894892
14,32,40,net_actual_interchange_mw,0.3696601390838623,0.1398387551307679,0.11878746747970581
14,32,40,gross_actual_interchange_mw,0.1433722376823425,0.021403670310974107,0.010058760643005399
14,32,40,total_gen,0.8738770484924316,0.017573297023773193,0.00749814510345459
14,32,40,metered_load_mw,0.8757710456848145,0.02495574951171875,0.006344914436340332
14,32,40,total_losses,0.4192602038383484,0.08545482158660889,0.037771463394165095
14,32,40,congestion_price_da,0.1844091415405273,0.015498697757720892,0.030589878559112493
14,32,40,congestion_price_rt,0.3785109519958496,0.012481033802032526,-0.0037826895713806152
14,32,40,marginal_loss_price_da,0.5356417894363403,0.05681192874908453,-0.0031954050064086914
14,32,40,total_lmp_da,0.6788504719734192,0.0832858681678772,-0.00347214937210083
14,32,40,da_as_total_mw_primary_reserve,0.4493948221206665,-0.006745934486389105,-0.0034269094467163086
14,32,40,da_as_total_mw_synchronized_reserve,0.5348062515258789,0.003057241439819336,-0.0022846460342407227
14,32,40,da_as_total_mw_thirty_minutes_reserve,0.3808090090751648,0.0512536764144898,0.01703941822052002
1,9,40,net_actual_interchange_mw,0.356406569480896,0.03596419095993042,0.013344883918762207
1,9,40,gross_actual_interchange_mw,0.2137045860290527,0.022844791412353516,0.019264876842498807
1,9,40,total_gen,0.9026384353637696,0.021891295909881703,-0.0013875961303709827
1,9,40,metered_load_mw,0.8861923217773438,0.028495967388153076,0.00548630952835083
1,9,40,total_losses,0.6439179182052612,0.14717596769332886,0.10595226287841797
1,9,40,congestion_price_da,0.1749137043952942,0.00045275688171389494,0.00952327251434329
1,9,40,congestion_price_rt,0.3888484239578247,0.017782688140869196,0.00948488712310791
1,9,40,marginal_loss_price_da,0.5314762592315674,0.055096328258514404,0.017963409423828125
1,9,40,total_lmp_da,0.6622124910354614,0.06146526336669922,-0.00442194938659668
1,9,40,da_as_total_mw_primary_reserve,0.1918990015983581,0.041837453842163086,0.019122362136840793
1,9,40,da_as_total_mw_synchronized_reserve,0.1513773798942566,0.020926177501678495,0.009802877902984702
1,9,40,da_as_total_mw_thirty_minutes_reserve,0.4256777167320251,0.06266748905181879,0.013976752758026068
5,19,33,net_actual_interchange_mw,0.3156483769416809,0.07416743040084842,0.042179644107818604
5,19,33,gross_actual_interchange_mw,0.1723480820655822,0.019546806812286294,0.014800786972045898
5,19,33,total_gen,0.971480906009674,0.006743490695953147,-0.0017132163047792748
5,19,33,metered_load_mw,0.9826062917709352,0.007708072662353516,-0.004857659339904674
5,19,33,total_losses,0.5071431398391724,0.044608116149902344,0.022965669631958063
5,19,33,congestion_price_da,0.1937700510025024,0.006541609764099121,0.01000106334686282
5,19,33,congestion_price_rt,0.1593199372291565,0.0332285165786744,0.0166239142417908
5,19,33,marginal_loss_price_da,0.5283026695251465,0.02980703115463257,0.01872992515563965
5,19,33,total_lmp_da,0.7219464778900146,0.044615983963012695,0.019774317741394043
5,19,33,da_as_total_mw_primary_reserve,0.4653776884078979,0.008995294570922796,0.011265814304351807
5,19,33,da_as_total_mw_synchronized_reserve,0.5379164218902588,0.009594857692718506,0.000899195671081543
5,19,33,da_as_total_mw_thirty_minutes_reserve,0.5004605054855347,0.1441896557807923,0.09172153472900396
7,11,31,net_actual_interchange_mw,0.1979048252105713,0.003687679767608698,0.00418961048126229
7,11,31,gross_actual_interchange_mw,0.1755229830741882,0.028562188148498507,0.018312513828277616
7,11,31,total_gen,0.3464343547821045,0.07266050577163702,0.04424864053726202
7,11,31,metered_load_mw,0.3235177993774414,0.07061362266540533,0.03468400239944458
7,11,31,total_losses,0.2572235465049743,0.13005846738815302,0.1043557524681091
7,11,31,congestion_price_da,0.0827547311782836,0.019528985023498494,0.016691327095031697
7,11,31,congestion_price_rt,0.0299335718154907,0.0189493894577027,0.0045012831687927975
7,11,31,marginal_loss_price_da,0.0564101338386535,0.0313530564308166,0.016118824481964104
7,11,31,total_lmp_da,0.1163620352745056,0.0288735032081604,0.004113733768463204
7,11,31,da_as_total_mw_primary_reserve,0.4485427141189575,-0.009186148643493597,-0.0073157548904418945
7,11,31,da_as_total_mw_synchronized_reserve,0.5467435121536255,0.015428423881530762,0.006993889808654785
7,11,31,da_as_total_mw_thirty_minutes_reserve,0.2137942314147949,0.022633671760559082,0.02142089605331418
3,14,32,net_actual_interchange_mw,0.3792909979820251,0.12595129013061518,0.1284183263778686
3,14,32,gross_actual_interchange_mw,0.1085913777351379,0.0211280584335327,0.014575779438018799
3,14,32,total_gen,0.8825560212135315,0.026252269744873047,0.016177117824554443
3,14,32,metered_load_mw,0.8725119233131409,0.021696627140045166,0.008194267749786377
3,14,32,total_losses,0.3332588076591491,0.11193382740020752,0.05597198009490961
3,14,32,congestion_price_da,0.1500560641288757,0.026856541633606,0.0032007694244385043
3,14,32,congestion_price_rt,0.1507887840270996,0.03984880447387701,0.02625793218612671
3,14,32,marginal_loss_price_da,0.2965983152389526,0.05296677350997919,0.016255497932434082
3,14,32,total_lmp_da,0.4753708243370056,0.06163382530212402,0.0025712847709656317
3,14,32,da_as_total_mw_primary_reserve,0.479576826095581,0.0044702887535095215,-0.001869797706604004
3,14,32,da_as_total_mw_synchronized_reserve,0.5392415523529053,0.009788036346435547,0.0021506547927856445
3,14,32,da_as_total_mw_thirty_minutes_reserve,0.475223958492279,0.145668625831604,0.11145436763763422
11,15,32,net_actual_interchange_mw,0.2029115557670593,-0.00012993812561029605,0.013769805431365995
11,15,32,gross_actual_interchange_mw,0.1186891198158264,0.041573286056518596,0.013456881046295208
11,15,32,total_gen,0.5542606711387634,0.07235825061798101,0.06909561157226562
11,15,32,metered_load_mw,0.5571508407592773,0.07704210281372076,0.07764625549316406
11,15,32,total_losses,0.2814187407493591,0.16068214178085327,0.09716713428497309
11,15,32,congestion_price_da,0.1911786198616027,0.1311226487159729,0.017815887928009005
11,15,32,congestion_price_rt,0.1372612118721008,0.022624015808105497,0.006834805011749295
11,15,32,marginal_loss_price_da,0.528965175151825,0.09789156913757324,0.0163993239402771
11,15,32,total_lmp_da,0.6616345047950745,0.08348864316940308,-0.0015831589698791504
11,15,32,da_as_total_mw_primary_reserve,0.458695650100708,-0.000572443008422796,0.0009438991546630859
11,15,32,da_as_total_mw_synchronized_reserve,0.5422906875610352,0.013013005256652832,0.0023400187492370605
11,15,32,da_as_total_mw_thirty_minutes_reserve,0.4343489408493042,0.0502163171768189,0.05746358633041382
1,15,32,net_actual_interchange_mw,0.3291715383529663,0.07530868053436279,0.0674234032630921
1,15,32,gross_actual_interchange_mw,0.1601528525352478,0.014346837997436607,0.005005359649658203
1,15,32,total_gen,0.8753859996795654,0.015374720096588135,0.0024779438972473145
1,15,32,metered_load_mw,0.8531709909439087,0.021575331687927246,0.0036548376083374023
1,15,32,total_losses,0.3162102103233337,0.05678093433380127,0.01645910739898676
1,15,32,congestion_price_da,0.1866154670715332,0.05554968118667611,0.01257383823394781
1,15,32,congestion_price_rt,0.1481302976608276,0.044559121131897014,0.01719075441360471
1,15,32,marginal_loss_price_da,0.4896238446235657,0.07074356079101568,0.000651478767395075
1,15,32,total_lmp_da,0.6843080520629883,0.08040034770965576,0.008524537086486816
1,15,32,da_as_total_mw_primary_reserve,0.4794569015502929,0.010831296443939209,0.012335419654846136
1,15,32,da_as_total_mw_synchronized_reserve,0.5399059057235718,0.009908437728881836,-0.00023484230041503906
1,15,32,da_as_total_mw_thirty_minutes_reserve,0.5440205335617065,0.13245743513107305,0.09418767690658575
11,32,39,net_actual_interchange_mw,0.2385578155517578,0.03265267610549932,0.02652144432067871
11,32,39,gross_actual_interchange_mw,0.132866084575653,0.038688659667968694,0.022606968879699693
11,32,39,total_gen,0.5012475252151489,0.09612554311752325,0.047440111637115534
11,32,39,metered_load_mw,0.5183366537094116,0.09604048728942871,0.04335892200469971
11,32,39,total_losses,0.3544516563415527,0.1605059504508972,0.13139361143112177
11,32,39,congestion_price_da,0.1662434339523315,0.005067944526672391,0.013089239597320501
11,32,39,congestion_price_rt,0.492061972618103,0.01216357946395874,0.022128701210022028
11,32,39,marginal_loss_price_da,0.4743019342422485,0.07055151462554926,0.04199498891830439
11,32,39,total_lmp_da,0.5757352113723755,0.06942260265350342,0.008561372756958008
11,32,39,da_as_total_mw_primary_reserve,0.46999591588974,0.010727822780609186,0.009062230587005615
11,32,39,da_as_total_mw_synchronized_reserve,0.5436584949493408,0.010119199752807617,0.0037078261375427246
11,32,39,da_as_total_mw_thirty_minutes_reserve,0.4237017631530761,0.1193128228187561,0.1027340292930603
0,14,37,net_actual_interchange_mw,0.1998151540756225,0.03786641359329221,0.00024223327636721526
0,14,37,gross_actual_interchange_mw,0.1727994084358215,0.026123583316803006,0.017275333404541016
0,14,37,total_gen,0.9242532849311828,0.054706156253814586,0.012798726558685192
0,14,37,metered_load_mw,0.9194952845573424,0.055815160274505504,0.008929789066314586
0,14,37,total_losses,0.5752507448196411,0.07678580284118652,0.03098195791244507
0,14,37,congestion_price_da,0.1301379799842834,0.050043225288391086,-0.0031777024269104004
0,14,37,congestion_price_rt,0.0904415845870971,0.0322010517120361,0.004455029964446994
0,14,37,marginal_loss_price_da,0.3658741116523742,0.08367371559143061,-0.0045242309570313055
0,14,37,total_lmp_da,0.5439900755882263,0.13168954849243164,0.01756000518798828
0,14,37,da_as_total_mw_primary_reserve,0.6664185523986816,0.005166292190551758,-0.005560159683227539
0,14,37,da_as_total_mw_synchronized_reserve,0.4174255132675171,0.002939045429229792,-0.005085945129394531
0,14,37,da_as_total_mw_thirty_minutes_reserve,0.4722113609313965,0.179896891117096,0.1025300025939942
3,20,33,net_actual_interchange_mw,0.3553416728973388,0.09202277660369873,0.09290164709091181
3,20,33,gross_actual_interchange_mw,0.1713417172431945,0.019728541374206487,0.011943519115447998
3,20,33,total_gen,0.9688639640808104,0.009044528007507213,0.000731050968170055
3,20,33,metered_load_mw,0.9789004921913148,0.011558055877685658,-0.0011177659034727894
3,20,33,total_losses,0.507387101650238,0.05888706445693975,0.038107812404632624
3,20,33,congestion_price_da,0.173046588897705,0.009687066078186007,0.008312463760375893
3,20,33,congestion_price_rt,0.1674985885620117,0.03954035043716428,0.0205196142196655
3,20,33,marginal_loss_price_da,0.4024762511253357,0.05103856325149542,0.007129251956939697
3,20,33,total_lmp_da,0.5927468538284302,0.08524107933044434,0.011753439903259277
3,20,33,da_as_total_mw_primary_reserve,0.4833400845527649,0.022645533084869385,0.014733612537384089
3,20,33,da_as_total_mw_synchronized_reserve,0.5396062135696411,0.017519116401672363,0.0023317933082580566
3,20,33,da_as_total_mw_thirty_minutes_reserve,0.5339376330375671,0.15590858459472656,0.09918826818466187
0,11,40,net_actual_interchange_mw,0.3748396635055542,0.1013379693031311,0.06712996959686279
0,11,40,gross_actual_interchange_mw,0.1981637477874755,0.01975953578948969,0.016296029090881292
0,11,40,total_gen,0.8382322788238525,0.030614137649536133,0.005063116550445557
0,11,40,metered_load_mw,0.8266006708145142,0.04307842254638672,0.01386338472366333
0,11,40,total_losses,0.6532292366027832,0.09495270252227783,0.07930809259414673
0,11,40,congestion_price_da,0.1683083176612854,0.005979597568511991,0.013122677803039606
0,11,40,congestion_price_rt,0.423341155052185,0.04584223031997681,0.0453119277954101
0,11,40,marginal_loss_price_da,0.5484254360198975,0.04824399948120117,0.012516975402832031
0,11,40,total_lmp_da,0.6405785083770752,0.08439362049102783,0.0103682279586792
0,11,40,da_as_total_mw_primary_reserve,0.1676552295684814,0.054312407970428495,0.04091441631317139
0,11,40,da_as_total_mw_synchronized_reserve,0.1691874265670776,0.02818787097930911,0.010383188724517822
0,11,40,da_as_total_mw_thirty_minutes_reserve,0.3495327830314636,0.17216950654983523,0.12105852365493783
0,6,33,net_actual_interchange_mw,0.4108267426490783,0.10772299766540522,0.07490265369415283
0,6,33,gross_actual_interchange_mw,0.1713022589683532,0.023153185844421387,0.017497658729553195
0,6,33,total_gen,0.796551525592804,0.03652846813201904,0.012731373310089111
0,6,33,metered_load_mw,0.7684814929962158,0.033116936683654785,0.006746768951416016
0,6,33,total_losses,0.5683068633079529,0.05984765291213989,0.03719484806060791
0,6,33,congestion_price_da,0.123986542224884,0.02480602264404301,0.009905397891998305
0,6,33,congestion_price_rt,0.0837883353233337,0.043083131313323995,0.021475613117217997
0,6,33,marginal_loss_price_da,0.3272648453712463,0.056255340576171875,0.0017001628875731867
0,6,33,total_lmp_da,0.4097695350646972,0.07254070043563843,0.019482195377349798
0,6,33,da_as_total_mw_primary_reserve,0.4797016978263855,0.016975998878479004,0.012418925762176514
0,6,33,da_as_total_mw_synchronized_reserve,0.5330804586410522,0.009486973285675049,-0.0007052421569824219
0,6,33,da_as_total_mw_thirty_minutes_reserve,0.3280114531517029,0.15359562635421758,0.12137913703918457
5,33,37,net_actual_interchange_mw,0.2229875922203064,0.014064371585846003,0.006385564804077204
5,33,37,gross_actual_interchange_mw,0.0656946897506713,0.030059814453125,0.012554943561553907
5,33,37,total_gen,0.5936682820320129,0.021666884422302246,0.024017512798309326
5,33,37,metered_load_mw,0.5904799699783325,0.0208207368850708,0.023952960968017578
5,33,37,total_losses,0.2098599672317505,0.05144214630126959,0.0381121635437012
5,33,37,congestion_price_da,0.1566334366798401,-0.012125432491302407,-0.021578133106231606
5,33,37,congestion_price_rt,0.1584774255752563,0.0323860049247742,0.015781402587890597
5,33,37,marginal_loss_price_da,0.4874176979064941,0.02020364999771118,0.0022197961807250977
5,33,37,total_lmp_da,0.6905009746551514,0.026974201202392578,0.008047819137573242
5,33,37,da_as_total_mw_primary_reserve,0.9363182783126832,-8.33272933959961e-05,-0.006021738052367942
5,33,37,da_as_total_mw_synchronized_reserve,0.8949705362319946,0.0032901763916015625,-0.00518953800201416
5,33,37,da_as_total_mw_thirty_minutes_reserve,0.4836530089378357,0.12738215923309332,0.11821144819259649
0,6,32,net_actual_interchange_mw,0.3971309065818786,0.10171538591384882,0.07392841577529902
0,6,32,gross_actual_interchange_mw,0.1658014059066772,0.01765233278274539,0.011996805667877197
0,6,32,total_gen,0.7937228679656982,0.04297375679016113,0.015996575355529785
0,6,32,metered_load_mw,0.765952467918396,0.03806352615356445,0.009570479393005371
0,6,32,total_losses,0.5573545694351196,0.04889535903930664,0.026242554187774658
0,6,32,congestion_price_da,0.1253970265388488,0.03034526109695429,0.01039987802505489
0,6,32,congestion_price_rt,0.0762898325920105,0.048318743705749595,0.0220562815666199
0,6,32,marginal_loss_price_da,0.3210077285766601,0.056189656257629395,0.005394697189330999
0,6,32,total_lmp_da,0.4002159833908081,0.0755913257598877,0.009928643703460693
0,6,32,da_as_total_mw_primary_reserve,0.4835187792778015,0.011489510536193903,0.0069026947021484375
0,6,32,da_as_total_mw_synchronized_reserve,0.5345149040222168,0.00555872917175293,-0.00012683868408203125
0,6,32,da_as_total_mw_thirty_minutes_reserve,0.3253552913665771,0.14827430248260498,0.12038981914520258
15,20,31,net_actual_interchange_mw,0.2886022329330444,0.05352073907852167,0.050299108028411865
15,20,31,gross_actual_interchange_mw,0.1530212759971618,0.015694916248321505,0.008463680744171115
15,20,31,total_gen,0.9650987386703492,0.01122349500656139,-0.00184112787246693
15,20,31,metered_load_mw,0.9742243885993958,0.011478900909423717,-0.004842162132263073
15,20,31,total_losses,0.4922334551811218,0.05661952495574951,0.0134049654006958
15,20,31,congestion_price_da,0.1997795701026916,0.03678238391876221,0.0144730806350708
15,20,31,congestion_price_rt,0.1507117748260498,0.038949728012085,0.019510269165039118
15,20,31,marginal_loss_price_da,0.5287436246871948,0.05515527725219732,0.012768030166625977
15,20,31,total_lmp_da,0.7216113805770874,0.07340943813323975,0.012709379196166992
15,20,31,da_as_total_mw_primary_reserve,0.4765616059303283,0.013086259365081732,0.012387394905090332
15,20,31,da_as_total_mw_synchronized_reserve,0.54001784324646,0.010560870170593262,-0.0005092620849609375
15,20,31,da_as_total_mw_thirty_minutes_reserve,0.5148470401763916,0.12943798303604132,0.09864038228988647
11,31,39,net_actual_interchange_mw,0.2342621088027954,0.028739690780639704,0.022668361663818415
11,31,39,gross_actual_interchange_mw,0.1333174109458923,0.03913998603820801,0.023058295249939006
11,31,39,total_gen,0.4986320734024048,0.08540147542953491,0.04322916269302368
11,31,39,metered_load_mw,0.5156340599060059,0.08648490905761724,0.03894847631454468
11,31,39,total_losses,0.3558568954467773,0.15696126222610468,0.1321697235107422
11,31,39,congestion_price_da,0.1650657653808593,0.0019156932830809992,0.014394581317901584
11,31,39,congestion_price_rt,0.4851915240287781,0.005293130874633789,0.015258252620697077
11,31,39,marginal_loss_price_da,0.4749384522438049,0.07442331314086909,0.04387867450714106
11,31,39,total_lmp_da,0.5738771557807922,0.07049804925918579,0.006703317165374756
11,31,39,da_as_total_mw_primary_reserve,0.4733203649520874,0.015591502189636286,0.013963639736175593
11,31,39,da_as_total_mw_synchronized_reserve,0.5431996583938599,0.009833753108978271,0.00345003604888916
11,31,39,da_as_total_mw_thirty_minutes_reserve,0.4196048974990845,0.12099623680114746,0.09813433885574346
3,14,31,net_actual_interchange_mw,0.3821138143539428,0.13042902946472162,0.13377100229263303
3,14,31,gross_actual_interchange_mw,0.1073358654975891,0.0198725461959839,0.013320267200469998
3,14,31,total_gen,0.8831406235694885,0.02995961904525757,0.014767587184906006
3,14,31,metered_load_mw,0.872894823551178,0.025747716426849365,0.006646573543548584
3,14,31,total_losses,0.3350716829299927,0.1275416016578675,0.057784855365753174
3,14,31,congestion_price_da,0.1496214866638183,0.0180979967117309,0.002833187580108615
3,14,31,congestion_price_rt,0.1522060632705688,0.030832171440124498,0.027675211429595892
3,14,31,marginal_loss_price_da,0.2975847125053406,0.05395317077636719,0.017241895198822077
3,14,31,total_lmp_da,0.4763284921646118,0.06259149312973022,0.0032564997673035223
3,14,31,da_as_total_mw_primary_reserve,0.4808656573295593,0.00625234842300415,0.0002258419990540106
3,14,31,da_as_total_mw_synchronized_reserve,0.5400829911231995,0.01059645414352417,0.0028358101844787598
3,14,31,da_as_total_mw_thirty_minutes_reserve,0.4744860529899597,0.14756309986114502,0.11179167032241821
5,19,31,net_actual_interchange_mw,0.2890159487724304,0.06641995906829842,0.03966164588928223
5,19,31,gross_actual_interchange_mw,0.1637986898422241,0.010997414588928195,0.007224023342132596
5,19,31,total_gen,0.9725069403648376,0.012890994548797607,-0.0020398497581481934
5,19,31,metered_load_mw,0.9835522174835204,0.011994719505309948,-0.005163729190826416
5,19,31,total_losses,0.4954714775085449,0.0329364538192749,0.011294007301330622
5,19,31,congestion_price_da,0.1982332468032837,0.011004805564880399,0.014464259147644098
5,19,31,congestion_price_rt,0.1571674942970276,0.020082116127014188,0.017063260078430176
5,19,31,marginal_loss_price_da,0.5227313041687012,0.024235665798187256,0.013158559799194336
5,19,31,total_lmp_da,0.7187731266021729,0.0414426326751709,0.016600966453552246
5,19,31,da_as_total_mw_primary_reserve,0.475571870803833,0.017566323280334528,0.013094782829284723
5,19,31,da_as_total_mw_synchronized_reserve,0.537959098815918,0.005628466606140137,-0.002862095832824707
5,19,31,da_as_total_mw_thirty_minutes_reserve,0.5105924606323242,0.1330927014350891,0.0959967970848084
33,38,43,net_actual_interchange_mw,0.3764957189559936,0.12126123905181879,0.10062474012374872
