edge,score
"(5, 35)",0.02258930046477664
"(5, 36)",0.02258930046477664
"(33, 41)",0.022299912254578058
"(32, 41)",0.022027786706126373
"(31, 41)",0.022027343818352918
"(18, 27)",0.021795023873944462
"(0, 34)",0.02167015650050047
"(0, 35)",0.02167015650050047
"(0, 36)",0.02167015650050047
"(19, 34)",0.021618058553377437
"(19, 35)",0.021618058553377437
"(19, 36)",0.021618058553377437
"(3, 25)",0.02153803882555496
"(23, 31)",0.021488322585825115
"(23, 32)",0.02148797025866947
"(18, 25)",0.02128309688344241
"(25, 27)",0.021213872784769633
"(1, 23)",0.021195049153066622
"(3, 41)",0.02111748712935621
"(25, 43)",0.02110916650209743
"(22, 43)",0.020998319332439855
"(13, 41)",0.020957498333212574
"(9, 28)",0.020934369397699194
"(18, 41)",0.020829056044605387
"(41, 42)",0.020812547882938917
"(10, 34)",0.020664721231113847
"(10, 35)",0.020664721231113847
"(10, 36)",0.020664721231113847
"(7, 28)",0.020524561469253494
"(23, 41)",0.020167408822057246
"(7, 23)",0.02012051044216294
"(24, 41)",0.02003802984940365
"(12, 23)",0.020024930207447444
"(8, 39)",0.019988879934286385
"(39, 41)",0.01996785687379174
"(14, 23)",0.01976160975779566
"(29, 40)",0.019759783049847712
"(0, 23)",0.01949315360473946
"(21, 25)",0.019365921787067822
"(26, 39)",0.019301382943286274
"(26, 27)",0.018935251476822068
"(27, 38)",0.018905396738741365
"(14, 16)",0.01864450491509266
"(6, 41)",0.018531828987158855
"(25, 38)",0.018521454967332963
"(17, 25)",0.018353146749002264
"(8, 41)",0.01834015896782073
"(1, 25)",0.018168911275529137
"(14, 25)",0.01811452666738997
"(2, 23)",0.01785816604310901
"(23, 43)",0.017853871965875123
"(11, 23)",0.017834874088698924
"(27, 39)",0.017679779030621234
"(9, 25)",0.017613064147392214
"(7, 25)",0.01700542864855816
"(16, 41)",0.016785674257078442
"(14, 34)",0.01675606262321698
"(14, 35)",0.01675606262321698
"(14, 36)",0.01675606262321698
"(14, 41)",0.01657318040273348
"(20, 23)",0.01654632767098506
"(34, 38)",0.016521566906818413
"(35, 38)",0.016521566906818413
"(36, 38)",0.016521566906818413
"(15, 25)",0.016443084082395032
"(19, 23)",0.01626396192965096
"(16, 20)",0.01626116875770839
"(38, 40)",0.016223000943876187
"(40, 41)",0.016063011185072334
"(16, 19)",0.015922285101376027
"(5, 25)",0.01587626251211724
"(7, 22)",0.015818133323530013
"(12, 41)",0.015727027473079344
"(29, 41)",0.015718567218078267
"(10, 23)",0.015496054060048614
"(30, 41)",0.015170634331710564
"(6, 25)",0.014610869248489165
"(27, 41)",0.014534316830544958
"(23, 29)",0.014288972374475184
"(22, 23)",0.014239118190396624
"(8, 30)",0.013768975570513708
"(23, 28)",0.013717735366042913
"(11, 41)",0.013586032220864325
"(4, 41)",0.01356882878748359
"(10, 41)",0.013471880200059405
"(26, 41)",0.013456115546042396
"(8, 29)",0.013389879799493673
"(28, 34)",0.01281569381582701
"(28, 35)",0.01281569381582701
"(28, 36)",0.01281569381582701
"(23, 30)",0.01274745916801552
"(8, 38)",0.012348614081616971
"(41, 43)",0.012107817158837297
"(15, 41)",0.01166876182172552
"(23, 25)",0.011590171346233892
"(15, 23)",0.011452478165402236
"(5, 41)",0.011010880478462805
"(21, 41)",0.011009801302739347
"(31, 32)",0.010870093575634815
"(38, 41)",0.010682851135902102
"(5, 23)",0.010347658974923513
"(22, 34)",0.009863678409045909
"(22, 35)",0.009863678409045909
"(22, 36)",0.009863678409045909
"(17, 28)",0.009526973270199864
"(2, 41)",0.008720628275819053
"(17, 22)",0.008638249406161362
"(0, 41)",0.008431118862361558
"(19, 20)",0.008216809425007639
"(20, 41)",0.00804213411814872
"(19, 41)",0.007741410122007242
"(25, 37)",0.007300221765464854
"(22, 41)",0.006297757158649792
"(25, 41)",0.006031505578620793
"(23, 38)",0.005396536363788486
"(28, 41)",0.005213338615949557
"(30, 40)",0.004942422288441661
"(23, 40)",0.004845359529086546
"(23, 39)",0.004630342460684667
"(1, 41)",0.00444477821511452
"(34, 35)",0.0002381847591268818
"(34, 36)",0.0002381847591268818
"(35, 36)",0.0002381847591268818
