数据,目标,方法,k,剩余最大V,剩余危险组合
RTS-GMLC,Y_线路潮流_C35,perm,4,0.8347276449203491,85
RTS-GMLC,Y_线路潮流_C35,perm,5,0.8227541446685791,84
RTS-GMLC,Y_线路潮流_C35,perm,6,0.7996219396591187,75
RTS-GMLC,Y_线路潮流_C35,perm,7,0.7996219396591187,61
RTS-GMLC,Y_线路潮流_C35,perm,8,0.7996219396591187,55
RTS-GMLC,Y_线路潮流_C35,perm,9,0.7996219396591187,44
RTS-GMLC,Y_线路潮流_C35,perm,10,0.7996219396591187,34
RTS-GMLC,Y_线路潮流_C35,perm,11,0.7996219396591187,28
RTS-GMLC,Y_线路潮流_C35,perm,12,0.7996219396591187,27
RTS-GMLC,Y_线路潮流_C35,perm,13,0.7996219396591187,23
RTS-GMLC,Y_线路潮流_C35,perm,14,0.7996219396591187,19
RTS-GMLC,Y_线路潮流_C35,perm,15,0.7955113053321838,13
RTS-GMLC,Y_线路潮流_C35,perm,16,0.7955113053321838,10
RTS-GMLC,Y_线路潮流_C35,perm,17,0.7955113053321838,6
RTS-GMLC,Y_线路潮流_C35,perm,18,0.7955113053321838,3
RTS-GMLC,Y_线路潮流_C35,perm,19,0.547338604927063,2
RTS-GMLC,Y_线路潮流_C35,perm,20,0.53294837474823,1
RTS-GMLC,Y_线路潮流_C35,perm,21,0.07101929187774658,0
RTS-GMLC,Y_线路潮流_C35,perm,22,0.020777881145477295,0
RTS-GMLC,Y_线路潮流_C35,perm,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,sage,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,sage,1,0.8550385236740112,122
RTS-GMLC,Y_线路潮流_C35,sage,2,0.8550385236740112,121
RTS-GMLC,Y_线路潮流_C35,sage,3,0.8550385236740112,99
RTS-GMLC,Y_线路潮流_C35,sage,4,0.8550385236740112,82
RTS-GMLC,Y_线路潮流_C35,sage,5,0.8550385236740112,75
RTS-GMLC,Y_线路潮流_C35,sage,6,0.8550385236740112,67
RTS-GMLC,Y_线路潮流_C35,sage,7,0.8550385236740112,54
RTS-GMLC,Y_线路潮流_C35,sage,8,0.8452594876289368,53
RTS-GMLC,Y_线路潮流_C35,sage,9,0.8428510427474976,41
RTS-GMLC,Y_线路潮流_C35,sage,10,0.840910017490387,30
RTS-GMLC,Y_线路潮流_C35,sage,11,0.840910017490387,21
RTS-GMLC,Y_线路潮流_C35,sage,12,0.840910017490387,12
RTS-GMLC,Y_线路潮流_C35,sage,13,0.840910017490387,11
RTS-GMLC,Y_线路潮流_C35,sage,14,0.5327640771865845,2
RTS-GMLC,Y_线路潮流_C35,sage,15,0.5327640771865845,2
RTS-GMLC,Y_线路潮流_C35,sage,16,0.5327640771865845,1
RTS-GMLC,Y_线路潮流_C35,sage,17,0.476460337638855,0
RTS-GMLC,Y_线路潮流_C35,sage,18,0.3911122679710388,0
RTS-GMLC,Y_线路潮流_C35,sage,19,0.3911122679710388,0
RTS-GMLC,Y_线路潮流_C35,sage,20,0.37618088722229004,0
RTS-GMLC,Y_线路潮流_C35,sage,21,0.2128317952156067,0
RTS-GMLC,Y_线路潮流_C35,sage,22,0.07278501987457275,0
RTS-GMLC,Y_线路潮流_C35,sage,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,graph,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,graph,1,0.8550385236740112,122
RTS-GMLC,Y_线路潮流_C35,graph,2,0.8550385236740112,105
RTS-GMLC,Y_线路潮流_C35,graph,3,0.8550385236740112,89
RTS-GMLC,Y_线路潮流_C35,graph,4,0.8550385236740112,74
RTS-GMLC,Y_线路潮流_C35,graph,5,0.8452594876289368,73
RTS-GMLC,Y_线路潮流_C35,graph,6,0.8442832827568054,59
RTS-GMLC,Y_线路潮流_C35,graph,7,0.8442832827568054,47
RTS-GMLC,Y_线路潮流_C35,graph,8,0.8442832827568054,34
RTS-GMLC,Y_线路潮流_C35,graph,9,0.8252267241477966,22
RTS-GMLC,Y_线路潮流_C35,graph,10,0.6956546306610107,7
RTS-GMLC,Y_线路潮流_C35,graph,11,0.6956546306610107,5
RTS-GMLC,Y_线路潮流_C35,graph,12,0.6955480575561523,4
RTS-GMLC,Y_线路潮流_C35,graph,13,0.6955480575561523,2
RTS-GMLC,Y_线路潮流_C35,graph,14,0.6955480575561523,1
RTS-GMLC,Y_线路潮流_C35,graph,15,0.4976810812950134,0
RTS-GMLC,Y_线路潮流_C35,graph,16,0.40272223949432373,0
RTS-GMLC,Y_线路潮流_C35,graph,17,0.39976489543914795,0
RTS-GMLC,Y_线路潮流_C35,graph,18,0.26536327600479126,0
RTS-GMLC,Y_线路潮流_C35,graph,19,0.26536327600479126,0
RTS-GMLC,Y_线路潮流_C35,graph,20,0.2520621418952942,0
RTS-GMLC,Y_线路潮流_C35,graph,21,0.2130579948425293,0
RTS-GMLC,Y_线路潮流_C35,graph,22,0.10932266712188721,0
RTS-GMLC,Y_线路潮流_C35,graph,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,M2_est,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,M2_est,1,0.8452594876289368,122
RTS-GMLC,Y_线路潮流_C35,M2_est,2,0.8442832827568054,105
RTS-GMLC,Y_线路潮流_C35,M2_est,3,0.8442832827568054,89
RTS-GMLC,Y_线路潮流_C35,M2_est,4,0.8442832827568054,73
RTS-GMLC,Y_线路潮流_C35,M2_est,5,0.8442832827568054,72
RTS-GMLC,Y_线路潮流_C35,M2_est,6,0.8322253227233887,57
RTS-GMLC,Y_线路潮流_C35,M2_est,7,0.8322253227233887,44
RTS-GMLC,Y_线路潮流_C35,M2_est,8,0.8252267241477966,32
RTS-GMLC,Y_线路潮流_C35,M2_est,9,0.8252267241477966,22
RTS-GMLC,Y_线路潮流_C35,M2_est,10,0.6956546306610107,7
RTS-GMLC,Y_线路潮流_C35,M2_est,11,0.6956546306610107,6
RTS-GMLC,Y_线路潮流_C35,M2_est,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,M2_est,13,0.5327640771865845,4
RTS-GMLC,Y_线路潮流_C35,M2_est,14,0.5327640771865845,2
RTS-GMLC,Y_线路潮流_C35,M2_est,15,0.5147891044616699,1
RTS-GMLC,Y_线路潮流_C35,M2_est,16,0.4284018874168396,0
RTS-GMLC,Y_线路潮流_C35,M2_est,17,0.28305530548095703,0
RTS-GMLC,Y_线路潮流_C35,M2_est,18,0.23928970098495483,0
RTS-GMLC,Y_线路潮流_C35,M2_est,19,0.23928970098495483,0
RTS-GMLC,Y_线路潮流_C35,M2_est,20,0.16889989376068115,0
RTS-GMLC,Y_线路潮流_C35,M2_est,21,0.162004292011261,0
RTS-GMLC,Y_线路潮流_C35,M2_est,22,0.05993318557739258,0
RTS-GMLC,Y_线路潮流_C35,M2_est,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,M2_cert,1,0.8452594876289368,122
RTS-GMLC,Y_线路潮流_C35,M2_cert,2,0.8452594876289368,104
RTS-GMLC,Y_线路潮流_C35,M2_cert,3,0.8428510427474976,88
RTS-GMLC,Y_线路潮流_C35,M2_cert,4,0.840910017490387,73
RTS-GMLC,Y_线路潮流_C35,M2_cert,5,0.8322253227233887,58
RTS-GMLC,Y_线路潮流_C35,M2_cert,6,0.8322253227233887,57
RTS-GMLC,Y_线路潮流_C35,M2_cert,7,0.8322253227233887,44
RTS-GMLC,Y_线路潮流_C35,M2_cert,8,0.8252267241477966,32
RTS-GMLC,Y_线路潮流_C35,M2_cert,9,0.8252267241477966,22
RTS-GMLC,Y_线路潮流_C35,M2_cert,10,0.6956546306610107,7
RTS-GMLC,Y_线路潮流_C35,M2_cert,11,0.6956546306610107,6
RTS-GMLC,Y_线路潮流_C35,M2_cert,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,M2_cert,13,0.5327640771865845,4
RTS-GMLC,Y_线路潮流_C35,M2_cert,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,M2_cert,15,0.5147891044616699,1
RTS-GMLC,Y_线路潮流_C35,M2_cert,16,0.4284018874168396,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,17,0.28305530548095703,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,18,0.23928970098495483,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,19,0.21598628163337708,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,20,0.16889989376068115,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,21,0.07101929187774658,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,22,0.05993318557739258,0
RTS-GMLC,Y_线路潮流_C35,M2_cert,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,M2,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,M2,1,0.8452594876289368,122
RTS-GMLC,Y_线路潮流_C35,M2,2,0.8452594876289368,104
RTS-GMLC,Y_线路潮流_C35,M2,3,0.8428510427474976,88
RTS-GMLC,Y_线路潮流_C35,M2,4,0.840910017490387,73
RTS-GMLC,Y_线路潮流_C35,M2,5,0.840910017490387,72
RTS-GMLC,Y_线路潮流_C35,M2,6,0.8322253227233887,57
RTS-GMLC,Y_线路潮流_C35,M2,7,0.8322253227233887,44
RTS-GMLC,Y_线路潮流_C35,M2,8,0.8252267241477966,32
RTS-GMLC,Y_线路潮流_C35,M2,9,0.8252267241477966,22
RTS-GMLC,Y_线路潮流_C35,M2,10,0.6956546306610107,7
RTS-GMLC,Y_线路潮流_C35,M2,11,0.6956546306610107,6
RTS-GMLC,Y_线路潮流_C35,M2,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,M2,13,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,M2,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,M2,15,0.3131321668624878,0
RTS-GMLC,Y_线路潮流_C35,M2,16,0.28305530548095703,0
RTS-GMLC,Y_线路潮流_C35,M2,17,0.28305530548095703,0
RTS-GMLC,Y_线路潮流_C35,M2,18,0.23928970098495483,0
RTS-GMLC,Y_线路潮流_C35,M2,19,0.23928970098495483,0
RTS-GMLC,Y_线路潮流_C35,M2,20,0.16889989376068115,0
RTS-GMLC,Y_线路潮流_C35,M2,21,0.07101929187774658,0
RTS-GMLC,Y_线路潮流_C35,M2,22,0.05993318557739258,0
RTS-GMLC,Y_线路潮流_C35,M2,23,0.0,0
NEM,Y_机组出力_BW01,pearson,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,pearson,1,0.6533966064453125,257
NEM,Y_机组出力_BW01,pearson,2,0.6533966064453125,234
NEM,Y_机组出力_BW01,pearson,3,0.5680943727493286,121
NEM,Y_机组出力_BW01,pearson,4,0.562649130821228,114
NEM,Y_机组出力_BW01,pearson,5,0.562649130821228,92
NEM,Y_机组出力_BW01,pearson,6,0.562649130821228,76
NEM,Y_机组出力_BW01,pearson,7,0.5590081214904785,55
NEM,Y_机组出力_BW01,pearson,8,0.5540380477905273,51
NEM,Y_机组出力_BW01,pearson,9,0.5540380477905273,48
NEM,Y_机组出力_BW01,pearson,10,0.5540380477905273,46
NEM,Y_机组出力_BW01,pearson,11,0.5468722581863403,44
NEM,Y_机组出力_BW01,pearson,12,0.5468722581863403,43
NEM,Y_机组出力_BW01,pearson,13,0.5468722581863403,37
NEM,Y_机组出力_BW01,pearson,14,0.5449573993682861,35
NEM,Y_机组出力_BW01,pearson,15,0.5449573993682861,30
NEM,Y_机组出力_BW01,pearson,16,0.5203052163124084,10
NEM,Y_机组出力_BW01,pearson,17,0.5116459131240845,7
NEM,Y_机组出力_BW01,pearson,18,0.5116459131240845,6
NEM,Y_机组出力_BW01,pearson,19,0.5116459131240845,5
NEM,Y_机组出力_BW01,pearson,20,0.49640995264053345,0
NEM,Y_机组出力_BW01,pearson,21,0.49284785985946655,0
NEM,Y_机组出力_BW01,pearson,22,0.49284785985946655,0
NEM,Y_机组出力_BW01,pearson,23,0.49284785985946655,0
NEM,Y_机组出力_BW01,pearson,24,0.10558676719665527,0
NEM,Y_机组出力_BW01,pearson,25,0.10558676719665527,0
NEM,Y_机组出力_BW01,pearson,26,0.0858539566397667,0
NEM,Y_机组出力_BW01,pearson,27,0.06502104550600052,0
NEM,Y_机组出力_BW01,pearson,28,0.04142308235168457,0
NEM,Y_机组出力_BW01,pearson,29,0.036271870136260986,0
NEM,Y_机组出力_BW01,pearson,30,0.0,0
NEM,Y_机组出力_BW01,spearman,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,spearman,1,0.6533966064453125,220
NEM,Y_机组出力_BW01,spearman,2,0.6533966064453125,159
NEM,Y_机组出力_BW01,spearman,3,0.5461609363555908,46
NEM,Y_机组出力_BW01,spearman,4,0.4823637008666992,0
NEM,Y_机组出力_BW01,spearman,5,0.4823637008666992,0
NEM,Y_机组出力_BW01,spearman,6,0.4823637008666992,0
NEM,Y_机组出力_BW01,spearman,7,0.4403044581413269,0
NEM,Y_机组出力_BW01,spearman,8,0.4396677017211914,0
NEM,Y_机组出力_BW01,spearman,9,0.4396677017211914,0
NEM,Y_机组出力_BW01,spearman,10,0.43620800971984863,0
NEM,Y_机组出力_BW01,spearman,11,0.4290221929550171,0
NEM,Y_机组出力_BW01,spearman,12,0.412295401096344,0
NEM,Y_机组出力_BW01,spearman,13,0.37872087955474854,0
NEM,Y_机组出力_BW01,spearman,14,0.37872087955474854,0
NEM,Y_机组出力_BW01,spearman,15,0.3630094528198242,0
NEM,Y_机组出力_BW01,spearman,16,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,17,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,18,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,19,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,20,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,21,0.3532019853591919,0
NEM,Y_机组出力_BW01,spearman,22,0.3315768241882324,0
NEM,Y_机组出力_BW01,spearman,23,0.14499185979366302,0
NEM,Y_机组出力_BW01,spearman,24,0.14499185979366302,0
NEM,Y_机组出力_BW01,spearman,25,0.08586034923791885,0
NEM,Y_机组出力_BW01,spearman,26,0.08586034923791885,0
NEM,Y_机组出力_BW01,spearman,27,0.07645457983016968,0
NEM,Y_机组出力_BW01,spearman,28,0.04142308235168457,0
NEM,Y_机组出力_BW01,spearman,29,0.0034617355559021235,0
NEM,Y_机组出力_BW01,spearman,30,0.0,0
NEM,Y_机组出力_BW01,mi,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,mi,1,0.6533966064453125,204
NEM,Y_机组出力_BW01,mi,2,0.6533966064453125,159
NEM,Y_机组出力_BW01,mi,3,0.5461609363555908,46
NEM,Y_机组出力_BW01,mi,4,0.5461609363555908,40
NEM,Y_机组出力_BW01,mi,5,0.5461609363555908,20
NEM,Y_机组出力_BW01,mi,6,0.44893282651901245,0
NEM,Y_机组出力_BW01,mi,7,0.44893282651901245,0
NEM,Y_机组出力_BW01,mi,8,0.44893282651901245,0
NEM,Y_机组出力_BW01,mi,9,0.44893282651901245,0
NEM,Y_机组出力_BW01,mi,10,0.4396677017211914,0
NEM,Y_机组出力_BW01,mi,11,0.4290221929550171,0
NEM,Y_机组出力_BW01,mi,12,0.412295401096344,0
NEM,Y_机组出力_BW01,mi,13,0.3839046061038971,0
NEM,Y_机组出力_BW01,mi,14,0.34401512145996094,0
NEM,Y_机组出力_BW01,mi,15,0.2788960933685303,0
NEM,Y_机组出力_BW01,mi,16,0.2788960933685303,0
NEM,Y_机组出力_BW01,mi,17,0.2579224109649658,0
NEM,Y_机组出力_BW01,mi,18,0.18718038499355316,0
NEM,Y_机组出力_BW01,mi,19,0.16803443431854248,0
NEM,Y_机组出力_BW01,mi,20,0.15854454040527344,0
NEM,Y_机组出力_BW01,mi,21,0.13584786653518677,0
NEM,Y_机组出力_BW01,mi,22,0.1274651288986206,0
NEM,Y_机组出力_BW01,mi,23,0.11869929730892181,0
NEM,Y_机组出力_BW01,mi,24,0.10731293261051178,0
NEM,Y_机组出力_BW01,mi,25,0.09910941123962402,0
NEM,Y_机组出力_BW01,mi,26,0.09307199716567993,0
NEM,Y_机组出力_BW01,mi,27,0.08370059728622437,0
NEM,Y_机组出力_BW01,mi,28,0.023611843585968018,0
NEM,Y_机组出力_BW01,mi,29,0.00550480792298913,0
NEM,Y_机组出力_BW01,mi,30,0.0,0
NEM,Y_机组出力_BW01,dcor,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,dcor,1,0.6533966064453125,257
NEM,Y_机组出力_BW01,dcor,2,0.6533966064453125,212
NEM,Y_机组出力_BW01,dcor,3,0.6533966064453125,190
NEM,Y_机组出力_BW01,dcor,4,0.5680943727493286,78
NEM,Y_机组出力_BW01,dcor,5,0.5589278936386108,72
NEM,Y_机组出力_BW01,dcor,6,0.5558182597160339,51
NEM,Y_机组出力_BW01,dcor,7,0.5558182597160339,30
NEM,Y_机组出力_BW01,dcor,8,0.526328980922699,18
NEM,Y_机组出力_BW01,dcor,9,0.526328980922699,17
NEM,Y_机组出力_BW01,dcor,10,0.4396677017211914,0
NEM,Y_机组出力_BW01,dcor,11,0.4290221929550171,0
NEM,Y_机组出力_BW01,dcor,12,0.4272931218147278,0
NEM,Y_机组出力_BW01,dcor,13,0.37872087955474854,0
NEM,Y_机组出力_BW01,dcor,14,0.37403106689453125,0
NEM,Y_机组出力_BW01,dcor,15,0.3630094528198242,0
NEM,Y_机组出力_BW01,dcor,16,0.2579224109649658,0
NEM,Y_机组出力_BW01,dcor,17,0.2213178277015686,0
NEM,Y_机组出力_BW01,dcor,18,0.18718038499355316,0
NEM,Y_机组出力_BW01,dcor,19,0.18718038499355316,0
NEM,Y_机组出力_BW01,dcor,20,0.18718038499355316,0
NEM,Y_机组出力_BW01,dcor,21,0.1517266035079956,0
NEM,Y_机组出力_BW01,dcor,22,0.14499185979366302,0
NEM,Y_机组出力_BW01,dcor,23,0.14499185979366302,0
NEM,Y_机组出力_BW01,dcor,24,0.10558676719665527,0
NEM,Y_机组出力_BW01,dcor,25,0.08586034923791885,0
NEM,Y_机组出力_BW01,dcor,26,0.0858539566397667,0
NEM,Y_机组出力_BW01,dcor,27,0.0858539566397667,0
NEM,Y_机组出力_BW01,dcor,28,0.04142308235168457,0
NEM,Y_机组出力_BW01,dcor,29,0.0034617355559021235,0
NEM,Y_机组出力_BW01,dcor,30,0.0,0
NEM,Y_机组出力_BW01,M0,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,M0,1,0.6533966064453125,220
NEM,Y_机组出力_BW01,M0,2,0.6533966064453125,159
NEM,Y_机组出力_BW01,M0,3,0.5461609363555908,46
NEM,Y_机组出力_BW01,M0,4,0.5461609363555908,40
NEM,Y_机组出力_BW01,M0,5,0.5461609363555908,20
NEM,Y_机组出力_BW01,M0,6,0.44893282651901245,0
NEM,Y_机组出力_BW01,M0,7,0.44893282651901245,0
NEM,Y_机组出力_BW01,M0,8,0.44893282651901245,0
NEM,Y_机组出力_BW01,M0,9,0.44893282651901245,0
NEM,Y_机组出力_BW01,M0,10,0.4396677017211914,0
NEM,Y_机组出力_BW01,M0,11,0.4290221929550171,0
NEM,Y_机组出力_BW01,M0,12,0.412295401096344,0
NEM,Y_机组出力_BW01,M0,13,0.37872087955474854,0
NEM,Y_机组出力_BW01,M0,14,0.34401512145996094,0
NEM,Y_机组出力_BW01,M0,15,0.2788960933685303,0
NEM,Y_机组出力_BW01,M0,16,0.2579224109649658,0
NEM,Y_机组出力_BW01,M0,17,0.2579224109649658,0
NEM,Y_机组出力_BW01,M0,18,0.2278781533241272,0
NEM,Y_机组出力_BW01,M0,19,0.16803443431854248,0
NEM,Y_机组出力_BW01,M0,20,0.15854454040527344,0
NEM,Y_机组出力_BW01,M0,21,0.1517266035079956,0
NEM,Y_机组出力_BW01,M0,22,0.14499185979366302,0
NEM,Y_机组出力_BW01,M0,23,0.11869929730892181,0
NEM,Y_机组出力_BW01,M0,24,0.10731293261051178,0
NEM,Y_机组出力_BW01,M0,25,0.0964663028717041,0
NEM,Y_机组出力_BW01,M0,26,0.08456176519393921,0
NEM,Y_机组出力_BW01,M0,27,0.08370059728622437,0
NEM,Y_机组出力_BW01,M0,28,0.029658496379852295,0
NEM,Y_机组出力_BW01,M0,29,0.0034617355559021235,0
NEM,Y_机组出力_BW01,M0,30,0.0,0
NEM,Y_机组出力_BW01,loco,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,loco,1,0.5680943727493286,151
NEM,Y_机组出力_BW01,loco,2,0.5680943727493286,131
NEM,Y_机组出力_BW01,loco,3,0.5680943727493286,123
NEM,Y_机组出力_BW01,loco,4,0.5680943727493286,118
NEM,Y_机组出力_BW01,loco,5,0.5680943727493286,114
NEM,Y_机组出力_BW01,loco,6,0.5680943727493286,103
NEM,Y_机组出力_BW01,loco,7,0.5680943727493286,93
NEM,Y_机组出力_BW01,loco,8,0.5680943727493286,90
NEM,Y_机组出力_BW01,loco,9,0.5680943727493286,82
NEM,Y_机组出力_BW01,loco,10,0.5557003021240234,47
NEM,Y_机组出力_BW01,loco,11,0.5507447719573975,32
NEM,Y_机组出力_BW01,loco,12,0.5507447719573975,29
NEM,Y_机组出力_BW01,loco,13,0.5507447719573975,28
NEM,Y_机组出力_BW01,loco,14,0.5507447719573975,25
NEM,Y_机组出力_BW01,loco,15,0.5507447719573975,22
NEM,Y_机组出力_BW01,loco,16,0.5507447719573975,17
NEM,Y_机组出力_BW01,loco,17,0.5507447719573975,17
NEM,Y_机组出力_BW01,loco,18,0.5507447719573975,16
NEM,Y_机组出力_BW01,loco,19,0.5507447719573975,15
NEM,Y_机组出力_BW01,loco,20,0.5134211778640747,6
NEM,Y_机组出力_BW01,loco,21,0.504265308380127,4
NEM,Y_机组出力_BW01,loco,22,0.504265308380127,3
NEM,Y_机组出力_BW01,loco,23,0.48314499855041504,0
NEM,Y_机组出力_BW01,loco,24,0.48060929775238037,0
NEM,Y_机组出力_BW01,loco,25,0.48060929775238037,0
NEM,Y_机组出力_BW01,loco,26,0.38925111293792725,0
NEM,Y_机组出力_BW01,loco,27,0.30730587244033813,0
NEM,Y_机组出力_BW01,loco,28,0.1710904836654663,0
NEM,Y_机组出力_BW01,loco,29,0.1348164677619934,0
NEM,Y_机组出力_BW01,loco,30,0.0,0
NEM,Y_机组出力_BW01,perm,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,perm,1,0.5680943727493286,151
NEM,Y_机组出力_BW01,perm,2,0.5680943727493286,106
NEM,Y_机组出力_BW01,perm,3,0.5680943727493286,87
NEM,Y_机组出力_BW01,perm,4,0.5680943727493286,71
NEM,Y_机组出力_BW01,perm,5,0.5680943727493286,68
NEM,Y_机组出力_BW01,perm,6,0.5368401408195496,39
NEM,Y_机组出力_BW01,perm,7,0.5368401408195496,38
NEM,Y_机组出力_BW01,perm,8,0.5368401408195496,37
NEM,Y_机组出力_BW01,perm,9,0.5368401408195496,35
NEM,Y_机组出力_BW01,perm,10,0.5368401408195496,32
NEM,Y_机组出力_BW01,perm,11,0.5368401408195496,28
NEM,Y_机组出力_BW01,perm,12,0.5368401408195496,26
NEM,Y_机组出力_BW01,perm,13,0.5368401408195496,23
NEM,Y_机组出力_BW01,perm,14,0.5262845158576965,22
NEM,Y_机组出力_BW01,perm,15,0.5249454379081726,21
NEM,Y_机组出力_BW01,perm,16,0.5249454379081726,20
NEM,Y_机组出力_BW01,perm,17,0.5249454379081726,18
NEM,Y_机组出力_BW01,perm,18,0.5249454379081726,16
NEM,Y_机组出力_BW01,perm,19,0.5145769119262695,15
NEM,Y_机组出力_BW01,perm,20,0.5145769119262695,13
NEM,Y_机组出力_BW01,perm,21,0.39924952387809753,0
NEM,Y_机组出力_BW01,perm,22,0.39924952387809753,0
NEM,Y_机组出力_BW01,perm,23,0.3903409540653229,0
NEM,Y_机组出力_BW01,perm,24,0.3903409540653229,0
NEM,Y_机组出力_BW01,perm,25,0.3903409540653229,0
NEM,Y_机组出力_BW01,perm,26,0.3903409540653229,0
NEM,Y_机组出力_BW01,perm,27,0.2994532585144043,0
NEM,Y_机组出力_BW01,perm,28,0.26153409481048584,0
NEM,Y_机组出力_BW01,perm,29,0.24265718460083008,0
NEM,Y_机组出力_BW01,perm,30,0.0,0
NEM,Y_机组出力_BW01,sage,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,sage,1,0.5680943727493286,151
NEM,Y_机组出力_BW01,sage,2,0.5680943727493286,106
NEM,Y_机组出力_BW01,sage,3,0.5680943727493286,87
NEM,Y_机组出力_BW01,sage,4,0.5368401408195496,55
NEM,Y_机组出力_BW01,sage,5,0.5368401408195496,53
NEM,Y_机组出力_BW01,sage,6,0.5349594354629517,52
NEM,Y_机组出力_BW01,sage,7,0.5349594354629517,48
NEM,Y_机组出力_BW01,sage,8,0.5330716371536255,47
NEM,Y_机组出力_BW01,sage,9,0.5288201570510864,46
NEM,Y_机组出力_BW01,sage,10,0.5229388475418091,33
NEM,Y_机组出力_BW01,sage,11,0.5229388475418091,31
NEM,Y_机组出力_BW01,sage,12,0.5229388475418091,18
NEM,Y_机组出力_BW01,sage,13,0.5229388475418091,17
NEM,Y_机组出力_BW01,sage,14,0.5229388475418091,16
NEM,Y_机组出力_BW01,sage,15,0.5229388475418091,14
NEM,Y_机组出力_BW01,sage,16,0.5229388475418091,13
NEM,Y_机组出力_BW01,sage,17,0.5229388475418091,12
NEM,Y_机组出力_BW01,sage,18,0.5229388475418091,11
NEM,Y_机组出力_BW01,sage,19,0.5229388475418091,10
NEM,Y_机组出力_BW01,sage,20,0.5229388475418091,9
NEM,Y_机组出力_BW01,sage,21,0.5229388475418091,8
NEM,Y_机组出力_BW01,sage,22,0.5229388475418091,7
NEM,Y_机组出力_BW01,sage,23,0.5229388475418091,6
NEM,Y_机组出力_BW01,sage,24,0.5229388475418091,4
NEM,Y_机组出力_BW01,sage,25,0.5229388475418091,3
NEM,Y_机组出力_BW01,sage,26,0.49836498498916626,0
NEM,Y_机组出力_BW01,sage,27,0.38333427906036377,0
NEM,Y_机组出力_BW01,sage,28,0.3412492871284485,0
NEM,Y_机组出力_BW01,sage,29,0.17090445756912231,0
NEM,Y_机组出力_BW01,sage,30,0.0,0
NEM,Y_机组出力_BW01,graph,0,0.6533966064453125,266
NEM,Y_机组出力_BW01,graph,1,0.6533966064453125,242
NEM,Y_机组出力_BW01,graph,2,0.6533966064453125,219
NEM,Y_机组出力_BW01,graph,3,0.6533966064453125,175
NEM,Y_机组出力_BW01,graph,4,0.6533966064453125,168
NEM,Y_机组出力_BW01,graph,5,0.6533966064453125,161
NEM,Y_机组出力_BW01,graph,6,0.6533966064453125,121
NEM,Y_机组出力_BW01,graph,7,0.6533966064453125,101
NEM,Y_机组出力_BW01,graph,8,0.6533966064453125,88
NEM,Y_机组出力_BW01,graph,9,0.6533966064453125,78
NEM,Y_机组出力_BW01,graph,10,0.5461609363555908,8
NEM,Y_机组出力_BW01,graph,11,0.5415732860565186,7
NEM,Y_机组出力_BW01,graph,12,0.412295401096344,0
NEM,Y_机组出力_BW01,graph,13,0.37872087955474854,0
NEM,Y_机组出力_BW01,graph,14,0.37872087955474854,0
NEM,Y_机组出力_BW01,graph,15,0.37872087955474854,0
NEM,Y_机组出力_BW01,graph,16,0.2788960933685303,0
NEM,Y_机组出力_BW01,graph,17,0.2788960933685303,0
NEM,Y_机组出力_BW01,graph,18,0.25440847873687744,0
NEM,Y_机组出力_BW01,graph,19,0.18718038499355316,0
NEM,Y_机组出力_BW01,graph,20,0.18718038499355316,0
NEM,Y_机组出力_BW01,graph,21,0.18718038499355316,0
