indices,child_search_syn,child_audit_syn,child_search_conf,child_audit_conf,child_conf_stable,any_parent_score_search,aligned_parent_score_search_caudit,aligned_parent_score_search_csearch,any_parent_score_audit,aligned_parent_score_audit,any_rank_search,aligned_rank_search_caudit,aligned_rank_search_csearch,any_rank_audit,aligned_rank_audit,best_parent_conf_search,best_parent_conf_audit,best_parent_conf_matches_child_audit,best_parent_conf_matches_child_search,best_parent_pos_search,best_parent_pos_audit
"0,1,14,31,40",0.05202646926045418,0.03224143385887146,0,0,True,0.06748376786708832,0.06601496785879135,0.06601496785879135,0.07361534982919693,0.05847029387950897,1828,528,528,1664,759,11,11,False,False,0,0
"0,1,14,32,37",0.049294888973236084,0.05233306437730789,11,11,True,0.07608543336391449,0.07608543336391449,0.07608543336391449,0.07473528385162354,0.07473528385162354,989,309,309,1542,378,11,11,True,True,3,3
"0,1,14,32,38",0.05506099760532379,0.039878346025943756,11,11,True,0.08090178668498993,0.08090178668498993,0.08090178668498993,0.08358923345804214,0.08358923345804214,719,233,233,861,175,11,11,True,True,3,3
"0,1,14,32,40",0.05202503129839897,0.03224007785320282,0,0,True,0.06748242676258087,0.06601370871067047,0.06601370871067047,0.07361301779747009,0.05846823751926422,1830,529,529,1665,760,11,11,False,False,0,0
"0,1,14,33,37",0.04876416176557541,0.05102701857686043,11,11,True,0.07431305944919586,0.07431305944919586,0.07431305944919586,0.08175916969776154,0.08175916969776154,1124,350,350,958,209,11,11,True,True,0,0
"0,1,14,33,40",0.0542687326669693,0.021245112642645836,0,0,True,0.07431305944919586,0.06867355108261108,0.06867355108261108,0.08175916969776154,0.056403353810310364,1124,438,438,958,889,11,11,False,False,0,0
"0,1,14,37,39",0.050951384007930756,0.010179256089031696,11,7,False,0.0722898319363594,0.008478227071464062,0.0722898319363594,0.05715068429708481,0.022903231903910637,1280,23262,397,4861,4301,11,11,False,True,1,0
"0,1,15,17,19",0.06074771657586098,0.05568497255444527,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,2,2
"0,1,15,17,20",0.06598308682441711,0.06028023362159729,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,2,2
"0,1,15,19,26",0.04333556070923805,0.05023189261555672,0,0,True,0.08010251820087433,0.08010251820087433,0.08010251820087433,0.0776439905166626,0.0776439905166626,755,193,193,1265,231,0,0,True,True,0,0
"0,1,15,19,31",0.04623343050479889,0.05699886754155159,0,0,True,0.08010251820087433,0.08010251820087433,0.08010251820087433,0.07892404496669769,0.07892404496669769,755,193,193,1157,218,0,0,True,True,0,2
"0,1,15,19,32",0.04623134061694145,0.056996844708919525,0,0,True,0.08010251820087433,0.08010251820087433,0.08010251820087433,0.07892810553312302,0.07892810553312302,755,193,193,1156,217,0,0,True,True,0,2
"0,1,15,19,33",0.044340308755636215,0.05309086665511131,0,0,True,0.08010251820087433,0.08010251820087433,0.08010251820087433,0.0776439905166626,0.0776439905166626,755,193,193,1265,231,0,0,True,True,0,0
"0,1,15,19,40",0.044369615614414215,0.05770163983106613,0,0,True,0.08144304901361465,0.08144304901361465,0.08144304901361465,0.0776439905166626,0.0776439905166626,691,176,176,1265,231,0,0,True,True,2,0
"0,1,15,20,31",0.0494401790201664,0.0599617063999176,0,0,True,0.07172833383083344,0.07172833383083344,0.07172833383083344,0.07468615472316742,0.07468615472316742,1340,352,352,1551,277,0,0,True,True,2,2
"0,1,15,20,32",0.04943816736340523,0.059959668666124344,0,0,True,0.07172760367393494,0.07172760367393494,0.07172760367393494,0.074690081179142,0.074690081179142,1341,353,353,1549,276,0,0,True,True,2,2
"0,1,15,20,33",0.04693901538848877,0.05558948963880539,0,0,True,0.0675179585814476,0.0675179585814476,0.0675179585814476,0.07330643385648727,0.07330643385648727,1822,479,479,1696,308,0,0,True,True,0,0
"0,1,15,20,40",0.04741920158267021,0.06202906742691994,0,0,True,0.0683891698718071,0.0683891698718071,0.0683891698718071,0.07330643385648727,0.07330643385648727,1721,452,452,1696,308,0,0,True,True,2,0
"0,1,17,18,19",0.09072453528642654,0.1343643218278885,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,1,1
"0,1,17,18,20",0.0774669423699379,0.11524732410907745,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,1,1
"0,1,17,19,31",0.06859093904495239,0.08459944278001785,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,0,0
"0,1,17,19,32",0.06859032809734344,0.08459868282079697,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,0,0
"0,1,17,19,33",0.05937382951378822,0.07195891439914703,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,0,0
"0,1,17,19,40",0.055087700486183167,0.06679125130176544,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,0,0
"0,1,17,19,42",0.057714447379112244,0.05372127890586853,0,0,True,0.09924506396055222,0.09924506396055222,0.09924506396055222,0.10579673945903778,0.10579673945903778,195,59,59,222,47,0,0,True,True,4,4
"0,1,17,19,43",0.04688458889722824,0.064712755382061,0,0,True,0.09545056521892548,0.09545056521892548,0.09545056521892548,0.10047104954719543,0.10047104954719543,266,73,73,310,58,0,0,True,True,0,0
"0,1,17,20,31",0.058637585490942,0.0716671571135521,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,0,0
"0,1,17,20,32",0.05863628536462784,0.07166585326194763,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,0,0
"0,1,17,20,33",0.049672823399305344,0.0602327324450016,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,0,0
"0,1,17,20,40",0.046994399279356,0.06518014520406723,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08706922084093094,0.08706922084093094,553,146,146,690,127,0,0,True,True,0,0
"0,1,17,20,43",0.05365975573658943,0.07058511674404144,0,0,True,0.08462673425674438,0.08462673425674438,0.08462673425674438,0.08758879452943802,0.08758879452943802,553,146,146,672,121,0,0,True,True,0,4
"0,1,18,25,40",0.01207277923822403,0.0685356929898262,9,7,False,0.027911193668842316,0.004109852481633425,0.020278342068195343,0.07552637904882431,0.07552637904882431,40043,43263,5972,1447,103,11,7,False,False,3,1
"0,1,19,24,31",0.04907598719000816,0.05714548006653786,0,0,True,0.07907407730817795,0.07907407730817795,0.07907407730817795,0.07892404496669769,0.07892404496669769,803,206,206,1157,218,0,0,True,True,1,1
"0,1,19,24,32",0.04907277971506119,0.05714234709739685,0,0,True,0.0790802612900734,0.0790802612900734,0.0790802612900734,0.07892810553312302,0.07892810553312302,802,205,205,1156,217,0,0,True,True,1,1
"0,1,19,26,30",0.04764623939990997,0.05882091820240021,0,0,True,0.07710394263267517,0.07710394263267517,0.07710394263267517,0.07686355710029602,0.07686355710029602,918,240,240,1332,246,0,0,True,True,1,0
"0,1,19,26,31",0.05132652074098587,0.05911602824926376,0,0,True,0.07907407730817795,0.07907407730817795,0.07907407730817795,0.07892404496669769,0.07892404496669769,803,206,206,1157,218,0,0,True,True,1,1
"0,1,19,26,32",0.05132470279932022,0.05911221355199814,0,0,True,0.0790802612900734,0.0790802612900734,0.0790802612900734,0.07892810553312302,0.07892810553312302,802,205,205,1156,217,0,0,True,True,1,1
"0,1,19,26,39",0.054578498005867004,0.02131207473576069,0,7,False,0.0804557278752327,0.019156785681843758,0.0804557278752327,0.07686355710029602,0.027536703273653984,739,5051,186,1332,2767,0,0,False,True,1,0
"0,1,19,29,34",0.04559551551938057,0.05383464694023132,0,0,True,0.0645163357257843,0.0645163357257843,0.0645163357257843,0.06304620206356049,0.06304620206356049,2306,598,598,3324,561,0,0,True,True,0,0
"0,1,19,29,35",0.04559551551938057,0.05383464694023132,0,0,True,0.0645163357257843,0.0645163357257843,0.0645163357257843,0.06304620206356049,0.06304620206356049,2306,598,598,3324,561,0,0,True,True,0,0
"0,1,19,29,36",0.04559551551938057,0.05383464694023132,0,0,True,0.0645163357257843,0.0645163357257843,0.0645163357257843,0.06304620206356049,0.06304620206356049,2306,598,598,3324,561,0,0,True,True,0,0
"0,1,19,30,31",0.04855722934007645,0.05752981826663017,0,0,True,0.07907407730817795,0.07907407730817795,0.07907407730817795,0.07892404496669769,0.07892404496669769,803,206,206,1157,218,0,0,True,True,1,1
"0,1,19,30,32",0.04855890944600105,0.057532452046871185,0,0,True,0.0790802612900734,0.0790802612900734,0.0790802612900734,0.07892810553312302,0.07892810553312302,802,205,205,1156,217,0,0,True,True,1,1
"0,1,19,30,33",0.05142652988433838,0.05835798382759094,0,0,True,0.07710394263267517,0.07710394263267517,0.07710394263267517,0.07199285924434662,0.07199285924434662,918,240,240,1852,330,0,0,True,True,0,0
"0,1,19,30,34",0.053478773683309555,0.05698050186038017,0,0,True,0.07710394263267517,0.07710394263267517,0.07710394263267517,0.07199285924434662,0.07199285924434662,918,240,240,1852,330,0,0,True,True,0,0
"0,1,19,30,35",0.053478773683309555,0.05698050186038017,0,0,True,0.07710394263267517,0.07710394263267517,0.07710394263267517,0.07199285924434662,0.07199285924434662,918,240,240,1852,330,0,0,True,True,0,0
"0,1,19,30,36",0.053478773683309555,0.05698050186038017,0,0,True,0.07710394263267517,0.07710394263267517,0.07710394263267517,0.07199285924434662,0.07199285924434662,918,240,240,1852,330,0,0,True,True,0,0
"0,1,19,31,40",0.07070203870534897,0.07022509723901749,0,0,True,0.08144304901361465,0.08144304901361465,0.08144304901361465,0.07892404496669769,0.07892404496669769,691,176,176,1157,218,0,0,True,True,1,0
"0,1,19,32,40",0.0707017108798027,0.07022757828235626,0,0,True,0.08144304901361465,0.08144304901361465,0.08144304901361465,0.07892810553312302,0.07892810553312302,691,176,176,1156,217,0,0,True,True,1,0
"0,1,19,33,40",0.06505243480205536,0.06244105473160744,0,0,True,0.08144304901361465,0.08144304901361465,0.08144304901361465,0.06746210157871246,0.06746210157871246,691,176,176,2480,412,0,0,True,True,1,0
"0,1,20,24,31",0.051536958664655685,0.05721757560968399,0,0,True,0.07172833383083344,0.07172833383083344,0.07172833383083344,0.07468615472316742,0.07468615472316742,1340,352,352,1551,277,0,0,True,True,1,1
"0,1,20,24,32",0.05153365805745125,0.05722023546695709,0,0,True,0.07172760367393494,0.07172760367393494,0.07172760367393494,0.074690081179142,0.074690081179142,1341,353,353,1549,276,0,0,True,True,1,1
"0,1,20,26,30",0.046420954167842865,0.057687271386384964,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07324402034282684,0.07324402034282684,1036,267,267,1709,309,0,0,True,True,1,1
"0,1,20,26,31",0.04959620162844658,0.05576392263174057,0,0,True,0.07189716398715973,0.07189716398715973,0.07189716398715973,0.07468615472316742,0.07468615472316742,1323,348,348,1551,277,0,0,True,True,0,1
"0,1,20,26,32",0.049594175070524216,0.055760037153959274,0,0,True,0.07189716398715973,0.07189716398715973,0.07189716398715973,0.074690081179142,0.074690081179142,1323,348,348,1549,276,0,0,True,True,0,1
"0,1,20,26,39",0.05289055034518242,0.017648132517933846,0,10,False,0.07345488667488098,0.0166570283472538,0.07345488667488098,0.06553343683481216,0.024204712361097336,1185,10500,310,2820,3125,0,0,False,True,1,0
"0,1,20,29,34",0.042801886796951294,0.050482265651226044,0,0,True,0.06697395443916321,0.06697395443916321,0.06697395443916321,0.06475941836833954,0.06475941836833954,1900,499,499,2971,502,0,0,True,True,0,0
"0,1,20,29,35",0.042801886796951294,0.050482265651226044,0,0,True,0.06697395443916321,0.06697395443916321,0.06697395443916321,0.06475941836833954,0.06475941836833954,1900,499,499,2971,502,0,0,True,True,0,0
"0,1,20,29,36",0.042801886796951294,0.050482265651226044,0,0,True,0.06697395443916321,0.06697395443916321,0.06697395443916321,0.06475941836833954,0.06475941836833954,1900,499,499,2971,502,0,0,True,True,0,0
"0,1,20,30,31",0.05038702115416527,0.05888257548213005,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07468615472316742,0.07468615472316742,1036,267,267,1551,277,0,0,True,True,0,1
"0,1,20,30,32",0.05038857460021973,0.05888506770133972,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.074690081179142,0.074690081179142,1036,267,267,1549,276,0,0,True,True,0,1
"0,1,20,30,33",0.053953852504491806,0.06068449467420578,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07324402034282684,0.07324402034282684,1036,267,267,1709,309,0,0,True,True,0,0
"0,1,20,30,34",0.049774494022130966,0.05357778072357178,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07324402034282684,0.07324402034282684,1036,267,267,1709,309,0,0,True,True,0,0
"0,1,20,30,35",0.049774494022130966,0.05357778072357178,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07324402034282684,0.07324402034282684,1036,267,267,1709,309,0,0,True,True,0,0
"0,1,20,30,36",0.049774494022130966,0.05357778072357178,0,0,True,0.07543257623910904,0.07543257623910904,0.07543257623910904,0.07324402034282684,0.07324402034282684,1036,267,267,1709,309,0,0,True,True,0,0
"0,1,20,31,40",0.059198230504989624,0.06667512655258179,0,0,True,0.07172833383083344,0.07172833383083344,0.07172833383083344,0.07468615472316742,0.07468615472316742,1340,352,352,1551,277,0,0,True,True,0,0
"0,1,20,32,40",0.05919702351093292,0.06667736172676086,0,0,True,0.07172760367393494,0.07172760367393494,0.07172760367393494,0.074690081179142,0.074690081179142,1341,353,353,1549,276,0,0,True,True,0,0
"0,1,20,33,40",0.06157008931040764,0.058475855737924576,0,0,True,0.0683891698718071,0.0683891698718071,0.0683891698718071,0.06289001554250717,0.06289001554250717,1721,452,452,3359,567,0,0,True,True,1,0
"0,1,20,39,40",0.019552545621991158,0.052236463874578476,4,7,False,0.07345488667488098,0.01237530168145895,0.03203245997428894,0.06069276109337807,0.013538272120058537,1185,12930,5757,3852,12135,0,0,False,False,0,1
"0,1,23,29,40",0.008087187074124813,0.06746326386928558,10,7,False,0.03647368401288986,0.025154782459139824,0.011870195157825947,0.02097262069582939,-0.013136270456016064,19779,2416,20794,60864,95015,0,11,False,False,2,2
"0,1,23,34,40",0.02776886709034443,0.05489833280444145,0,7,False,0.035328324884176254,-0.0029431472066789865,0.035328324884176254,0.01644853688776493,-0.024283960461616516,21798,92199,6825,79691,105798,0,5,False,True,4,1
"0,1,23,35,40",0.02776886709034443,0.05489833280444145,0,7,False,0.035328324884176254,-0.0029431472066789865,0.035328324884176254,0.01644853688776493,-0.024283960461616516,21799,92199,6826,79691,105799,0,5,False,True,4,1
"0,1,23,36,40",0.02776886709034443,0.05489833280444145,0,7,False,0.035328324884176254,-0.0029431472066789865,0.035328324884176254,0.01644853688776493,-0.024283960461616516,21800,92199,6827,79691,105800,0,5,False,True,4,1
"0,1,23,39,40",0.01738237589597702,0.0678558200597763,0,8,False,0.028690611943602562,0.0001245737075805664,0.028690611943602562,0.04286210983991623,-0.09414409846067429,37624,89130,12326,13017,129523,0,7,False,True,0,3
"0,1,29,37,40",0.02810416743159294,0.050046179443597794,11,7,False,0.05026211962103844,0.02008139342069626,0.05026211962103844,0.0293791014701128,0.01983281411230564,6756,4504,2524,33656,5853,11,11,False,True,2,3
"0,1,29,39,40",0.018093422055244446,0.09491286426782608,0,4,False,0.03938703238964081,0.028042403981089592,0.03938703238964081,0.20574261248111725,0.20574261248111725,15717,8124,4696,10,10,0,4,False,True,0,4
"0,1,30,39,40",0.020511437207460403,0.061230938881635666,0,4,False,0.05065800994634628,0.03420236334204674,0.05065800994634628,0.21642939746379852,0.21642939746379852,6547,4771,1797,8,8,0,4,False,True,0,4
"0,1,38,39,40",0.037086524069309235,0.07352422922849655,0,0,True,0.06311976164579391,0.06311976164579391,0.06311976164579391,0.14962343871593475,0.11119836568832397,2567,660,660,41,33,0,4,True,True,3,3
"0,2,3,5,6",0.05641482397913933,0.05001012608408928,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.07193596661090851,0.07193596661090851,831,264,264,1862,457,11,11,True,True,1,2
"0,2,3,5,11",0.0417255200445652,0.07131513208150864,11,11,True,0.08931360393762589,0.07850517332553864,0.07850517332553864,0.0954447090625763,0.07695198059082031,394,262,262,421,312,9,9,False,False,1,1
"0,2,3,5,18",0.02961435727775097,0.05387482792139053,11,11,True,0.05130372568964958,0.05130372568964958,0.05130372568964958,0.06144334748387337,0.06144334748387337,6240,2331,2331,3696,1089,11,11,True,True,3,4
"0,2,3,6,11",0.05778200924396515,0.06352982670068741,11,11,True,0.08931360393762589,0.07850517332553864,0.07850517332553864,0.0954447090625763,0.0825718566775322,394,262,262,421,194,9,9,False,False,1,1
"0,2,3,6,13",0.050323210656642914,0.04091483727097511,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,15",0.0653570219874382,0.038835179060697556,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,18",0.03966134414076805,0.05063168704509735,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,31",0.057174574583768845,0.04305936396121979,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,32",0.057176001369953156,0.043058447539806366,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,33",0.0613362118601799,0.05081801116466522,11,11,True,0.07846016436815262,0.07846016436815262,0.07846016436815262,0.06569857895374298,0.06569857895374298,831,264,264,2792,771,11,11,True,True,0,0
"0,2,3,6,37",0.07314633578062057,0.0579657107591629,11,11,True,0.08183209598064423,0.08183209598064423,0.08183209598064423,0.09219276905059814,0.09219276905059814,678,214,214,512,95,11,11,True,True,1,1
"0,2,3,7,10",0.04284286871552467,0.05481940507888794,9,9,True,0.06421249359846115,0.06421249359846115,0.06421249359846115,0.07109802216291428,0.07109802216291428,2376,52,52,1986,40,9,9,True,True,1,1
"0,2,3,7,17",0.05690106377005577,0.06338987499475479,9,9,True,0.10503355413675308,0.07467197626829147,0.07467197626829147,0.09075082838535309,0.06433074176311493,110,21,21,556,65,11,11,False,False,4,4
"0,2,3,7,19",0.044579777866601944,0.05614989995956421,9,9,True,0.05037230625748634,0.04126862809062004,0.04126862809062004,0.05976944789290428,0.04467412829399109,6696,448,448,4097,315,4,4,False,False,4,4
"0,2,3,7,20",0.039282988756895065,0.053216852247714996,9,9,True,0.04577551782131195,0.03933180868625641,0.03933180868625641,0.05449008196592331,0.04584117233753204,9513,564,564,5880,278,4,4,False,False,4,4
"0,2,3,9,18",0.05204670503735542,0.03794718533754349,11,11,True,0.0935492217540741,0.0935492217540741,0.0935492217540741,0.09896278381347656,0.09896278381347656,308,93,93,345,62,11,11,True,True,4,4
"0,2,3,10,17",0.04493136703968048,0.05829474702477455,9,9,True,0.06421249359846115,0.06421249359846115,0.06421249359846115,0.07109802216291428,0.07109802216291428,2376,52,52,1986,40,9,9,True,True,0,0
"0,2,3,11,15",0.049726393073797226,0.07093334943056107,11,11,True,0.08931360393762589,0.07850517332553864,0.07850517332553864,0.0954447090625763,0.07695198059082031,394,262,262,421,312,9,9,False,False,0,0
"0,2,3,11,37",0.05112484097480774,0.06756439059972763,11,11,True,0.08931360393762589,0.08183209598064423,0.08183209598064423,0.0954447090625763,0.09219276905059814,394,214,214,421,95,9,9,False,False,0,0
"0,2,3,11,39",0.051160991191864014,0.03374391049146652,11,11,True,0.08931360393762589,0.07850517332553864,0.07850517332553864,0.0954447090625763,0.08482597023248672,394,262,262,421,161,9,9,False,False,0,0
"0,2,3,12,42",0.06402261555194855,0.041195347905159,0,0,True,0.12462208420038223,0.12462208420038223,0.12462208420038223,0.11923909187316895,0.11923909187316895,37,12,12,123,21,0,0,True,True,4,4
"0,2,3,15,18",0.036051712930202484,0.05622332543134689,11,11,True,0.05336173623800278,0.05336173623800278,0.05336173623800278,0.06519421935081482,0.06519421935081482,5283,1975,1975,2893,801,11,11,True,True,0,4
"0,2,3,17,19",0.0464508943259716,0.05773945897817612,9,9,True,0.047118157148361206,0.04567723721265793,0.04567723721265793,0.05693213641643524,0.051870327442884445,8502,292,292,4935,156,4,4,False,False,4,4
"0,2,3,17,20",0.0420321561396122,0.05603739991784096,9,9,True,0.04455740749835968,0.04455740749835968,0.04455740749835968,0.05241651087999344,0.05142287537455559,10437,331,331,6716,163,9,4,True,True,2,4
"0,2,3,19,40",0.017056619748473167,0.05363671854138374,11,6,False,0.04101983457803726,0.005939688067883253,0.03662998974323273,0.0579325295984745,0.04917426407337189,13806,19483,7644,4633,277,0,4,False,False,3,4
"0,2,3,20,40",0.015188431367278099,0.05262471362948418,11,6,False,0.04383622482419014,0.005985352210700512,0.03662998974323273,0.06601472944021225,0.0533224493265152,11045,19342,7644,2738,214,0,4,False,False,3,4
"0,2,3,31,37",0.05392778664827347,0.052644647657871246,11,11,True,0.08183209598064423,0.08183209598064423,0.08183209598064423,0.09219276905059814,0.09219276905059814,678,214,214,512,95,11,11,True,True,1,1
"0,2,3,32,37",0.053926996886730194,0.052643902599811554,11,11,True,0.08183209598064423,0.08183209598064423,0.08183209598064423,0.09219276905059814,0.09219276905059814,678,214,214,512,95,11,11,True,True,1,1
"0,2,3,33,37",0.05781392753124237,0.05933491140604019,11,11,True,0.08183209598064423,0.08183209598064423,0.08183209598064423,0.09219276905059814,0.09219276905059814,678,214,214,512,95,11,11,True,True,1,1
"0,2,4,12,19",0.06303154677152634,0.03815753012895584,0,0,True,0.0715482160449028,0.0715482160449028,0.0715482160449028,0.07398312538862228,0.07398312538862228,1360,362,362,1629,294,0,0,True,True,4,4
"0,2,4,12,20",0.07805506139993668,0.049601443111896515,0,0,True,0.07166115939617157,0.07166115939617157,0.07166115939617157,0.07332809269428253,0.07332809269428253,1349,357,357,1693,307,0,0,True,True,4,4
"0,2,5,6,11",0.03699411451816559,0.05468044430017471,11,11,True,0.06834150105714798,0.06834150105714798,0.06834150105714798,0.0825718566775322,0.0825718566775322,1727,569,569,918,194,11,11,True,True,2,2
"0,2,5,6,13",0.055752456188201904,0.051265913993120193,11,11,True,0.06839261204004288,0.06839261204004288,0.06839261204004288,0.07193596661090851,0.07193596661090851,1719,563,563,1862,457,11,11,True,True,2,0
"0,2,5,6,33",0.05130741372704506,0.03903624415397644,11,11,True,0.06878284364938736,0.06878284364938736,0.06878284364938736,0.07301048934459686,0.07301048934459686,1655,540,540,1736,424,11,11,True,True,2,4
"0,2,5,6,37",0.04715503379702568,0.0513964407145977,11,11,True,0.06926073133945465,0.06926073133945465,0.06926073133945465,0.07193596661090851,0.07193596661090851,1602,523,523,1862,457,11,11,True,True,2,0
"0,2,5,7,17",0.06461040675640106,0.0597863644361496,11,11,True,0.0779590904712677,0.0779590904712677,0.0779590904712677,0.09063240140676498,0.09063240140676498,862,273,273,559,106,11,11,True,True,4,4
"0,2,5,7,19",0.036294326186180115,0.05122645944356918,0,9,False,0.04126862809062004,0.04126862809062004,0.03980238735675812,0.05253501236438751,0.04467412829399109,13480,448,4524,6648,315,9,4,True,False,2,4
"0,2,5,7,20",0.037644315510988235,0.0501161552965641,0,9,False,0.03975047916173935,0.03933180868625641,0.03975047916173935,0.051823921501636505,0.04584117233753204,15220,564,4544,7011,278,0,4,False,True,3,4
"0,2,5,11,12",0.050088148564100266,0.05618524178862572,0,11,False,0.06325168907642365,0.05126940459012985,0.06325168907642365,0.059752460569143295,0.059752460569143295,2534,2337,656,4102,1259,0,11,False,True,1,0
"0,2,5,11,13",0.04457077756524086,0.05366259440779686,11,11,True,0.08457198739051819,0.06928453594446182,0.06928453594446182,0.07854799926280975,0.07729040086269379,557,522,522,1189,300,9,9,False,False,2,2
"0,2,5,12,29",0.056580863893032074,0.05064430460333824,11,11,True,0.07306203246116638,0.05224639177322388,0.05224639177322388,0.0584326833486557,0.0584326833486557,1220,2147,2147,4476,1401,0,11,False,False,2,4
"0,2,5,12,30",0.05046028643846512,0.045935727655887604,11,0,False,0.06325168907642365,0.06325168907642365,0.05950803682208061,0.05738269165158272,0.05426771193742752,2534,656,1240,4779,1064,0,11,True,False,0,4
"0,2,5,12,37",0.06337393075227737,0.059691172093153,11,11,True,0.08190497756004333,0.08190497756004333,0.08190497756004333,0.07221298664808273,0.07221298664808273,677,213,213,1835,448,11,11,True,True,4,4
"0,2,5,12,42",0.055453985929489136,0.057952042669057846,0,0,True,0.07275909185409546,0.07275909185409546,0.07275909185409546,0.07071029394865036,0.07071029394865036,1246,328,328,2034,362,0,0,True,True,2,4
"0,2,5,13,37",0.04364341124892235,0.05303006246685982,11,11,True,0.07059431821107864,0.07059431821107864,0.07059431821107864,0.08565830439329147,0.08565830439329147,1468,452,452,746,152,11,11,True,True,2,2
"0,2,5,15,37",0.031062448397278786,0.050112251192331314,11,11,True,0.0603458546102047,0.0603458546102047,0.0603458546102047,0.06639780104160309,0.06639780104160309,3130,1160,1160,2669,724,11,11,True,True,3,2
"0,2,5,15,38",0.040705107152462006,0.05857366323471069,0,0,True,0.06378397345542908,0.05410099774599075,0.05410099774599075,0.07132035493850708,0.06020288169384003,2433,1340,1340,1954,680,11,11,False,False,3,3
"0,2,5,17,19",0.03662870451807976,0.050134580582380295,0,9,False,0.04567723721265793,0.04567723721265793,0.03435284271836281,0.051870327442884445,0.051870327442884445,9578,292,7450,6982,156,9,9,True,False,2,2
"0,2,5,33,37",0.036653243005275726,0.05011127516627312,11,11,True,0.07435212284326553,0.07435212284326553,0.07435212284326553,0.08905207365751266,0.08905207365751266,1121,349,349,613,121,11,11,True,True,2,2
"0,2,6,9,18",0.05022522062063217,0.047630779445171356,11,11,True,0.06921577453613281,0.06921577453613281,0.06921577453613281,0.06314992904663086,0.06314992904663086,1606,524,524,3304,955,11,11,True,True,2,4
"0,2,6,9,37",0.05489084869623184,0.05056129768490791,11,11,True,0.07032689452171326,0.07032689452171326,0.07032689452171326,0.06616546213626862,0.06616546213626862,1491,461,461,2706,740,11,11,True,True,3,1
"0,2,6,9,39",0.040482599288225174,0.057555776089429855,11,11,True,0.0681917667388916,0.0681917667388916,0.0681917667388916,0.05447836592793465,0.052397098392248154,1741,574,574,5887,2212,11,2,True,True,1,4
"0,2,6,11,13",0.06172717735171318,0.0546790286898613,11,11,True,0.08457198739051819,0.06839261204004288,0.06839261204004288,0.0825718566775322,0.0825718566775322,557,563,563,918,194,9,11,False,False,2,0
"0,2,6,11,15",0.039666201919317245,0.05740497633814812,11,11,True,0.06834150105714798,0.06834150105714798,0.06834150105714798,0.0825718566775322,0.0825718566775322,1727,569,569,918,194,11,11,True,True,0,0
