数据,目标,估计器,τ,δ,规则,关键数,标记数,召回,精确,R精确率
PJM-load,Y_metered_load_mw,uniformE,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE,0.5,0.05,扫描—认证标记,22,18,0.8181818181818182,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE,0.7,0.0,扫描标记（估计）,14,8,0.5714285714285714,1.0,0.8571428571428571
PJM-load,Y_metered_load_mw,uniformE,0.7,0.0,扫描—认证标记,14,8,0.5714285714285714,1.0,0.8571428571428571
PJM-load,Y_metered_load_mw,uniformE,0.7,0.05,扫描标记（估计）,14,16,1.0,0.875,0.8571428571428571
PJM-load,Y_metered_load_mw,uniformE,0.7,0.05,扫描—认证标记,14,13,0.9285714285714286,1.0,0.8571428571428571
PJM-load,Y_metered_load_mw,uniformE_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE_cy,0.5,0.05,扫描—认证标记,22,18,0.8181818181818182,1.0,1.0
PJM-load,Y_metered_load_mw,uniformE_cy,0.7,0.0,扫描标记（估计）,14,8,0.5714285714285714,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,uniformE_cy,0.7,0.0,扫描—认证标记,14,8,0.5714285714285714,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,uniformE_cy,0.7,0.05,扫描标记（估计）,14,16,1.0,0.875,0.7857142857142857
PJM-load,Y_metered_load_mw,uniformE_cy,0.7,0.05,扫描—认证标记,14,13,0.9285714285714286,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,random_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,random_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,random_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,random_cy,0.5,0.05,扫描—认证标记,22,19,0.8636363636363636,1.0,1.0
PJM-load,Y_metered_load_mw,random_cy,0.7,0.0,扫描标记（估计）,14,10,0.7142857142857143,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,random_cy,0.7,0.0,扫描—认证标记,14,10,0.7142857142857143,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,random_cy,0.7,0.05,扫描标记（估计）,14,16,1.0,0.875,0.7857142857142857
PJM-load,Y_metered_load_mw,random_cy,0.7,0.05,扫描—认证标记,14,12,0.8571428571428571,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,reconE_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,reconE_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,reconE_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,reconE_cy,0.5,0.05,扫描—认证标记,22,15,0.6818181818181818,1.0,1.0
PJM-load,Y_metered_load_mw,reconE_cy,0.7,0.0,扫描标记（估计）,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,reconE_cy,0.7,0.0,扫描—认证标记,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,reconE_cy,0.7,0.05,扫描标记（估计）,14,20,1.0,0.7,0.7857142857142857
PJM-load,Y_metered_load_mw,reconE_cy,0.7,0.05,扫描—认证标记,14,12,0.8571428571428571,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random_cy,0.5,0.05,扫描—认证标记,22,17,0.7727272727272727,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random_cy,0.7,0.0,扫描标记（估计）,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random_cy,0.7,0.0,扫描—认证标记,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random_cy,0.7,0.05,扫描标记（估计）,14,20,1.0,0.7,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random_cy,0.7,0.05,扫描—认证标记,14,12,0.8571428571428571,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.5,0.05,扫描—认证标记,22,17,0.7727272727272727,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.7,0.0,扫描标记（估计）,14,10,0.7142857142857143,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.7,0.0,扫描—认证标记,14,10,0.7142857142857143,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.7,0.05,扫描标记（估计）,14,19,1.0,0.7368421052631579,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@1_cy,0.7,0.05,扫描—认证标记,14,12,0.8571428571428571,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.5,0.0,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.5,0.0,扫描—认证标记,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.5,0.05,扫描标记（估计）,22,22,1.0,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.5,0.05,扫描—认证标记,22,17,0.7727272727272727,1.0,1.0
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.7,0.0,扫描标记（估计）,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.7,0.0,扫描—认证标记,14,11,0.7857142857142857,1.0,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.7,0.05,扫描标记（估计）,14,20,1.0,0.7,0.7857142857142857
PJM-load,Y_metered_load_mw,recon+random@2_cy,0.7,0.05,扫描—认证标记,14,12,0.8571428571428571,1.0,0.7857142857142857
PJM-gen/ic,Y_total_gen,random,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,random,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,random,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,random,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,random,0.7,0.0,扫描标记（估计）,20,9,0.45,1.0,0.85
PJM-gen/ic,Y_total_gen,random,0.7,0.0,扫描—认证标记,20,9,0.45,1.0,0.85
PJM-gen/ic,Y_total_gen,random,0.7,0.05,扫描标记（估计）,20,13,0.65,1.0,0.85
PJM-gen/ic,Y_total_gen,random,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.85
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.5,0.0,扫描标记（估计）,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.5,0.0,扫描—认证标记,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.5,0.05,扫描标记（估计）,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.5,0.05,扫描—认证标记,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,reconE,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE,0.7,0.0,扫描标记（估计）,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,reconE,0.7,0.0,扫描—认证标记,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,reconE,0.7,0.05,扫描标记（估计）,20,14,0.7,1.0,0.9
PJM-gen/ic,Y_total_gen,reconE,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.9
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.5,0.05,扫描标记（估计）,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.5,0.05,扫描—认证标记,24,15,0.625,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,uniformE,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE,0.7,0.0,扫描标记（估计）,20,8,0.4,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE,0.7,0.0,扫描—认证标记,20,8,0.4,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE,0.7,0.05,扫描标记（估计）,20,13,0.65,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.85
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.5,0.0,扫描标记（估计）,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.5,0.0,扫描—认证标记,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.5,0.05,扫描标记（估计）,24,19,0.7916666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.5,0.05,扫描—认证标记,24,13,0.5416666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,uniformE_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE_cy,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE_cy,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,uniformE_cy,0.7,0.0,扫描标记（估计）,20,8,0.4,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE_cy,0.7,0.0,扫描—认证标记,20,8,0.4,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE_cy,0.7,0.05,扫描标记（估计）,20,13,0.65,1.0,0.85
PJM-gen/ic,Y_total_gen,uniformE_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.85
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.5,0.0,扫描标记（估计）,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.5,0.0,扫描—认证标记,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.5,0.05,扫描标记（估计）,24,19,0.7916666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.5,0.05,扫描—认证标记,24,13,0.5416666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,uniformE_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,random_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,random_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,random_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,random_cy,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,random_cy,0.7,0.0,扫描标记（估计）,20,9,0.45,1.0,0.9
PJM-gen/ic,Y_total_gen,random_cy,0.7,0.0,扫描—认证标记,20,9,0.45,1.0,0.9
PJM-gen/ic,Y_total_gen,random_cy,0.7,0.05,扫描标记（估计）,20,13,0.65,1.0,0.9
PJM-gen/ic,Y_total_gen,random_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.9
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.5,0.0,扫描标记（估计）,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.5,0.0,扫描—认证标记,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.5,0.05,扫描标记（估计）,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.5,0.05,扫描—认证标记,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,random_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,reconE_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE_cy,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE_cy,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,reconE_cy,0.7,0.0,扫描标记（估计）,20,10,0.5,1.0,0.85
PJM-gen/ic,Y_total_gen,reconE_cy,0.7,0.0,扫描—认证标记,20,10,0.5,1.0,0.85
PJM-gen/ic,Y_total_gen,reconE_cy,0.7,0.05,扫描标记（估计）,20,14,0.7,1.0,0.85
PJM-gen/ic,Y_total_gen,reconE_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.85
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.5,0.05,扫描标记（估计）,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.5,0.05,扫描—认证标记,24,15,0.625,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,reconE_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,recon+random_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random_cy,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random_cy,0.5,0.05,扫描—认证标记,24,22,0.9166666666666666,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random_cy,0.7,0.0,扫描标记（估计）,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random_cy,0.7,0.0,扫描—认证标记,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random_cy,0.7,0.05,扫描标记（估计）,20,14,0.7,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.9
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.5,0.05,扫描标记（估计）,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.5,0.05,扫描—认证标记,24,17,0.7083333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.5,0.0,扫描—认证标记,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.5,0.05,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.7,0.0,扫描标记（估计）,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.7,0.0,扫描—认证标记,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.7,0.05,扫描标记（估计）,20,14,0.7,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@1_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.9
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.5,0.05,扫描标记（估计）,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.5,0.05,扫描—认证标记,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@1_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.5,0.05,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.5,0.05,扫描—认证标记,24,21,0.875,1.0,1.0
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.7,0.0,扫描标记（估计）,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.7,0.0,扫描—认证标记,20,10,0.5,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.7,0.05,扫描标记（估计）,20,13,0.65,1.0,0.9
PJM-gen/ic,Y_total_gen,recon+random@2_cy,0.7,0.05,扫描—认证标记,20,12,0.6,1.0,0.9
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.5,0.0,扫描标记（估计）,24,24,1.0,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.5,0.0,扫描—认证标记,24,23,0.9583333333333334,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.5,0.05,扫描标记（估计）,24,16,0.6666666666666666,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.5,0.05,扫描—认证标记,24,15,0.625,1.0,1.0
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.7,0.0,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.7,0.0,扫描—认证标记,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.7,0.05,扫描标记（估计）,3,0,0.0,,0.6666666666666666
PJM-gen/ic,Y_net_actual_interchange_mw,recon+random@2_cy,0.7,0.05,扫描—认证标记,3,0,0.0,,0.6666666666666666
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,random,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.5,0.05,扫描—认证标记,35,34,0.9714285714285714,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.7,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.7,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.7,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,reconE,0.7,0.05,扫描—认证标记,35,33,0.9428571428571428,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.5,0.0,扫描标记（估计）,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.5,0.0,扫描—认证标记,35,35,1.0,1.0,1.0
CAISO-load,Y_actual_load__mw__ca_iso_tac,uniformE,0.5,0.05,扫描标记（估计）,35,35,1.0,1.0,1.0
