schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K1@60% -> K10@50% -> K50@20%,"[[1, 0.6], [10, 0.5], [50, 0.2]]",3,0.2,50,32.0,26.4,0.833213345273032,0.8448734912323725,0.8378408728741232
K1@60% -> K25@20%,"[[1, 0.6], [25, 0.2]]",2,0.2,25,16.0,15.399999999999999,0.8218230501201359,0.810253017535255,0.8172312855471398
K1@60% -> K25@30% -> K50@20%,"[[1, 0.6], [25, 0.3], [50, 0.2]]",3,0.2,50,31.0,22.9,0.8120286552766671,0.8275632543838138,0.8181938256262393
K1@60% -> K25@40% -> K50@20%,"[[1, 0.6], [25, 0.4], [50, 0.2]]",3,0.2,50,36.0,25.4,0.8348092455824594,0.8275632543838138,0.8319335505108949
K1@60% -> K25@50% -> K50@20%,"[[1, 0.6], [25, 0.5], [50, 0.2]]",3,0.2,50,41.0,27.9,0.8348092455824594,0.8448734912323725,0.8388034129532227
K1@60% -> K5@20%,"[[1, 0.6], [5, 0.2]]",2,0.2,5,4.0,3.4,0.7666864676519873,0.7732071973504439,0.7692743303394771
K1@60% -> K5@30% -> K10@20%,"[[1, 0.6], [5, 0.3], [10, 0.2]]",3,0.2,10,7.0,4.9,0.8072409543483852,0.810253017535255,0.8084363429466132
K1@60% -> K5@30% -> K25@20%,"[[1, 0.6], [5, 0.3], [25, 0.2]]",3,0.2,25,11.5,9.4,0.8072409543483852,0.807827671047561,0.8074738028675137
K1@60% -> K5@30% -> K50@20%,"[[1, 0.6], [5, 0.3], [50, 0.2]]",3,0.2,50,19.0,16.9,0.8202271498107085,0.8251379078961197,0.8221760678312688
K1@60% -> K5@40% -> K10@20%,"[[1, 0.6], [5, 0.4], [10, 0.2]]",3,0.2,10,8.0,5.4,0.795850659195489,0.8275632543838138,0.8084363429466132
K1@60% -> K5@40% -> K25@20%,"[[1, 0.6], [5, 0.4], [25, 0.2]]",3,0.2,25,14.0,11.4,0.8072409543483852,0.810253017535255,0.8084363429466132
K1@60% -> K5@40% -> K50@20%,"[[1, 0.6], [5, 0.4], [50, 0.2]]",3,0.2,50,24.0,21.4,0.8316174449636047,0.8448734912323725,0.8368783327950239
K1@60% -> K5@50% -> K10@20%,"[[1, 0.6], [5, 0.5], [10, 0.2]]",3,0.2,10,9.0,5.9,0.795850659195489,0.8275632543838138,0.8084363429466132
K1@60% -> K5@50% -> K25@20%,"[[1, 0.6], [5, 0.5], [25, 0.2]]",3,0.2,25,16.5,13.4,0.8202271498107085,0.810253017535255,0.8162687454680404
K1@60% -> K5@50% -> K50@20%,"[[1, 0.6], [5, 0.5], [50, 0.2]]",3,0.2,50,29.0,25.9,0.833213345273032,0.8448734912323725,0.8378408728741232
K1@60% -> K50@20%,"[[1, 0.6], [50, 0.2]]",2,0.2,50,31.0,30.4,0.8348092455824594,0.8448734912323725,0.8388034129532227
K1@80% -> K10@20%,"[[1, 0.8], [10, 0.2]]",2,0.2,10,9.0,8.2,0.7990424598143436,0.8324139473592019,0.8122865032630108
K1@80% -> K10@30% -> K25@20%,"[[1, 0.8], [10, 0.3], [25, 0.2]]",3,0.2,25,16.5,12.7,0.8120286552766671,0.8175290569983376,0.8142115834212096
K1@80% -> K10@30% -> K50@20%,"[[1, 0.8], [10, 0.3], [50, 0.2]]",3,0.2,50,24.0,20.2,0.8364051458918867,0.8521495306954547,0.8426535732696203
K1@80% -> K10@40% -> K25@20%,"[[1, 0.8], [10, 0.4], [25, 0.2]]",3,0.2,25,19.0,14.2,0.8250148507389905,0.8199544034860315,0.8230065260217362
K1@80% -> K10@40% -> K50@20%,"[[1, 0.8], [10, 0.4], [50, 0.2]]",3,0.2,50,29.0,24.2,0.838001046201314,0.8718851140317075,0.8514485158701468
K1@80% -> K10@50% -> K25@20%,"[[1, 0.8], [10, 0.5], [25, 0.2]]",3,0.2,25,21.5,15.7,0.8266107510484179,0.8199544034860315,0.8239690661008356
K1@80% -> K10@50% -> K50@20%,"[[1, 0.8], [10, 0.5], [50, 0.2]]",3,0.2,50,34.0,28.2,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K10@60% -> K25@20%,"[[1, 0.8], [10, 0.6], [25, 0.2]]",3,0.2,25,24.0,17.2,0.8266107510484179,0.8199544034860315,0.8239690661008356
K1@80% -> K10@60% -> K50@20%,"[[1, 0.8], [10, 0.6], [50, 0.2]]",3,0.2,50,39.0,32.2,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K25@20%,"[[1, 0.8], [25, 0.2]]",2,0.2,25,21.0,20.200000000000003,0.8282066513578452,0.8199544034860315,0.824931606179935
K1@80% -> K25@30% -> K50@20%,"[[1, 0.8], [25, 0.3], [50, 0.2]]",3,0.2,50,36.0,27.700000000000003,0.8200081568238038,0.8545748771831487,0.8337265487804617
K1@80% -> K25@40% -> K50@20%,"[[1, 0.8], [25, 0.4], [50, 0.2]]",3,0.2,50,41.0,30.200000000000003,0.8427887471295961,0.8545748771831487,0.8474662736651173
K1@80% -> K25@50% -> K50@20%,"[[1, 0.8], [25, 0.5], [50, 0.2]]",3,0.2,50,46.0,32.7,0.8427887471295961,0.8545748771831487,0.8474662736651173
K1@80% -> K25@60% -> K50@20%,"[[1, 0.8], [25, 0.6], [50, 0.2]]",3,0.2,50,51.0,35.2,0.8427887471295961,0.8718851140317075,0.8543361361074451
K1@80% -> K5@20%,"[[1, 0.8], [5, 0.2]]",2,0.2,5,5.0,4.2,0.7682823679614147,0.7929427806866967,0.7780692729400037
K1@80% -> K5@30% -> K10@20%,"[[1, 0.8], [5, 0.3], [10, 0.2]]",3,0.2,10,8.0,5.7,0.7876521646614475,0.8299886008715078,0.8044541007415836
K1@80% -> K5@30% -> K25@20%,"[[1, 0.8], [5, 0.3], [25, 0.2]]",3,0.2,25,12.5,10.2,0.800638360123771,0.8275632543838138,0.8113239631839113
K1@80% -> K5@30% -> K50@20%,"[[1, 0.8], [5, 0.3], [50, 0.2]]",3,0.2,50,20.0,17.7,0.8136245555860945,0.8448734912323725,0.8260262281476665
K1@80% -> K5@40% -> K10@20%,"[[1, 0.8], [5, 0.4], [10, 0.2]]",3,0.2,10,9.0,6.2,0.7990424598143436,0.8497241842077606,0.8191563657053386
K1@80% -> K5@40% -> K25@20%,"[[1, 0.8], [5, 0.4], [25, 0.2]]",3,0.2,25,15.0,12.2,0.8120286552766671,0.834839293846896,0.8210814458635374
K1@80% -> K5@40% -> K50@20%,"[[1, 0.8], [5, 0.4], [50, 0.2]]",3,0.2,50,25.0,22.2,0.8364051458918867,0.8694597675440134,0.849523435711948
K1@80% -> K5@50% -> K10@20%,"[[1, 0.8], [5, 0.5], [10, 0.2]]",3,0.2,10,10.0,6.7,0.7990424598143436,0.8324139473592019,0.8122865032630108
K1@80% -> K5@50% -> K25@20%,"[[1, 0.8], [5, 0.5], [25, 0.2]]",3,0.2,25,17.5,14.2,0.8250148507389905,0.8199544034860315,0.8230065260217362
K1@80% -> K5@50% -> K50@20%,"[[1, 0.8], [5, 0.5], [50, 0.2]]",3,0.2,50,30.0,26.7,0.838001046201314,0.8718851140317075,0.8514485158701468
K1@80% -> K5@60% -> K10@20%,"[[1, 0.8], [5, 0.6], [10, 0.2]]",3,0.2,10,11.0,7.2,0.7990424598143436,0.8324139473592019,0.8122865032630108
K1@80% -> K5@60% -> K25@20%,"[[1, 0.8], [5, 0.6], [25, 0.2]]",3,0.2,25,20.0,16.2,0.8250148507389905,0.8199544034860315,0.8230065260217362
K1@80% -> K5@60% -> K50@20%,"[[1, 0.8], [5, 0.6], [50, 0.2]]",3,0.2,50,35.0,31.2,0.8395969465107413,0.8718851140317075,0.8524110559492463
K1@80% -> K50@20%,"[[1, 0.8], [50, 0.2]]",2,0.2,50,41.0,40.2,0.8427887471295961,0.8718851140317075,0.8543361361074451
K10@20%,"[[10, 0.2]]",1,0.2,10,10.0,10.0,0.8086178616709077,0.8175290569983376,0.8121544213743789
K10@30% -> K25@20%,"[[10, 0.3], [25, 0.2]]",2,0.2,25,17.5,14.5,0.821604057133231,0.8175290569983376,0.819986823895806
K10@30% -> K50@20%,"[[10, 0.3], [50, 0.2]]",2,0.2,50,25.0,22.0,0.847576448057878,0.8545748771831487,0.8503538939024156
K10@40% -> K25@20%,"[[10, 0.4], [25, 0.2]]",2,0.2,25,20.0,16.0,0.8377820532144092,0.8199544034860315,0.8307068466545314
K10@40% -> K25@30% -> K50@20%,"[[10, 0.4], [25, 0.3], [50, 0.2]]",3,0.2,50,35.0,23.5,0.8393779535238366,0.8570002236708428,0.8463716516973859
K10@40% -> K50@20%,"[[10, 0.4], [50, 0.2]]",2,0.2,50,30.0,26.0,0.8555559496050148,0.8767358070070956,0.8639615368984391
K10@50% -> K25@20%,"[[10, 0.5], [25, 0.2]]",2,0.2,25,22.5,17.5,0.8393779535238366,0.8223797499737256,0.8326319268127302
K10@50% -> K25@30% -> K50@20%,"[[10, 0.5], [25, 0.3], [50, 0.2]]",3,0.2,50,37.5,25.0,0.8295835586803678,0.8594255701585369,0.841426869413257
K10@50% -> K25@40% -> K50@20%,"[[10, 0.5], [25, 0.4], [50, 0.2]]",3,0.2,50,42.5,27.5,0.8539600492955874,0.8618509166462309,0.8570916744561113
K10@50% -> K50@20%,"[[10, 0.5], [50, 0.2]]",2,0.2,50,35.0,30.0,0.857151849914442,0.8791611534947897,0.8658866170566379
K10@60% -> K25@20%,"[[10, 0.6], [25, 0.2]]",2,0.2,25,25.0,19.0,0.8425697541426913,0.8248050964614198,0.8355195470500285
K10@60% -> K25@30% -> K50@20%,"[[10, 0.6], [25, 0.3], [50, 0.2]]",3,0.2,50,40.0,26.5,0.8327753592992224,0.8618509166462309,0.8443144896505551
K10@60% -> K25@40% -> K50@20%,"[[10, 0.6], [25, 0.4], [50, 0.2]]",3,0.2,50,45.0,29.0,0.857151849914442,0.864276263133925,0.8599792946934096
K10@60% -> K25@50% -> K50@20%,"[[10, 0.6], [25, 0.5], [50, 0.2]]",3,0.2,50,50.0,31.5,0.857151849914442,0.864276263133925,0.8599792946934096
K10@60% -> K50@20%,"[[10, 0.6], [50, 0.2]]",2,0.2,50,40.0,34.0,0.8603436505332968,0.8815864999824837,0.8687742372939361
K10@80% -> K25@20%,"[[10, 0.8], [25, 0.2]]",2,0.2,25,30.0,22.0,0.8457615547615459,0.8223797499737256,0.8364820871291279
K10@80% -> K25@30% -> K50@20%,"[[10, 0.8], [25, 0.3], [50, 0.2]]",3,0.2,50,45.0,29.5,0.8359671599180771,0.8618509166462309,0.8462395698087539
K10@80% -> K25@40% -> K50@20%,"[[10, 0.8], [25, 0.4], [50, 0.2]]",3,0.2,50,50.0,32.0,0.8619395508427241,0.864276263133925,0.8628669149307078
K10@80% -> K25@50% -> K50@20%,"[[10, 0.8], [25, 0.5], [50, 0.2]]",3,0.2,50,55.0,34.5,0.8635354511521515,0.864276263133925,0.8638294550098072
K10@80% -> K25@60% -> K50@20%,"[[10, 0.8], [25, 0.6], [50, 0.2]]",3,0.2,50,60.0,37.0,0.8635354511521515,0.8815864999824837,0.8706993174521349
K10@80% -> K50@20%,"[[10, 0.8], [50, 0.2]]",2,0.2,50,50.0,42.0,0.8667272517710061,0.8815864999824837,0.8726243976103337
K25@20%,"[[25, 0.2]]",1,0.2,25,25.0,25.0,0.8473574550709733,0.8248050964614198,0.8384071672873267
K25@30% -> K50@20%,"[[25, 0.3], [50, 0.2]]",2,0.2,50,40.0,32.5,0.8375630602275045,0.8815864999824837,0.8550345124092805
K25@40% -> K50@20%,"[[25, 0.4], [50, 0.2]]",2,0.2,50,45.0,35.0,0.8635354511521515,0.8864371929578719,0.8726243976103337
K25@50% -> K50@20%,"[[25, 0.5], [50, 0.2]]",2,0.2,50,50.0,37.5,0.8651313514615788,0.8864371929578719,0.8735869376894332
K25@60% -> K50@20%,"[[25, 0.6], [50, 0.2]]",2,0.2,50,55.0,40.0,0.8651313514615788,0.9037474298064306,0.8804568001317611
K25@80% -> K50@20%,"[[25, 0.8], [50, 0.2]]",2,0.2,50,65.0,45.0,0.8667272517710061,0.9061727762941247,0.8823818802899599
K5@20%,"[[5, 0.2]]",1,0.2,5,5.0,5.0,0.7698782682708419,0.7929427806866967,0.7790318130191031
K5@30% -> K10@20%,"[[5, 0.3], [10, 0.2]]",2,0.2,10,8.0,6.5,0.7940357658991568,0.8299886008715078,0.8083042610579813
K5@30% -> K25@20%,"[[5, 0.3], [25, 0.2]]",2,0.2,25,12.5,11.0,0.8070219613614803,0.8275632543838138,0.8151741235003089
K5@30% -> K50@20%,"[[5, 0.3], [50, 0.2]]",2,0.2,50,20.0,18.5,0.8200081568238038,0.8448734912323725,0.8298763884640641
K5@40% -> K10@20%,"[[5, 0.4], [10, 0.2]]",2,0.2,10,9.0,7.0,0.805426061052053,0.8324139473592019,0.8161366635794084
K5@40% -> K10@30% -> K25@20%,"[[5, 0.4], [10, 0.3], [25, 0.2]]",3,0.2,25,16.5,11.5,0.8168163562049492,0.8175290569983376,0.8170992036585077
K5@40% -> K10@30% -> K50@20%,"[[5, 0.4], [10, 0.3], [50, 0.2]]",3,0.2,50,24.0,19.0,0.8411928468201687,0.8521495306954547,0.8455411935069185
K5@40% -> K25@20%,"[[5, 0.4], [25, 0.2]]",2,0.2,25,15.0,13.0,0.8200081568238038,0.8175290569983376,0.8190242838167066
K5@40% -> K25@30% -> K50@20%,"[[5, 0.4], [25, 0.3], [50, 0.2]]",3,0.2,50,30.0,20.5,0.821604057133231,0.8521495306954547,0.8337265487804617
K5@40% -> K50@20%,"[[5, 0.4], [50, 0.2]]",2,0.2,50,25.0,23.0,0.8443846474390234,0.8694597675440134,0.8543361361074451
K5@50% -> K10@20%,"[[5, 0.5], [10, 0.2]]",2,0.2,10,10.0,7.5,0.8070219613614803,0.8151037105106435,0.8102293412161801
K5@50% -> K10@30% -> K25@20%,"[[5, 0.5], [10, 0.3], [25, 0.2]]",3,0.2,25,17.5,12.0,0.8200081568238038,0.8175290569983376,0.8190242838167066
K5@50% -> K10@30% -> K50@20%,"[[5, 0.5], [10, 0.3], [50, 0.2]]",3,0.2,50,25.0,19.5,0.8443846474390234,0.8521495306954547,0.8474662736651173
K5@50% -> K10@40% -> K25@20%,"[[5, 0.5], [10, 0.4], [25, 0.2]]",3,0.2,25,20.0,13.5,0.8231999574426584,0.8223797499737256,0.8228744441331042
K5@50% -> K10@40% -> K50@20%,"[[5, 0.5], [10, 0.4], [50, 0.2]]",3,0.2,50,30.0,23.5,0.847576448057878,0.8743104605194015,0.8581862964238427
K5@50% -> K25@20%,"[[5, 0.5], [25, 0.2]]",2,0.2,25,17.5,15.0,0.8231999574426584,0.8223797499737256,0.8228744441331042
K5@50% -> K25@30% -> K50@20%,"[[5, 0.5], [25, 0.3], [50, 0.2]]",3,0.2,50,32.5,22.5,0.8247958577520857,0.8570002236708428,0.8375767090968593
K5@50% -> K25@40% -> K50@20%,"[[5, 0.5], [25, 0.4], [50, 0.2]]",3,0.2,50,37.5,25.0,0.847576448057878,0.8570002236708428,0.8513164339815149
K5@50% -> K50@20%,"[[5, 0.5], [50, 0.2]]",2,0.2,50,30.0,27.5,0.847576448057878,0.8743104605194015,0.8581862964238427
K5@60% -> K10@20%,"[[5, 0.6], [10, 0.2]]",2,0.2,10,11.0,8.0,0.8070219613614803,0.8175290569983376,0.8111918812952795
K5@60% -> K10@30% -> K25@20%,"[[5, 0.6], [10, 0.3], [25, 0.2]]",3,0.2,25,18.5,12.5,0.8200081568238038,0.8175290569983376,0.8190242838167066
K5@60% -> K10@30% -> K50@20%,"[[5, 0.6], [10, 0.3], [50, 0.2]]",3,0.2,50,26.0,20.0,0.8443846474390234,0.8545748771831487,0.8484288137442167
K5@60% -> K10@40% -> K25@20%,"[[5, 0.6], [10, 0.4], [25, 0.2]]",3,0.2,25,21.0,14.0,0.8345902525955545,0.8223797499737256,0.8297443065754321
K5@60% -> K10@40% -> K50@20%,"[[5, 0.6], [10, 0.4], [50, 0.2]]",3,0.2,50,31.0,24.0,0.8491723483673054,0.8767358070070956,0.8601113765820415
K5@60% -> K10@50% -> K25@20%,"[[5, 0.6], [10, 0.5], [25, 0.2]]",3,0.2,25,23.5,15.5,0.8345902525955545,0.8223797499737256,0.8297443065754321
K5@60% -> K10@50% -> K50@20%,"[[5, 0.6], [10, 0.5], [50, 0.2]]",3,0.2,50,36.0,28.0,0.8491723483673054,0.8767358070070956,0.8601113765820415
K5@60% -> K25@20%,"[[5, 0.6], [25, 0.2]]",2,0.2,25,20.0,17.0,0.8345902525955545,0.8223797499737256,0.8297443065754321
K5@60% -> K25@30% -> K50@20%,"[[5, 0.6], [25, 0.3], [50, 0.2]]",3,0.2,50,35.0,24.5,0.8247958577520857,0.8570002236708428,0.8375767090968593
K5@60% -> K25@40% -> K50@20%,"[[5, 0.6], [25, 0.4], [50, 0.2]]",3,0.2,50,40.0,27.0,0.8491723483673054,0.8594255701585369,0.8532415141397137
K5@60% -> K25@50% -> K50@20%,"[[5, 0.6], [25, 0.5], [50, 0.2]]",3,0.2,50,45.0,29.5,0.8491723483673054,0.8594255701585369,0.8532415141397137
K5@60% -> K50@20%,"[[5, 0.6], [50, 0.2]]",2,0.2,50,35.0,32.0,0.8491723483673054,0.8767358070070956,0.8601113765820415
K5@80% -> K10@20%,"[[5, 0.8], [10, 0.2]]",2,0.2,10,13.0,9.0,0.8086178616709077,0.8175290569983376,0.8121544213743789
K5@80% -> K10@30% -> K25@20%,"[[5, 0.8], [10, 0.3], [25, 0.2]]",3,0.2,25,20.5,13.5,0.821604057133231,0.8175290569983376,0.819986823895806
K5@80% -> K10@30% -> K50@20%,"[[5, 0.8], [10, 0.3], [50, 0.2]]",3,0.2,50,28.0,21.0,0.8459805477484508,0.8545748771831487,0.8493913538233161
K5@80% -> K10@40% -> K25@20%,"[[5, 0.8], [10, 0.4], [25, 0.2]]",3,0.2,25,23.0,15.0,0.8377820532144092,0.8199544034860315,0.8307068466545314
K5@80% -> K10@40% -> K50@20%,"[[5, 0.8], [10, 0.4], [50, 0.2]]",3,0.2,50,33.0,25.0,0.8523641489861601,0.8767358070070956,0.8620364567402403
K5@80% -> K10@50% -> K25@20%,"[[5, 0.8], [10, 0.5], [25, 0.2]]",3,0.2,25,25.5,16.5,0.8393779535238366,0.8223797499737256,0.8326319268127302
K5@80% -> K10@50% -> K50@20%,"[[5, 0.8], [10, 0.5], [50, 0.2]]",3,0.2,50,38.0,29.0,0.8539600492955874,0.8791611534947897,0.8639615368984391
K5@80% -> K10@60% -> K25@20%,"[[5, 0.8], [10, 0.6], [25, 0.2]]",3,0.2,25,28.0,18.0,0.8425697541426913,0.8248050964614198,0.8355195470500285
K5@80% -> K10@60% -> K50@20%,"[[5, 0.8], [10, 0.6], [50, 0.2]]",3,0.2,50,43.0,33.0,0.857151849914442,0.8815864999824837,0.8668491571357373
K5@80% -> K25@20%,"[[5, 0.8], [25, 0.2]]",2,0.2,25,25.0,21.0,0.8441656544521186,0.8248050964614198,0.8364820871291279
K5@80% -> K25@30% -> K50@20%,"[[5, 0.8], [25, 0.3], [50, 0.2]]",3,0.2,50,40.0,28.5,0.8343712596086498,0.864276263133925,0.8462395698087539
K5@80% -> K25@40% -> K50@20%,"[[5, 0.8], [25, 0.4], [50, 0.2]]",3,0.2,50,45.0,31.0,0.8603436505332968,0.8667016096216191,0.8628669149307078
K5@80% -> K25@50% -> K50@20%,"[[5, 0.8], [25, 0.5], [50, 0.2]]",3,0.2,50,50.0,33.5,0.8603436505332968,0.8667016096216191,0.8628669149307078
K5@80% -> K25@60% -> K50@20%,"[[5, 0.8], [25, 0.6], [50, 0.2]]",3,0.2,50,55.0,36.0,0.8603436505332968,0.8840118464701778,0.8697367773730356
K5@80% -> K50@20%,"[[5, 0.8], [50, 0.2]]",2,0.2,50,45.0,41.0,0.8603436505332968,0.8840118464701778,0.8697367773730356
K50@20%,"[[50, 0.2]]",1,0.2,50,50.0,50.0,0.8683231520804334,0.9061727762941247,0.8833444203690592
K0@30%,"[[0, 0.3]]",1,0.3,0,0.0,0.0,0.8170353491918538,0.8424481447446784,0.8271208501153978
K0@40% -> K1@30%,"[[0, 0.4], [1, 0.3]]",2,0.3,1,0.4,0.4,0.8072409543483852,0.7832413947359204,0.7977163201878879
K0@40% -> K10@30%,"[[0, 0.4], [10, 0.3]]",2,0.3,10,4.0,4.0,0.838001046201314,0.8299886008715078,0.8348211707481931
K0@40% -> K25@30%,"[[0, 0.4], [25, 0.3]]",2,0.3,25,10.0,10.0,0.8168163562049492,0.8472988377200666,0.8289138483849646
K0@40% -> K5@30%,"[[0, 0.4], [5, 0.3]]",2,0.3,5,2.0,2.0,0.838001046201314,0.8424481447446784,0.839765953032322
K0@40% -> K50@30%,"[[0, 0.4], [50, 0.3]]",2,0.3,50,20.0,20.0,0.8395969465107413,0.8472988377200666,0.8426535732696203
K0@50% -> K1@30%,"[[0, 0.5], [1, 0.3]]",2,0.3,1,0.5,0.5,0.8186312495012812,0.7683565043750556,0.7986788602669872
K0@50% -> K1@40% -> K10@30%,"[[0, 0.5], [1, 0.4], [10, 0.3]]",3,0.3,10,4.5,4.1,0.8316174449636047,0.7683565043750556,0.8065112627884143
K0@50% -> K1@40% -> K25@30%,"[[0, 0.5], [1, 0.4], [25, 0.3]]",3,0.3,25,10.5,10.100000000000001,0.8316174449636047,0.7856667412236145,0.8133811252307421
K0@50% -> K1@40% -> K5@30%,"[[0, 0.5], [1, 0.4], [5, 0.3]]",3,0.3,5,2.5,2.1,0.8202271498107085,0.7832413947359204,0.805548722709315
K0@50% -> K1@40% -> K50@30%,"[[0, 0.5], [1, 0.4], [50, 0.3]]",3,0.3,50,20.5,20.1,0.8430077401165007,0.7856667412236145,0.82025098767307
K0@50% -> K10@30%,"[[0, 0.5], [10, 0.3]]",2,0.3,10,5.0,5.0,0.8509872416636374,0.8521495306954547,0.8514485158701468
K0@50% -> K10@40% -> K25@30%,"[[0, 0.5], [10, 0.4], [25, 0.3]]",3,0.3,25,15.0,11.0,0.8298025516672726,0.8694597675440134,0.8455411935069185
K0@50% -> K10@40% -> K50@30%,"[[0, 0.5], [10, 0.4], [50, 0.3]]",3,0.3,50,25.0,21.0,0.8525831419730647,0.8694597675440134,0.8592809183915742
K0@50% -> K25@30%,"[[0, 0.5], [25, 0.3]]",2,0.3,25,12.5,12.5,0.8298025516672726,0.8694597675440134,0.8455411935069185
K0@50% -> K25@40% -> K50@30%,"[[0, 0.5], [25, 0.4], [50, 0.3]]",3,0.3,50,32.5,22.5,0.8525831419730647,0.8694597675440134,0.8592809183915742
K0@50% -> K5@30%,"[[0, 0.5], [5, 0.3]]",2,0.3,5,2.5,2.5,0.8395969465107413,0.8621837280809312,0.8485608956328488
K0@50% -> K5@40% -> K10@30%,"[[0, 0.5], [5, 0.4], [10, 0.3]]",3,0.3,10,6.5,4.5,0.8509872416636374,0.8521495306954547,0.8514485158701468
K0@50% -> K5@40% -> K25@30%,"[[0, 0.5], [5, 0.4], [25, 0.3]]",3,0.3,25,12.5,10.5,0.8184122565143764,0.8694597675440134,0.8386713310645907
K0@50% -> K5@40% -> K50@30%,"[[0, 0.5], [5, 0.4], [50, 0.3]]",3,0.3,50,22.5,20.5,0.8411928468201687,0.8694597675440134,0.8524110559492463
K0@50% -> K50@30%,"[[0, 0.5], [50, 0.3]]",2,0.3,50,25.0,25.0,0.8525831419730647,0.8694597675440134,0.8592809183915742
K0@60% -> K1@30%,"[[0, 0.6], [1, 0.3]]",2,0.3,1,0.6,0.6,0.8186312495012812,0.7856667412236145,0.805548722709315
K0@60% -> K1@40% -> K10@30%,"[[0, 0.6], [1, 0.4], [10, 0.3]]",3,0.3,10,4.6,4.2,0.8316174449636047,0.7856667412236142,0.8133811252307422
K0@60% -> K1@40% -> K25@30%,"[[0, 0.6], [1, 0.4], [25, 0.3]]",3,0.3,25,10.6,10.200000000000001,0.8316174449636047,0.7856667412236145,0.8133811252307421
K0@60% -> K1@40% -> K5@30%,"[[0, 0.6], [1, 0.4], [5, 0.3]]",3,0.3,5,2.6,2.2,0.8202271498107085,0.7832413947359204,0.805548722709315
K0@60% -> K1@40% -> K50@30%,"[[0, 0.6], [1, 0.4], [50, 0.3]]",3,0.3,50,20.6,20.200000000000003,0.8430077401165007,0.802976978072173,0.8271208501153978
K0@60% -> K1@50% -> K10@30%,"[[0, 0.6], [1, 0.5], [10, 0.3]]",3,0.3,10,5.6,5.1,0.8446036404259281,0.8251379078961197,0.8368783327950239
K0@60% -> K1@50% -> K25@30%,"[[0, 0.6], [1, 0.5], [25, 0.3]]",3,0.3,25,13.1,12.6,0.833213345273032,0.8251379078961197,0.8300084703526961
K0@60% -> K1@50% -> K5@30%,"[[0, 0.6], [1, 0.5], [5, 0.3]]",3,0.3,5,3.1,2.6,0.8430077401165007,0.8227125614084256,0.8349532526368251
K0@60% -> K1@50% -> K50@30%,"[[0, 0.6], [1, 0.5], [50, 0.3]]",3,0.3,50,25.6,25.1,0.8559939355788243,0.8424481447446784,0.8506180576796796
K0@60% -> K10@30%,"[[0, 0.6], [10, 0.3]]",2,0.3,10,6.0,6.0,0.8525831419730647,0.8694597675440134,0.8592809183915742
K0@60% -> K10@40% -> K25@30%,"[[0, 0.6], [10, 0.4], [25, 0.3]]",3,0.3,25,16.0,12.0,0.8345902525955545,0.8718851140317075,0.8493913538233161
K0@60% -> K10@40% -> K50@30%,"[[0, 0.6], [10, 0.4], [50, 0.3]]",3,0.3,50,26.0,22.0,0.858966743210774,0.8891953508802662,0.8709634812293989
K0@60% -> K10@50% -> K25@30%,"[[0, 0.6], [10, 0.5], [25, 0.3]]",3,0.3,25,18.5,13.5,0.8459805477484508,0.8718851140317075,0.8562612162656439
K0@60% -> K10@50% -> K50@30%,"[[0, 0.6], [10, 0.5], [50, 0.3]]",3,0.3,50,31.0,26.0,0.858966743210774,0.8891953508802662,0.8709634812293989
K0@60% -> K25@30%,"[[0, 0.6], [25, 0.3]]",2,0.3,25,15.0,15.0,0.8459805477484508,0.8916206973679603,0.8640936187870712
K0@60% -> K25@40% -> K50@30%,"[[0, 0.6], [25, 0.4], [50, 0.3]]",3,0.3,50,35.0,25.0,0.858966743210774,0.8916206973679603,0.8719260213084983
K0@60% -> K25@50% -> K50@30%,"[[0, 0.6], [25, 0.5], [50, 0.3]]",3,0.3,50,40.0,27.5,0.8703570383636704,0.9089309342165189,0.885665746193154
K0@60% -> K5@30%,"[[0, 0.6], [5, 0.3]]",2,0.3,5,3.0,3.0,0.8509872416636374,0.8621837280809312,0.8554307580751765
K0@60% -> K5@40% -> K10@30%,"[[0, 0.6], [5, 0.4], [10, 0.3]]",3,0.3,10,7.0,5.0,0.84939134135421,0.8694597675440134,0.8573558382333754
K0@60% -> K5@40% -> K25@30%,"[[0, 0.6], [5, 0.4], [25, 0.3]]",3,0.3,25,13.0,11.0,0.8298025516672726,0.8694597675440134,0.8455411935069185
K0@60% -> K5@40% -> K50@30%,"[[0, 0.6], [5, 0.4], [50, 0.3]]",3,0.3,50,23.0,21.0,0.8525831419730648,0.8867700043925721,0.866150780833902
K0@60% -> K5@50% -> K10@30%,"[[0, 0.6], [5, 0.5], [10, 0.3]]",3,0.3,10,8.0,5.5,0.8525831419730647,0.8694597675440134,0.8592809183915742
K0@60% -> K5@50% -> K25@30%,"[[0, 0.6], [5, 0.5], [25, 0.3]]",3,0.3,25,15.5,13.0,0.8443846474390234,0.8718851140317075,0.8552986761865444
K0@60% -> K5@50% -> K50@30%,"[[0, 0.6], [5, 0.5], [50, 0.3]]",3,0.3,50,28.0,25.5,0.8671652377448157,0.8891953508802662,0.875908263513528
