dam_load_forecast__mw__pge_tac,dam_load_forecast__mw__sce_tac,dam_load_forecast__mw__sdge_tac,dam_load_forecast__mw__ca_iso_tac,actual_load__mw__pace,actual_load__mw__nevp,actual_load__mw__azps,actual_renewable_generation__mw__np15__solar,actual_renewable_generation__mw__np15__wind,actual_renewable_generation__mw__sp15__solar,actual_renewable_generation__mw__sp15__wind,actual_renewable_generation__mw__zp26__solar,actual_renewable_generation__mw__zp26__wind,dam_renewable_forecast__mw__np15__solar,dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar,dam_renewable_forecast__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar,dam_renewable_forecast__mw__zp26__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,actual_load__mw__bpat,dam_schedule__mw__load__tac_north,dam_schedule__mw__load__tac_ecntr,dam_schedule__mw__load__tac_south,dam_as_clearing_price__usd_per_mw__ru__as_caiso,dam_as_clearing_price__usd_per_mw__rd__as_caiso,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,dam_as_requirement__mw__as_caiso__regulation_up__minimum,dam_as_requirement__mw__as_caiso__regulation_down__minimum,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,dam_as_requirement__mw__as_caiso__non_spinning_reserve__minimum,rtpd_eim_transfer__mw__export__bcha__malin500,rtpd_eim_transfer__mw__export__banc__ranchoseco,rtpd_eim_transfer__mw__import__nevp__eldorado230,rtpd_eim_transfer__mw__export__srp__pvwest,rtpd_eim_transfer__mw__import__ladwp__sylmar,rtpd_eim_transfer__mw__export__pge__malin500,actual_load__mw__ca_iso_tac,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__export__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,dam_as_total_procured__mw__ru__as_caiso,dam_as_total_procured__mw__rd__as_caiso,dam_as_total_procured__mw__sr__as_caiso,dam_as_total_procured__mw__nr__as_caiso
11213.35,11093.59,2345.62,24757.15,6159,4098,3917,-4.5979,1028.49935,-31.6941,1461.65482,-7.20198,13.08821,0.0,710.62,9.96,1767.87,0.0,27.89,69.56867,67.15945,67.62771,69.1740175,67.34803,68.6717425,-1.6083875,8107,10253.98,10581.62,2075.77,0.0,0.0,722.89,1307.32,306.0,480.0,184.89,739.55,122.2,104.67,542.7925,0.0,273.36,0.0,24703,18396.9,7017.01,2207.0,67.06545,-0.20051,-2.30272,1.8091725,500.0,652.0,315.79,1224.94
12235.29,11697.46,2547.21,26586.31,6264,4167,3965,-1.00519,997.70054,589.67931,1652.84114,-0.74947,39.67922,21.61,880.52,879.14,1672.09,28.18,48.14,74.33759,71.96956,71.71943,66.9810475,64.42606,66.6580075,-0.5207,8530,10862.48,11155.33,2160.11,0.0,0.0,1096.56,1825.54,300.0,834.0,198.7,794.81,113.24,123.0475,701.2,0.0,232.9675,0.0,26545,19891.84,6539.01,1770.0,71.01196,0.10134,-3.42696,2.1519875,490.0,1241.0,331.17,1324.68
12304.93,11770.25,2600.53,26770.86,6268,4215,3818,62.38884,959.40909,3549.68737,1332.31104,83.90476,70.96407,158.94,894.95,3143.6,1568.5,152.47,61.06,70.25203,68.6748,67.99268,71.72713,71.95221,73.023465,0.2351225,8496,10661.76,11294.93,2089.49,0.0,0.0,1103.46,3530.25,378.0,1038.0,201.9,807.61,50.7525,179.7275,639.24,0.0,256.6125,0.0,27537,20204.1,6105.01,1569.0,65.49983,-1.13422,-3.61798,2.3093575,620.0,1582.0,351.44,1331.07
12098.62,11748.52,2566.93,26495.38,6221,4036,3474,243.50423,884.24415,3277.23278,1095.82763,450.65951,70.76163,427.55,814.45,5058.68,1506.32,391.06,62.57,56.83565,56.19498,54.10043,93.91591,85.888295,92.445195,1.0634275,8296,10290.62,11025.66,2046.96,0.0,0.0,700.31,3489.82,288.0,960.0,202.98,811.93,16.965,90.3275,258.97,0.0,92.405,34.4375,27691,21137.48,5423.01,1494.0,49.52872,-3.66376,-3.64316,1.465715,470.0,1600.0,338.3,1353.21
11639.52,11548.93,2557.35,25815.74,6098,3851,3130,586.17466,858.91598,4314.34964,1499.77165,935.65668,67.95108,738.47,704.99,6110.64,1498.75,745.99,56.47,52.85661,49.89578,47.77968,78.022575,73.71859,77.04349,0.48267,7970,9778.3,10553.02,1946.99,0.0,0.0,806.59,4324.71,378.0,1002.0,200.86,803.43,87.7075,119.4325,619.205,0.0,114.3625,53.4475,28095,20890.51,5345.01,1555.0,43.69077,-5.73545,-3.43039,1.7495675,620.0,1670.0,474.74,1199.07
10917.48,11183.08,2525.86,24689.44,6013,3864,3053,1093.32849,733.11195,5609.94392,1763.61585,1217.5814,56.32497,1008.29,547.93,6691.16,1559.18,1133.71,47.82,50.03469,45.73413,43.37681,69.4313,66.78851,68.9984925,0.5895925,7661,9320.0,10133.29,1800.6,0.0,0.0,366.52,3241.91,270.0,792.0,197.95,791.79,300.5975,214.5375,797.0,0.0,610.04,216.905,27433,19422.91,5249.01,1688.0,41.0766,-6.03107,-2.92703,0.008995,440.0,1320.0,455.93,1193.62
10152.51,10781.56,2432.87,23423.94,5921,3913,3306,1288.79231,398.50182,5588.98527,2137.58473,1435.80672,19.08095,1209.08,468.66,7107.66,1675.74,1417.83,38.44,45.86546,41.30544,39.00358,59.65172,57.0696375,57.9012125,0.229415,7400,8872.19,9889.75,1852.03,0.0,0.0,513.21,4076.2,330.0,846.0,193.4,773.62,362.2275,264.86,745.5175,0.0,251.36,250.8975,26035,18128.75,5074.01,1969.0,36.92292,-6.33738,-2.60516,0.3195975,540.0,1410.0,413.81,1197.89
9664.29,10522.08,2416.97,22655.9,5874,3656,3259,1281.76896,344.44884,7688.58559,2303.42605,1565.03592,13.97573,1346.13,521.54,7490.05,1866.78,1607.55,28.66,42.41874,36.63735,34.81899,54.070265,53.545285,54.03562,-0.1643825,7200,8620.33,9869.73,1802.35,0.0,0.0,1009.44,4913.98,348.0,990.0,192.49,769.97,334.04,206.3575,588.1425,0.0,301.525,254.7075,26934,17767.66,5033.01,1986.0,33.85648,-6.48798,-2.07428,1.3521775,570.0,1650.0,413.28,1190.83
9414.6,10200.12,2403.19,22065.65,5847,3568,2962,1173.35115,275.2038,7250.14787,2119.55483,1481.08558,12.05764,1438.95,597.84,7487.99,2046.72,1683.11,20.69,38.90311,32.3966,30.45066,53.837045,50.341115,51.826575,0.206835,7055,8684.91,10019.7,1849.14,0.0,0.0,1272.48,3879.33,468.0,828.0,187.47,749.89,335.0775,186.8475,393.0275,0.0,511.2025,257.475,26850,17575.64,5097.54,1814.0,30.46156,-6.43026,-2.01129,1.5383,621.0,1380.0,490.95,1071.32
9293.95,10078.35,2422.18,21843.73,5818,3539,3484,1003.04167,410.53968,6383.05081,2052.35978,1683.54713,15.9785,1462.22,693.13,7043.24,2172.64,1674.35,17.76,39.11908,33.19481,31.15431,54.70822,45.3742875,46.844835,0.3009025,6998,8945.67,10209.12,1928.94,0.0,0.0,992.39,4295.13,624.0,900.0,180.35,721.42,563.965,216.3325,786.535,0.0,285.6875,273.0,26130,18318.55,5304.01,1875.0,30.31049,-6.66878,-2.13981,-1.8183925,882.0,1500.0,373.82,1129.13
9686.25,10008.72,2425.73,22174.64,5844,3760,3577,566.45731,548.84436,5907.84969,1864.63166,1617.18359,18.21013,1359.7,770.05,6063.71,2262.48,1577.29,22.89,42.42203,36.94571,35.68716,49.487165,45.6358425,48.164045,-0.555315,7043,9574.86,10437.0,2019.97,0.0,0.0,1735.17,4721.26,492.0,1014.0,180.44,721.75,389.425,197.785,605.9775,0.0,372.1975,115.0575,25064,18931.39,5358.01,1737.0,34.49557,-5.59749,-2.32897,1.221085,661.0,1690.0,516.93,986.71
10577.64,10258.66,2453.67,23347.75,5899,3979,3737,314.30744,686.06524,3842.39187,1919.66958,970.97968,24.65391,939.17,762.16,3562.62,2321.72,1047.86,33.69,45.88954,42.49851,41.07492,54.0965175,51.4377525,52.2777925,-0.4318975,7174,10403.83,10786.19,2180.79,0.0,0.0,1036.48,3960.4,396.0,942.0,178.95,715.8,150.0,215.605,625.7225,0.0,160.51,74.065,24740,19157.83,5791.01,1360.0,40.19172,-3.32075,-2.37708,1.2834,650.0,1570.0,337.34,1153.91
11405.76,10727.31,2462.55,24657.54,5998,4211,3898,157.81431,598.18668,753.77834,2558.38064,171.48164,29.51083,286.12,672.84,797.37,2431.27,285.46,43.03,58.77616,55.51348,55.77556,65.110675,62.5101125,63.6968425,-1.008635,7263,10867.7,11335.64,2313.27,0.0,0.0,764.84,2693.26,402.0,792.0,186.29,745.15,73.44,111.445,410.115,0.0,197.5075,0.0,25427,18958.93,6571.01,1619.0,56.38433,0.20607,-2.59791,1.575365,660.0,1320.0,310.48,1241.92
12043.07,11526.33,2565.18,26205.57,6049,4335,3978,17.82106,465.83042,-30.15873,2789.09243,-9.14068,41.15504,0.46,577.02,0.0,2556.96,0.14,49.05,62.7307,60.50537,59.84881,64.52983,62.0343325,63.2617325,-1.09065,7356,11146.91,11577.99,2430.01,0.0,0.0,404.44,1652.64,264.0,576.0,198.0,792.01,53.3775,19.9725,18.6225,0.0,181.8975,0.0,26405,19668.23,6720.38,1530.0,59.2533,-0.43497,-3.04244,1.8021475,295.37,946.63,370.53,1279.48
11992.17,11630.69,2518.3,26214.67,5957,4298,3930,18.2512,427.82924,-25.50221,3017.29775,-8.16388,55.04663,0.0,540.34,0.0,2674.63,0.0,54.24,60.73733,57.78772,57.48987,54.3660725,52.30223,53.215775,-0.8451475,7286,11047.59,11464.91,2357.74,0.0,0.0,481.51,1201.55,240.0,378.0,198.07,792.29,200.0,125.1925,422.385,0.0,217.6125,0.0,26128,19283.61,6671.01,1662.0,58.53906,0.4195,-2.61778,1.42602,400.0,630.0,399.18,1251.42
11675.93,11492.45,2443.94,25686.07,5776,4199,3848,18.30476,535.5092,-23.89415,3508.80385,-8.23689,59.39166,0.0,537.0,0.0,2781.67,0.0,60.47,58.44317,55.70092,55.5738,51.524665,49.759495,50.5693225,-0.800945,7067,10463.03,11188.01,2320.91,0.0,0.0,457.89,522.57,186.0,330.0,194.07,776.3,200.0,173.165,373.1275,0.0,256.86,0.0,25567,18449.74,6207.01,1530.0,56.52121,0.33979,-2.26175,1.45723,300.0,550.0,362.74,1254.55
11089.89,11068.59,2305.87,24536.72,5540,4048,3715,18.24411,548.78765,-23.34501,3041.26492,-8.3091,52.34161,0.0,525.1,0.0,2800.7,0.0,64.84,52.0095,50.17372,50.04066,47.88818,46.903175,47.3154775,-0.7178375,6771,9918.54,10620.74,2092.02,0.0,0.0,392.77,857.06,180.0,348.0,185.38,741.54,165.4975,157.605,192.915,0.0,184.8625,0.0,24469,17080.73,6128.01,1191.0,50.55108,0.23188,-1.69031,1.43631,290.0,580.0,308.97,1235.9
10410.79,10503.35,2170.97,23157.17,5339,3884,3550,18.1989,555.4433,-22.99752,2809.4462,-8.21199,58.1038,0.0,499.71,0.0,2731.11,0.0,65.88,50.29532,48.50935,48.69856,47.1084525,46.299615,46.6413625,-1.056485,6483,9356.05,9978.01,1975.66,0.0,0.0,67.71,1515.11,180.0,432.0,174.27,697.09,200.0,161.0025,133.2575,0.0,286.3475,0.0,23374,15767.24,5909.01,1066.0,48.86268,-0.15514,-1.2775,1.200145,290.0,720.0,290.46,1161.82
9574.23,9913.68,2189.68,21752.24,5206,3767,3423,18.22396,682.10213,-24.54822,2875.09886,-8.20599,64.88582,0.0,618.94,0.0,2775.97,0.0,67.53,46.05216,44.53244,44.53705,41.5880125,40.687935,41.15089,-0.7909475,6297,9113.48,9534.73,1972.23,0.0,0.0,606.87,1536.62,324.0,354.0,167.6,670.41,200.0,118.7325,127.335,0.0,37.2675,0.0,22952,14202.73,7044.01,1192.0,44.57978,-0.32108,-1.1513,1.39932,530.0,556.75,279.34,1117.36
9185.0,9532.55,2107.36,20898.41,5134,3695,3345,18.23,527.94769,-31.70738,2872.20398,-8.21005,60.18117,0.0,549.71,0.0,2749.02,0.0,69.9,43.75746,42.48849,42.21719,39.9508975,39.357375,39.6773975,-0.8789225,6220,8787.48,9192.5,1841.9,0.0,0.0,309.06,1034.47,180.0,330.0,163.11,652.46,200.0,0.0,0.0,0.0,56.57,0.0,22315,13265.7,7242.01,1176.0,42.24914,-0.32687,-1.18145,1.3589525,311.86,550.0,290.42,1057.01
8864.24,9154.15,2008.09,20102.7,5118,3644,3300,18.23759,326.26401,-31.28204,2530.44306,-8.1769,63.38268,0.0,471.14,0.0,2735.98,0.0,71.59,39.94595,38.96728,38.51988,41.045035,40.6225375,40.7763775,-1.001955,6200,8614.93,8934.38,1828.0,0.0,0.0,198.46,765.32,180.0,348.0,162.48,649.92,112.4,0.0,0.0,0.0,59.9625,0.0,21426,12751.34,7141.01,1064.0,38.6658,-0.17365,-1.1065,1.33555,300.0,580.0,270.8,1083.2
8733.23,8942.85,1952.18,19705.93,5140,3626,3288,18.07662,264.22538,-30.62153,2502.21904,-8.17854,63.9174,0.0,413.55,0.0,2692.15,0.0,71.65,38.67934,37.75104,37.3217,45.272495,45.2864125,45.2682825,-1.321395,6259,8480.54,8819.46,1715.38,0.0,0.0,230.83,924.65,180.0,366.0,178.8,715.2,133.1225,0.0,0.0,0.0,79.645,0.0,20981,12254.49,7121.01,1060.0,37.4563,-0.12454,-1.09849,1.2262125,334.65,610.0,263.35,1192.0
8765.67,8960.15,1935.22,19741.98,5213,3645,3327,18.01327,280.48458,-32.25538,2627.08412,-8.28844,65.46261,0.0,361.4,0.0,2651.21,0.0,70.59,39.79405,38.95041,38.41717,40.8701075,41.16161,40.814715,-1.3647825,6379,8488.94,8835.28,1669.5,0.0,0.0,193.04,1192.67,180.0,360.0,180.96,723.84,200.0,0.0,0.0,0.0,59.44,0.0,20782,12349.86,7206.01,1059.0,38.33123,-0.32868,-1.13413,0.932735,336.4,600.0,265.2,1206.4
9031.05,9227.55,1980.95,20323.81,5342,3717,3446,17.89874,208.62971,-31.53608,2508.68793,-8.25157,63.36692,0.0,295.1,0.0,2610.15,0.0,69.58,45.20989,44.26952,43.61398,51.407,52.4356725,51.58203,-2.1028475,6677,8713.92,9157.51,1809.46,0.0,0.0,553.5,957.64,192.0,348.0,181.2,724.8,123.875,0.0,0.0,0.0,37.19,0.0,21351,12858.57,7425.01,1072.0,43.73274,-0.15702,-1.32013,0.681425,464.05,580.0,327.88,1038.08
9500.7,9706.32,2104.7,21404.36,5517,3841,3610,17.8766,181.99761,-24.71405,2356.56634,-8.48518,62.92741,0.0,229.89,13.83,2564.53,0.0,68.16,52.80413,51.46819,50.96655,80.2277475,81.314275,80.37321,-3.3806575,7053,9109.96,9526.74,1791.61,0.0,0.0,703.09,1440.71,336.0,456.0,177.6,710.4,50.0,0.0,93.355,0.0,46.7425,0.0,22375,14769.01,6909.01,1556.0,51.33618,0.0,-1.46795,1.49354,550.0,611.0,312.03,1167.97
9952.38,9756.79,2200.93,22005.67,5660,3819,3591,117.66221,190.15126,2129.67679,2255.48049,163.2504,54.30739,243.44,189.03,2250.14,2499.94,249.72,65.72,44.37317,44.11581,42.68699,68.5704025,66.86636,67.308155,-1.4633375,7433,9535.05,9767.26,1800.76,0.0,0.0,1183.12,2000.87,342.0,834.0,164.22,656.89,76.3425,56.355,683.5525,0.0,45.355,0.0,23141,15408.32,6836.01,1304.0,42.42519,0.0,-1.94798,1.3980475,560.0,1093.0,273.71,1094.82
9735.53,9627.79,2133.36,21585.3,5744,3708,3308,950.59909,155.44328,7900.2022,1934.72179,909.7435,52.58359,1156.76,168.51,7547.93,2384.86,1213.23,60.9,8.72444,20.26,-1.24437,35.5966375,13.7491375,12.945295,0.3824575,7711,9296.76,9496.31,1633.92,0.0,0.0,1306.83,3908.82,444.0,996.0,159.09,636.36,200.0,286.605,182.2925,52.8975,0.0,0.0,23574,18112.0,5043.01,1835.0,-0.01374,-8.20948,-0.5287,-10.2750275,730.0,1511.0,344.83,980.92
8798.41,8910.9,1844.93,19632.96,5761,3577,2946,1349.10941,130.06444,8775.9673,1612.30789,729.58545,33.85167,1979.15,163.59,11072.83,2225.76,2168.67,51.99,-2.73928,22.38296,-25.38986,38.6358725,-19.8065625,-26.48072,0.21633,7812,8835.44,8832.62,1417.04,0.0,0.0,826.91,3928.45,516.0,972.0,178.32,713.29,600.0,301.295,0.0,199.885,0.0,0.0,23218,16461.49,5005.01,2233.0,-21.08766,-18.51246,0.16408,-31.11781,850.0,1471.0,297.2,1188.81
7763.99,8098.34,1551.83,17484.38,5703,3424,2650,1574.55771,154.38087,8007.18407,1410.7907,741.26844,38.08435,2231.03,171.79,12127.99,2131.91,2532.02,45.09,-15.63848,7.8078,-38.42084,32.0641875,-24.76664,-30.7045125,0.0,7786,8251.04,7973.64,1191.75,0.0,0.0,907.9,4391.96,390.0,1044.0,196.08,784.34,600.0,334.095,0.0,67.42,0.0,0.0,21453,14827.02,4782.01,2500.0,-32.50516,-17.81594,0.94926,-34.447435,640.0,1591.0,368.63,1265.41
6840.62,7458.05,1265.39,15624.95,5624,3260,2454,1485.71757,120.50127,7815.34122,1353.12585,833.08163,38.80881,2282.43,178.36,12512.85,2115.08,2635.64,45.1,-24.138,-5.64839,-41.80054,36.4797525,-29.522395,-36.02765,0.0612625,7612,7770.4,7151.34,924.84,0.0,0.0,605.18,3282.8,342.0,870.0,202.04,808.16,600.0,223.12,0.0,59.445,0.0,0.0,20726,12493.91,4671.01,2649.0,-37.67957,-14.93433,1.39276,-40.31955,560.0,1450.0,454.5,1229.16
6290.47,6851.03,1016.61,14212.88,5519,3186,2332,1422.03871,108.0328,8079.07647,1388.56133,863.70542,28.91542,2270.54,174.09,12585.5,2124.96,2650.36,48.05,-26.80826,-12.7,-39.38188,29.4028175,-34.4807125,-41.3498425,0.0507225,7410,7453.85,6881.11,848.47,0.0,0.0,806.41,4432.35,396.0,894.0,202.82,811.28,600.0,145.8725,0.0,70.5025,0.0,0.0,20869,11847.71,4645.01,2727.0,-37.16797,-11.85024,1.49054,-41.252925,650.0,1490.0,956.91,733.25
6134.74,6542.26,895.17,13623.77,5397,3172,2298,1317.0651,89.75756,7879.02084,1250.72853,696.89018,31.8745,2257.52,175.68,12528.83,2195.7,2673.62,50.35,-30.28076,-19.37147,-40.48618,19.05568,-44.3023825,-50.5729975,-0.0903075,7242,7309.16,6764.23,897.92,0.0,0.0,1099.51,5363.25,468.0,1062.0,202.57,810.28,600.0,246.91,0.0,164.3425,0.0,0.0,19845,11895.74,4515.01,2738.0,-37.9029,-9.27245,1.6503,-38.862355,770.0,1770.0,634.7,1053.39
6281.28,6551.17,882.84,13765.06,5348,3192,2348,1295.29113,76.96271,6873.96305,1346.49726,648.80955,38.65656,2248.92,180.12,12392.27,2269.28,2677.14,52.66,-28.34646,-12.81987,-42.63119,25.98314,-49.7565975,-57.1813825,-0.05638,7146,7320.27,6907.61,915.07,0.0,0.0,1379.12,4124.59,492.0,828.0,201.18,804.74,600.0,293.93,0.0,118.2075,0.0,0.0,18957,11580.01,4577.01,2767.0,-39.4843,-12.68839,1.55055,-46.2462825,810.0,1380.0,782.52,894.02
6751.14,6867.43,995.35,14665.86,5365,3281,2439,1195.68327,97.65484,5261.16715,1282.06659,624.05639,44.34579,2206.86,181.1,12010.98,2308.41,2619.73,55.09,-26.11077,-6.88,-43.11044,27.8277575,-53.775595,-61.6812925,-0.0537425,7109,7720.1,7381.34,1061.49,0.0,0.0,1679.5,4653.71,660.0,1038.0,195.54,782.16,600.0,287.425,0.0,163.4675,0.0,0.0,17836,13060.65,4584.01,2693.0,-40.35326,-15.80913,1.56665,-49.42323,1090.0,1730.0,602.57,1026.93
7432.07,7568.24,1317.77,16375.42,5506,3452,2666,1252.30606,87.79795,4179.72613,1138.03833,527.0498,52.3434,2103.44,183.37,10768.23,2276.83,2498.55,55.94,-17.89349,0.65488,-34.93354,25.5593225,-56.9194825,-64.42077,-0.0889675,7160,8566.2,8043.7,1324.74,0.0,0.0,1829.92,5155.05,504.0,1038.0,178.47,713.86,600.0,407.075,0.0,95.4375,0.0,0.0,17752,14418.51,4762.01,2350.0,-32.195,-15.45922,1.15771,-48.6821825,755.0,1730.0,297.44,1189.77
8643.73,8360.16,1782.19,18847.76,5597,3646,3075,1007.08026,61.36792,4753.5189,1264.39048,809.34902,57.67398,1517.88,182.46,6646.22,2176.22,1735.12,56.48,5.92762,21.98001,-9.6716,28.84824,-27.65011,-32.90637,0.1192025,7241,9428.29,8769.68,1741.49,0.0,0.0,1669.86,3731.96,378.0,1026.0,143.64,574.56,178.23,373.93,0.0,337.155,0.0,0.0,19181,16272.29,5011.1,2142.1,-6.18346,-11.70978,-0.4013,-32.0918425,618.51,1710.0,553.68,643.32
9844.21,9268.25,2169.22,21347.5,5772,3849,3453,321.1624,145.30204,1305.19623,1777.35584,401.66224,48.43063,469.82,191.25,1612.93,2074.98,493.45,58.47,42.1244,41.65611,39.9456,45.8451625,42.5662125,43.1316,0.3878025,7342,10126.1,9542.67,1992.58,0.0,0.0,1026.25,2928.04,402.0,828.0,161.12,644.47,152.55,271.0325,517.75,12.7575,39.6075,0.0,21548,15494.67,6122.03,1481.0,40.08,-0.03507,-2.00933,1.0758225,660.0,1380.0,429.52,913.13
10624.73,10324.57,2376.85,23398.08,5909,4024,3599,14.05314,133.58867,-27.89517,1781.60127,-8.33431,42.63446,0.72,206.46,0.0,2065.95,0.15,61.0,50.68452,49.94,48.26538,50.1233925,45.94155,46.9820025,0.6702625,7438,10494.57,10223.16,2163.09,0.0,0.0,467.03,1838.19,186.0,612.0,176.64,706.56,200.0,103.2125,678.48,0.0,24.1475,0.0,23357,17362.9,6041.03,1499.0,48.54948,0.2522,-2.38724,1.1971075,310.0,1020.0,472.4,999.61
10696.56,10374.19,2361.8,23505.38,5852,4003,3576,12.95503,185.71071,-35.34087,1874.84414,-8.02459,50.74017,0.0,200.23,0.0,2126.2,0.0,62.27,51.01989,50.15098,48.54094,52.1495225,45.0119575,45.78685,0.6814,7387,10484.78,10206.59,2161.13,0.0,0.0,274.98,1231.02,216.0,372.0,177.45,709.81,200.0,41.9225,489.63,0.0,0.0,0.0,23487,17434.72,6151.04,1388.0,49.05064,0.20929,-2.17855,-0.2196075,360.0,573.99,347.1,1028.68
10483.04,10306.88,2316.73,23179.2,5701,3930,3513,13.96228,241.84075,-33.81293,1998.35524,-9.23783,56.64975,0.0,184.07,0.0,2193.14,0.0,61.38,50.09418,49.33339,47.92769,53.7046425,44.58525,45.20147,0.8121225,7172,9984.48,10065.39,2148.27,0.0,0.0,217.52,1195.8,180.0,378.0,174.99,699.96,200.0,182.6325,657.82,0.0,88.6225,0.0,23334,16568.18,5759.01,1231.0,48.19267,0.0672,-1.9687,-0.96084,402.87,589.96,363.04,992.34
10026.62,10045.05,2204.76,22346.83,5506,3801,3387,13.95354,188.09825,-36.70274,2041.90943,-8.15972,53.44481,0.0,172.03,0.0,2153.57,0.0,58.68,49.37183,48.74314,47.23706,49.8765975,45.7855,46.62673,0.7973575,6862,9530.94,9737.03,2004.45,0.0,0.0,371.4,1209.77,180.0,384.0,188.04,752.16,200.0,217.86,690.62,0.0,105.2525,0.0,22525,14998.12,6059.01,1084.0,47.6058,-0.01827,-1.74776,0.8632825,461.57,640.0,342.31,1063.12
9488.64,9606.69,2087.31,21252.26,5335,3671,3248,13.99867,139.771,-37.7373,1909.46412,-8.03436,35.23608,0.0,157.11,0.0,1955.03,0.0,54.3,48.09955,46.78964,46.07396,45.5070525,42.2224175,42.886305,0.6347275,6610,9068.27,9337.83,1842.64,0.0,0.0,268.49,1427.26,180.0,450.0,188.16,752.64,200.0,195.67,756.24,0.0,255.3125,0.0,21779,13726.62,6184.01,1074.0,46.84,-0.05706,-1.20249,0.2158725,290.0,750.0,313.6,1254.4
9405.47,9348.64,2068.65,20887.45,5246,3567,3166,14.02404,104.08426,-36.46701,2327.99323,-8.02599,20.23917,0.0,143.7,0.0,1861.94,0.0,47.93,48.99951,48.23512,47.05913,44.1774475,39.69986,41.444535,0.8647,6389,8823.03,9063.04,1935.18,0.0,0.0,532.0,1472.9,324.0,354.0,155.54,622.15,250.0,208.05,676.6125,0.0,133.2375,0.0,21409,14278.04,5982.9,1063.0,47.32624,-0.16409,-1.50918,-0.8492225,575.92,559.11,259.72,873.4
9090.99,9051.06,1997.41,20204.71,5185,3503,3120,14.0378,90.00423,-38.30053,2420.78468,-8.06805,17.69744,0.0,131.32,0.0,1626.83,0.0,38.88,47.85062,47.19507,46.05144,43.5119675,39.6486825,41.2346525,0.4944,6319,8579.46,8882.32,1828.31,0.0,0.0,133.82,1074.88,180.0,330.0,150.2,600.79,250.0,142.6275,368.8775,0.0,209.335,0.0,20795,13264.43,6270.01,1049.0,46.23824,-0.15294,-1.45944,-0.78752,317.95,550.0,233.93,999.76
8810.12,8845.95,1906.53,19629.58,5147,3465,3099,13.94406,113.26915,-37.73158,1510.1213,-8.07013,20.62558,0.0,123.95,0.0,1333.91,0.0,30.23,44.99339,44.26,43.34213,41.3544675,39.1040025,39.436285,0.29019,6314,8378.64,8542.95,1799.55,0.0,0.0,225.23,813.9,180.0,348.0,147.01,588.05,187.5,141.645,282.5525,0.0,238.5775,0.0,20094,12560.81,6428.01,1037.0,43.59164,-0.13294,-1.26881,0.226945,300.0,580.0,252.03,973.07
8747.88,8724.1,1858.85,19401.5,5150,3449,3120,13.87573,94.08635,-38.14212,780.78914,-8.02268,22.1914,0.0,122.1,0.0,1018.68,0.0,21.17,46.01489,44.94734,44.45498,43.3925275,41.86471,41.9732725,-0.18648,6346,8261.79,8495.64,1713.85,0.0,0.0,207.55,932.57,180.0,366.0,147.08,588.33,250.0,132.285,693.125,0.0,128.73,0.0,19848,11779.11,6527.01,1031.0,44.90202,-0.13736,-0.97552,0.3852775,353.64,610.0,245.14,926.91
8823.94,8677.78,1841.7,19418.68,5200,3473,3188,13.87753,106.46032,-38.61371,506.89974,-8.08251,8.20948,0.0,127.77,0.0,734.18,0.0,13.6,44.54265,43.6028,43.10838,46.25073,44.9021725,44.9261225,-0.3682,6439,8191.78,8476.98,1666.91,0.0,0.0,45.62,1035.03,180.0,360.0,154.2,616.8,250.0,138.17,608.575,0.0,232.5525,0.0,19597,11504.18,6628.01,1030.0,43.46687,-0.11366,-0.96212,0.4738225,333.73,600.0,262.4,988.87
8981.07,8827.74,1873.12,19763.42,5301,3537,3311,13.98885,147.53234,-39.1832,244.66456,-8.00971,0.30519,0.0,133.86,0.0,519.91,0.0,8.17,48.90415,47.81848,47.2463,44.2919175,43.226025,43.1301675,-0.4944525,6635,8385.63,8657.72,1787.91,0.0,0.0,615.16,975.44,192.0,348.0,180.12,720.48,198.65,173.7675,184.2425,0.0,204.0375,0.0,19985,12565.43,6722.01,1045.0,47.785,-0.07749,-1.04166,0.227845,386.48,580.0,259.19,1165.33
